Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
0.999028,1.003219,0.001758,0.003123
0.999046,1.005537,0.002345,0.004707
0.998680,1.008537,0.000000,0.001629
0.998049,1.011512,0.001759,0.002551
0.998105,1.014404,0.000001,0.003253
0.998656,1.017856,0.001761,0.003289
0.999486,1.021709,0.002347,0.004899
0.999864,1.024930,0.001762,0.006516
1.000043,1.027965,0.002348,0.004975
0.999843,1.031074,0.000588,0.004333
1.001419,1.034008,0.000590,0.005966
1.001994,1.037531,0.002354,0.006008
1.002102,1.042067,0.001178,0.007658
1.003200,1.046049,0.003140,0.009315
1.002889,1.049697,0.002356,0.008676
1.003238,1.052889,0.001181,0.006877
1.004274,1.056244,0.002361,0.005295
1.004427,1.059462,0.002361,0.008826
1.005514,1.062968,0.001186,0.007944
1.005376,1.066215,0.002366,0.007994
1.004772,1.068793,0.002369,0.007104
1.006090,1.071921,0.003165,0.008092
1.007961,1.075776,0.003764,0.009789
1.009532,1.079415,0.002387,0.009135
1.009464,1.082298,0.004376,0.009179
1.009585,1.083735,0.004389,0.010894
1.011677,1.087543,0.005601,0.009999
1.011789,1.090760,0.003816,0.012691
1.012866,1.093606,0.004430,0.013474
1.013338,1.096501,0.006251,0.011853
1.013153,1.099468,0.004458,0.014577
1.014802,1.103086,0.005686,0.013678
1.015893,1.105928,0.006920,0.014719
1.018020,1.109487,0.008978,0.017227
1.019761,1.111605,0.009009,0.020979
1.022940,1.115062,0.009045,0.019097
1.025995,1.118274,0.010309,0.021154
1.027974,1.120127,0.014054,0.023722
1.031461,1.123236,0.016176,0.025561
1.035005,1.126799,0.019353,0.029155
1.039342,1.129707,0.024013,0.036517
1.043014,1.131415,0.029966,0.042663
1.047384,1.134334,0.039338,0.056162
1.051773,1.137568,0.049210,0.064455
1.055714,1.140277,0.064659,0.081661
1.060445,1.143563,0.080657,0.101015
1.065210,1.146196,0.104272,0.125627
1.069671,1.151575,0.136683,0.159599
1.071938,1.152910,0.177572,0.205660
1.075014,1.154920,0.218150,0.250198
