Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000476,1.002490,-0.001356,0.000009
1.001828,1.005884,0.000005,0.001582
1.002063,1.008710,0.000550,0.001071
1.001977,1.010986,-0.001897,0.000558
1.002383,1.014518,-0.000401,0.001095
1.002735,1.018142,-0.000400,0.001107
1.002926,1.021165,-0.001352,0.000590
1.003488,1.023555,0.000555,0.002895
1.004016,1.025897,-0.000397,0.000612
1.004557,1.028659,-0.001350,0.001156
1.005334,1.032439,0.000013,0.001702
1.005919,1.035557,-0.000940,0.002251
1.006598,1.038992,-0.000938,0.001730
1.007967,1.042233,0.000563,0.003535
1.008314,1.045070,0.000020,0.004633
1.007949,1.047646,0.000568,0.003036
1.007760,1.049713,-0.000387,0.001789
1.008153,1.051792,-0.000384,0.002348
1.010551,1.057011,0.000989,0.004181
1.011495,1.060199,-0.000380,0.003656
1.012921,1.061475,-0.000378,0.003677
1.012300,1.064004,0.000034,0.004797
1.013812,1.066784,0.000588,0.004822
1.014392,1.070136,0.000041,0.004847
1.014710,1.071978,-0.000367,0.006532
1.015126,1.074164,0.000050,0.006004
1.016409,1.075867,0.001024,0.006029
1.017300,1.078572,-0.000353,0.007174
1.020791,1.082509,0.001043,0.005523
1.022213,1.084873,0.001055,0.006108
1.023980,1.088699,0.000087,0.009137
1.024977,1.091619,0.002060,0.008609
1.027201,1.094618,0.001087,0.012040
1.029286,1.097571,0.001663,0.010953
1.031143,1.099639,0.004649,0.009855
1.033116,1.101829,0.004675,0.012940
1.035428,1.104262,0.005698,0.014138
1.038708,1.107248,0.006731,0.017070
1.042231,1.109960,0.009785,0.019636
1.045886,1.112264,0.012870,0.021449
1.049297,1.115598,0.014094,0.027724
1.053109,1.117861,0.019259,0.034442
1.058425,1.121497,0.023457,0.043720
1.062793,1.124592,0.031358,0.052491
1.066491,1.127314,0.040956,0.064877
1.070618,1.131009,0.053160,0.080673
1.075156,1.133509,0.068636,0.099945
1.079774,1.136176,0.089609,0.126529
1.084821,1.138893,0.118183,0.160669
1.088464,1.140398,0.149738,0.195015
