Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000758,1.004212,0.000004,-0.002389
1.001439,1.007887,-0.000825,0.000119
1.001196,1.010964,0.000010,-0.002282
1.001543,1.015026,-0.000820,-0.000993
1.002241,1.019221,0.000016,0.001541
1.003286,1.022666,0.000027,0.000356
1.004405,1.026826,0.000031,0.004563
1.004875,1.030599,0.001149,0.000481
1.005427,1.034684,0.001996,0.001790
1.006480,1.038514,0.001171,0.004770
1.007273,1.042035,0.001181,0.006102
1.007888,1.046091,0.002032,0.004919
1.008293,1.050228,-0.000761,0.008773
1.008441,1.054303,-0.000756,0.010124
1.009409,1.058088,0.002060,0.006411
1.009978,1.060485,0.000110,0.011564
1.011472,1.065676,0.002103,0.010389
1.012643,1.068703,0.003259,0.009197
1.013639,1.071596,0.002149,0.013123
1.014754,1.074362,0.003311,0.013217
1.015830,1.077498,0.005336,0.012021
1.017505,1.080230,0.001362,0.017705
1.018670,1.082395,0.003395,0.017790
1.020351,1.084651,0.004290,0.020502
1.021812,1.086803,0.004322,0.019310
1.023128,1.089027,0.003483,0.020729
1.024613,1.090563,0.005552,0.022153
1.026464,1.092843,0.007632,0.024890
1.028301,1.094513,0.009723,0.029402
1.030825,1.095899,0.010659,0.027787
1.033243,1.097481,0.010711,0.031013
1.035385,1.099270,0.010769,0.031158
1.037787,1.100824,0.014090,0.035290
1.040186,1.102113,0.017135,0.038124
1.042747,1.103685,0.018416,0.045403
1.045810,1.104385,0.021809,0.050943
1.049107,1.105805,0.027029,0.055189
1.053275,1.107088,0.029269,0.059881
1.058352,1.109071,0.035788,0.070036
1.062843,1.109401,0.043558,0.079779
1.067666,1.110683,0.051402,0.092751
1.073517,1.112082,0.063323,0.108520
1.078770,1.112649,0.079047,0.131670
1.084336,1.113412,0.093655,0.150844
1.089826,1.115031,0.118026,0.181092
1.095236,1.116201,0.142910,0.215710
1.099606,1.119626,0.171182,0.255077
1.105630,1.122818,0.212895,0.306289
1.110369,1.123568,0.267367,0.374931
1.113543,1.123792,0.319051,0.435500
