Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.002354,1.003283,0.000000,0.000000
1.003915,1.006501,-0.002924,-0.001716
1.004037,1.010507,-0.001054,-0.000812
1.007048,1.014225,0.000822,-0.000785
1.008413,1.018539,-0.001042,-0.001631
1.010392,1.022651,-0.001030,-0.001607
1.011812,1.026223,0.000855,-0.000694
1.011485,1.029510,-0.001017,0.000225
1.012815,1.032951,-0.002087,-0.001519
1.013751,1.037218,0.000066,-0.001493
1.014533,1.041203,0.000074,0.002412
1.016367,1.044026,-0.000995,-0.000537
1.017399,1.048324,-0.000989,0.000390
1.018607,1.052571,-0.000984,0.004329
1.020142,1.056719,-0.000974,0.001662
1.020658,1.059651,0.000932,-0.000412
1.022560,1.063299,0.000128,0.006282
1.024207,1.067316,-0.000942,0.004515
1.025464,1.071856,0.000152,0.004562
1.025792,1.075394,-0.002021,0.003693
1.026469,1.078686,-0.000919,0.007414
1.026460,1.082045,0.001007,0.006552
1.028083,1.086121,-0.000894,0.007524
1.029013,1.089710,0.002143,0.005720
1.029082,1.092491,0.000239,0.007629
1.029476,1.094484,0.001087,0.005818
1.032212,1.098829,0.003039,0.006802
1.032855,1.101790,0.002229,0.007800
1.032665,1.103188,0.001141,0.007854
1.034694,1.106272,0.005071,0.011053
1.036140,1.108580,0.007064,0.013012
1.037807,1.111525,0.006264,0.016885
1.039787,1.114953,0.003208,0.015076
1.041559,1.116864,0.008320,0.016115
1.043853,1.119240,0.009216,0.017157
1.046340,1.121314,0.010402,0.019495
1.049271,1.124111,0.012456,0.025701
1.051763,1.127315,0.018531,0.028720
1.054735,1.129203,0.023782,0.035968
1.058521,1.131840,0.028799,0.040994
1.061685,1.134413,0.038187,0.049307
1.064644,1.136856,0.043586,0.061930
1.067429,1.139804,0.058058,0.074639
1.070566,1.142160,0.074993,0.093344
1.073287,1.144184,0.091767,0.113202
1.077335,1.147869,0.116339,0.141814
1.080181,1.150505,0.147963,0.174608
1.084879,1.152725,0.183357,0.212669
1.088552,1.155155,0.237015,0.265092
1.091551,1.156944,0.291994,0.317495
