Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.001451,1.003206,0.000000,0.000000
1.002293,1.006258,-0.001364,0.000041
1.003847,1.009187,-0.000576,0.000962
1.004088,1.012695,-0.000573,0.002776
1.005188,1.015457,-0.001352,0.003713
1.006316,1.018735,-0.001345,0.003755
1.007268,1.021742,0.000816,0.004697
1.008817,1.025018,-0.000554,0.004751
1.009364,1.027987,0.000044,0.004800
1.010616,1.030663,0.000839,0.006052
1.010853,1.033324,-0.001321,0.006107
1.012810,1.036208,-0.000525,0.004049
1.013677,1.038913,-0.001903,0.006213
1.014552,1.041936,-0.000515,0.007178
1.015172,1.044170,0.000884,0.006323
1.017532,1.047346,-0.000497,0.008206
1.018435,1.050363,0.000909,0.008265
1.019320,1.053127,-0.000478,0.008323
1.021190,1.056131,-0.000467,0.010220
1.023138,1.059903,0.000141,0.011210
1.024413,1.062505,0.000154,0.005422
1.026831,1.065943,0.001574,0.011344
1.027899,1.068438,0.003814,0.010480
1.028858,1.071168,0.002422,0.012411
1.030168,1.073990,0.002444,0.015594
1.031015,1.076375,0.001040,0.018472
1.032018,1.078526,0.003100,0.017624
1.033853,1.081309,0.005380,0.018653
1.036043,1.083961,0.004589,0.019676
1.038965,1.086986,0.004622,0.021657
1.041240,1.089366,0.005478,0.023972
1.043843,1.091860,0.007795,0.024079
1.047270,1.095025,0.009924,0.028948
1.050611,1.097455,0.009977,0.027161
1.054851,1.100506,0.012966,0.031422
1.057847,1.102674,0.015348,0.034434
1.061553,1.104836,0.019229,0.039709
1.066230,1.107590,0.022292,0.046939
1.070087,1.109586,0.026873,0.053897
1.074508,1.111197,0.031485,0.060233
1.078713,1.112960,0.036135,0.067585
1.082972,1.115106,0.045575,0.081153
1.086678,1.116817,0.056384,0.094481
1.090827,1.119060,0.065773,0.111140
1.094532,1.120926,0.083078,0.131167
1.098552,1.122974,0.099645,0.156276
1.103253,1.125405,0.121227,0.184463
1.107449,1.127889,0.149829,0.223432
1.112070,1.130159,0.184901,0.266622
1.114034,1.130406,0.219622,0.313333
