Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.001345,1.002988,0.001564,0.000134
1.002196,1.006960,0.002750,0.000256
1.003766,1.011023,0.002797,0.003973
1.006027,1.015571,0.002842,0.005639
1.007157,1.019750,-0.000973,0.000634
1.009758,1.024457,0.005639,0.004375
1.011052,1.029380,0.002975,0.006072
1.012581,1.033574,0.001854,0.006203
1.014100,1.038181,0.004625,0.011035
1.015070,1.042443,0.005850,0.006502
1.016942,1.046953,0.005905,0.009775
1.018301,1.051203,0.005959,0.013065
1.019285,1.055626,0.002069,0.010083
1.020609,1.059834,0.006066,0.011817
1.021050,1.063036,0.004928,0.013554
1.022182,1.066749,0.006167,0.015300
1.023316,1.070452,0.006227,0.017576
1.024935,1.073616,0.007878,0.017745
1.025783,1.076790,0.007945,0.019520
1.026750,1.079545,0.009210,0.021306
1.028566,1.082528,0.010884,0.018271
1.029443,1.084694,0.009338,0.020053
1.032377,1.088004,0.009409,0.026708
1.033277,1.089502,0.012728,0.028527
1.035015,1.091851,0.015658,0.030346
1.037228,1.094205,0.015746,0.030534
1.038911,1.096182,0.019936,0.036165
1.041325,1.098537,0.018802,0.038023
1.043455,1.100604,0.025912,0.039863
1.045451,1.102250,0.027689,0.045027
1.048153,1.104359,0.031970,0.049104
1.051346,1.106347,0.036700,0.054321
1.053519,1.108734,0.038525,0.063417
1.056124,1.110740,0.044557,0.063716
1.059395,1.113325,0.046012,0.070658
1.061707,1.115149,0.055067,0.078203
1.064949,1.117713,0.062911,0.086902
1.067910,1.120192,0.064844,0.103493
1.070990,1.122508,0.074050,0.112325
1.074189,1.124697,0.089298,0.128495
1.077349,1.126927,0.100350,0.141374
1.081057,1.129287,0.115800,0.157699
1.084472,1.131340,0.133080,0.181501
1.087860,1.133458,0.157826,0.212234
1.091054,1.135007,0.183226,0.243107
1.094345,1.136901,0.217899,0.281635
1.097706,1.139025,0.254170,0.327165
1.102631,1.141728,0.304698,0.382205
1.105451,1.143546,0.369716,0.453644
1.108170,1.144687,0.436509,0.525429
