Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.001959,1.003018,0.001687,0.004829
1.001625,1.004343,0.000846,0.001411
1.003250,1.007453,0.000850,0.000050
1.005011,1.009528,0.005349,0.007667
1.006702,1.012850,0.000014,0.001468
1.008057,1.015452,0.001706,0.002533
1.009451,1.018541,0.000864,0.002557
1.009965,1.020871,0.003690,0.005018
1.012041,1.024081,0.002856,0.001556
1.011929,1.026639,0.003712,0.005079
1.012464,1.027612,0.002876,0.004055
1.011466,1.028905,0.000895,0.006543
1.012586,1.031413,0.004598,0.006575
1.012435,1.033095,0.000058,0.009084
1.014885,1.034817,0.002915,0.006643
1.015649,1.037038,0.000073,0.009160
1.019639,1.039481,0.006382,0.009205
1.021046,1.040730,0.001812,0.005324
1.024180,1.043786,0.002978,0.010704
1.024578,1.046579,0.003856,0.008244
1.026449,1.048680,0.005610,0.015819
1.027435,1.051344,0.004762,0.015879
1.030493,1.053501,0.003913,0.009446
1.032473,1.056175,0.006555,0.012017
1.032018,1.055907,0.007459,0.016052
1.033599,1.056451,0.010130,0.017205
1.036114,1.056840,0.009289,0.017272
1.037404,1.057871,0.012274,0.021344
1.039772,1.058870,0.010250,0.019959
1.043029,1.060747,0.009400,0.021501
1.045709,1.062120,0.012414,0.022678
1.049302,1.063177,0.015152,0.024240
1.052519,1.063821,0.017909,0.028394
1.055229,1.065260,0.021885,0.028497
1.056657,1.065475,0.023783,0.033801
1.060051,1.066227,0.027505,0.039147
1.061459,1.066764,0.031559,0.041899
1.063665,1.067819,0.034425,0.049927
1.065799,1.067733,0.040375,0.052741
1.069365,1.069470,0.048216,0.063873
1.072676,1.069589,0.057945,0.075829
1.077181,1.070730,0.067759,0.090907
1.080656,1.072745,0.083546,0.103413
1.086085,1.075816,0.101329,0.125532
1.089554,1.077300,0.119228,0.146271
1.094378,1.079463,0.143907,0.177891
1.096863,1.081856,0.175030,0.212447
1.100763,1.083318,0.214046,0.258395
1.103007,1.084693,0.263200,0.317125
1.106299,1.086803,0.321029,0.373048
