Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
0.999742,0.999677,0.000000,0.000000
0.999945,1.000065,0.001153,0.000000
0.998840,0.998950,-0.000577,0.000000
0.998528,0.998948,0.000577,0.000000
0.998112,0.998394,0.000577,0.000000
0.998237,0.998610,-0.000577,0.000000
0.998890,0.999104,0.000000,0.000000
0.999950,1.000552,0.000000,0.000000
0.999876,1.002217,0.001730,0.002209
1.001009,1.005071,0.001153,0.002223
1.001636,1.009120,0.002307,0.002843
1.002264,1.010721,0.001154,0.000836
1.001970,1.010735,0.000577,0.000836
1.001274,1.010446,0.000577,0.000028
1.001297,1.012755,0.001731,0.002261
1.000810,1.015086,0.003078,0.003698
0.999284,1.016528,0.000000,0.003716
0.999011,1.018595,0.001733,0.002920
0.997618,1.018247,0.002311,0.001496
0.997332,1.018548,0.000001,-0.000540
0.998198,1.023613,0.000578,0.001517
1.000333,1.027212,0.004242,0.005224
1.000370,1.030446,0.002315,0.001539
1.002419,1.034678,0.001159,0.003825
1.003620,1.038219,0.003090,0.006121
1.004958,1.042569,0.002318,0.006772
1.005879,1.045685,0.000002,0.003885
1.007306,1.049665,0.001161,0.004740
1.008275,1.052170,0.005416,0.007696
1.009164,1.054084,0.003682,0.006255
1.010988,1.056290,0.003109,0.006282
1.012032,1.057870,0.004283,0.006941
1.012990,1.060137,0.004876,0.008450
1.014696,1.062045,0.004890,0.009335
1.016585,1.064121,0.004319,0.008517
1.019139,1.066254,0.006692,0.010898
1.022206,1.069682,0.007898,0.013941
1.024968,1.072429,0.009310,0.011638
1.027902,1.075285,0.008745,0.014699
1.030504,1.077564,0.011166,0.018006
1.033678,1.081497,0.013604,0.023275
1.035976,1.083785,0.016866,0.025771
1.038741,1.085877,0.023782,0.033527
1.041401,1.087950,0.028327,0.040683
1.045281,1.089945,0.039203,0.054045
1.048112,1.092737,0.053846,0.069955
1.051736,1.095471,0.075776,0.092220
1.056335,1.099731,0.108815,0.124892
1.060435,1.101655,0.153521,0.169026
1.063702,1.104138,0.208342,0.216382
