Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
0.999653,1.000191,0.000000,0.000000
0.998926,1.004055,-0.003873,0.000066
0.999727,1.008352,-0.002064,0.003701
1.001253,1.013283,0.000010,0.004973
1.003794,1.018190,-0.002048,0.003882
1.004204,1.022517,-0.001009,0.003968
1.005066,1.027377,-0.005674,0.004056
1.005003,1.031630,-0.002040,0.005347
1.006463,1.036082,-0.002816,0.005441
1.007786,1.039677,-0.003847,0.008352
1.008693,1.043375,-0.005665,0.004407
1.008485,1.047309,-0.002796,0.003279
1.008517,1.051019,-0.003836,0.005805
1.010055,1.054702,-0.002003,0.008758
1.011546,1.059329,-0.000944,0.010068
1.011566,1.064185,-0.002774,0.012633
1.011415,1.067577,0.000116,0.013993
1.012283,1.071721,-0.001974,0.011619
1.014390,1.077017,-0.000907,0.012971
1.014068,1.081338,-0.000900,0.013083
1.015593,1.086531,-0.001941,0.014443
1.016466,1.089969,-0.000872,0.021225
1.017610,1.093428,0.001000,0.017604
1.016678,1.097604,-0.003765,0.018982
1.016633,1.100226,0.002109,0.016168
1.015936,1.103288,0.000267,0.020505
1.014167,1.105241,-0.001855,0.019359
1.016049,1.109531,0.002994,0.020751
1.017601,1.114194,0.001142,0.023435
1.018603,1.118042,0.002254,0.026129
1.021042,1.120907,0.004999,0.027566
1.023094,1.123624,0.006130,0.029440
1.025403,1.126827,0.002356,0.033464
1.027203,1.129634,0.010887,0.037514
1.029475,1.131557,0.010133,0.039016
1.032794,1.133456,0.012136,0.039202
1.035903,1.136206,0.016087,0.045035
1.039775,1.139004,0.017298,0.052228
1.044167,1.141470,0.021317,0.058996
1.049082,1.143646,0.026216,0.063626
1.054395,1.144800,0.033412,0.074882
1.059739,1.147342,0.037554,0.086188
1.064459,1.149297,0.043736,0.100240
1.069733,1.150696,0.057104,0.117055
1.075259,1.151741,0.072627,0.134376
1.080254,1.153652,0.088276,0.159850
1.085811,1.156777,0.111329,0.192691
1.090741,1.157877,0.140737,0.231496
1.096846,1.160631,0.180591,0.282781
1.102695,1.161756,0.236485,0.353346
1.107054,1.163297,0.292863,0.417889
