Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.002509,1.003832,0.000610,0.002361
1.004707,1.006295,0.000623,0.001736
1.005850,1.009114,0.000628,0.003255
1.008372,1.011172,0.000643,0.000905
1.010354,1.014587,0.000052,0.000918
1.013881,1.017667,0.001270,0.002447
1.015737,1.020602,-0.000535,0.003333
1.020132,1.025590,0.003338,0.000974
1.024834,1.030614,0.000712,0.003393
1.028247,1.033395,0.000724,0.000123
1.033844,1.040012,0.001987,0.002568
1.057626,1.070394,0.005502,0.006766
1.069998,1.088470,0.004991,0.007576
1.072863,1.093997,0.005021,0.007610
1.074062,1.097112,0.002269,0.010159
1.075760,1.101047,0.005079,0.009285
1.080978,1.116567,0.004583,0.012763
1.082540,1.118885,0.008554,0.013749
1.085222,1.121099,0.008603,0.012873
1.088266,1.124539,0.008644,0.013866
1.090327,1.127002,0.010901,0.016523
1.093890,1.129254,0.012954,0.018958
1.097304,1.131381,0.017252,0.022368
1.100399,1.134225,0.020013,0.025084
1.104581,1.136672,0.025051,0.032844
1.107762,1.138877,0.032150,0.038989
1.111926,1.142636,0.040668,0.048309
1.115704,1.146499,0.052206,0.062309
1.119807,1.148206,0.067281,0.080533
1.122810,1.151359,0.088407,0.100849
1.126132,1.153158,0.113628,0.125521
1.130783,1.157439,0.143710,0.156225
1.134970,1.159733,0.185401,0.198827
1.138887,1.162984,0.227420,0.238947
