Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
0.999973,1.000002,0.000000,0.000000
1.000297,1.003990,0.000002,0.000047
0.999970,1.007655,0.000003,0.001235
1.000291,1.011342,0.002795,0.002428
1.000649,1.015264,0.002800,0.001333
1.000762,1.019281,0.001030,0.001383
1.001401,1.022875,0.001035,0.002580
1.001327,1.026954,0.001804,0.002637
1.001898,1.031395,0.001807,0.003850
1.002004,1.035343,0.001817,0.003907
1.002164,1.039225,0.002847,0.005124
1.001774,1.043071,0.001059,0.005188
1.002642,1.046954,0.001837,0.006410
1.002265,1.050611,0.001843,0.009202
1.002280,1.054337,0.002878,0.004196
1.003208,1.058486,0.004695,0.010529
1.002409,1.061506,0.002902,0.008244
1.001702,1.065129,0.001873,0.010679
1.002297,1.069070,0.002922,0.009577
1.002397,1.072300,0.003715,0.009654
1.003047,1.075385,0.005816,0.012109
1.003539,1.078031,0.003758,0.013384
1.003575,1.080960,0.007696,0.012268
1.003903,1.083277,0.004844,0.014747
1.004766,1.085641,0.004869,0.017243
1.005608,1.087578,0.006740,0.017331
1.007167,1.089618,0.005977,0.015010
1.008556,1.091152,0.006803,0.016307
1.010280,1.093098,0.006035,0.018829
1.011902,1.094670,0.007931,0.021779
1.014014,1.096327,0.008771,0.023103
1.016140,1.097523,0.009883,0.025658
1.018595,1.098732,0.011814,0.024551
1.021001,1.100053,0.012678,0.027128
1.023689,1.101243,0.013821,0.029718
1.026811,1.102373,0.018515,0.033973
1.029976,1.103081,0.019690,0.035355
1.033443,1.104140,0.024720,0.044217
1.037541,1.104960,0.026760,0.047295
1.041727,1.105442,0.032691,0.053733
1.046526,1.106009,0.036722,0.063132
1.051496,1.107163,0.044690,0.077612
1.057238,1.107903,0.053829,0.090921
1.062083,1.108925,0.065884,0.108521
1.067389,1.110253,0.079994,0.127056
1.072506,1.110781,0.100479,0.153745
1.077359,1.113424,0.124813,0.186169
1.081831,1.115167,0.152843,0.227699
1.087099,1.116956,0.191947,0.277624
1.092059,1.118441,0.240408,0.342449
1.095131,1.119778,0.292744,0.411859
