Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
0.999855,1.000238,0.000000,0.000000
1.001110,1.001262,0.000005,-0.000891
1.001832,1.003208,-0.001600,0.002692
1.002561,1.003004,0.000701,0.000009
1.004414,1.003637,0.000019,-0.000886
1.006071,1.005540,0.000029,0.000684
1.006637,1.006576,0.000032,0.000018
1.008320,1.007018,0.000038,0.000018
1.009126,1.007372,0.000047,0.000691
1.009940,1.007830,-0.000875,0.000020
1.010431,1.008061,-0.000871,0.000020
1.011353,1.008699,0.000756,-0.000875
1.013217,1.010306,-0.000860,0.001376
1.014087,1.011114,-0.000854,0.000702
1.014752,1.012225,-0.000851,0.000704
1.016807,1.016111,0.000086,0.001392
1.018548,1.018560,0.000099,0.001404
1.019510,1.020612,0.000106,0.000053
1.022189,1.023954,0.000114,0.002786
1.024836,1.027136,0.000830,0.001435
1.026641,1.030310,0.000138,0.002817
1.029261,1.033651,0.000859,0.002833
1.031642,1.037048,0.002765,0.002848
1.034318,1.040046,0.001840,0.003555
1.036148,1.043822,0.000906,0.003574
1.038578,1.047124,0.001875,0.004980
1.041202,1.050113,0.002849,0.005003
1.043487,1.053545,0.004545,0.004327
1.045194,1.057027,0.000258,0.006680
1.047316,1.060920,0.001958,0.007410
1.048943,1.064039,0.003665,0.008851
1.050730,1.066919,0.005383,0.008890
1.052768,1.070581,0.003718,0.009631
1.054395,1.072786,0.003018,0.011094
1.055701,1.076166,0.007189,0.011851
1.057195,1.079564,0.008208,0.015004
1.059122,1.082496,0.008254,0.015776
1.060683,1.085206,0.010762,0.018724
1.062053,1.088240,0.014275,0.023382
1.064110,1.091518,0.016077,0.025659
1.065967,1.094022,0.018891,0.031115
1.068029,1.096740,0.025970,0.036613
1.070703,1.099524,0.031344,0.044348
1.073568,1.102876,0.038789,0.055103
1.076341,1.106639,0.052072,0.068396
1.079573,1.109643,0.069285,0.084032
1.083052,1.112542,0.091198,0.108510
1.085841,1.115782,0.118693,0.133678
1.090332,1.118990,0.154317,0.167109
1.092859,1.121520,0.200308,0.206094
1.095140,1.123267,0.249517,0.245358
