Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.002738,1.003555,0.001492,0.000024
1.003232,1.007147,-0.002221,0.000052
1.004958,1.010880,0.001501,0.000889
1.006385,1.014701,0.001506,-0.001788
1.007774,1.018191,0.000766,0.000949
1.010259,1.022325,0.002521,-0.000929
1.011625,1.026394,0.001528,0.002102
1.014360,1.030657,0.000790,0.001039
1.016495,1.034901,0.002550,0.002165
1.017981,1.038948,0.000054,-0.001660
1.020170,1.043190,0.003327,0.004160
1.021817,1.047597,0.002588,0.001150
1.023729,1.052809,0.000833,0.002290
1.027404,1.058095,0.001602,-0.000740
1.029273,1.063265,0.001611,0.004315
1.032148,1.067548,0.002644,0.003234
1.034139,1.071221,0.001640,0.000461
1.036996,1.075976,0.002675,0.005277
1.038597,1.079240,0.001669,0.001362
1.040953,1.083883,0.002705,0.005358
1.043910,1.088159,0.000922,0.005401
1.045549,1.091843,0.003517,0.004591
1.047786,1.096001,0.004317,0.005485
1.048809,1.099451,0.002784,0.008674
1.049306,1.102137,0.004364,0.006718
1.049912,1.105476,0.005953,0.007630
1.050639,1.109049,0.006769,0.008836
1.051709,1.111782,0.006014,0.014111
1.053841,1.115888,0.005254,0.010987
1.055797,1.119244,0.008457,0.009875
1.058242,1.123236,0.008499,0.009940
1.059158,1.125356,0.009332,0.013229
1.059872,1.127488,0.012044,0.017423
1.061777,1.131000,0.012905,0.017511
1.063786,1.133493,0.013772,0.018788
1.065193,1.135849,0.013027,0.019764
1.066343,1.138855,0.014713,0.021054
1.068745,1.141237,0.018043,0.028653
1.072164,1.144425,0.021674,0.027579
1.075861,1.147234,0.026981,0.040372
1.080275,1.149458,0.034812,0.045104
1.084891,1.152362,0.041602,0.054704
1.089001,1.155644,0.053990,0.068979
1.092696,1.157056,0.070653,0.084563
1.095634,1.159164,0.087496,0.105499
1.099838,1.160740,0.110620,0.130917
1.103976,1.163595,0.140991,0.161199
1.107921,1.165649,0.180455,0.201302
1.112146,1.167707,0.232481,0.251764
1.115279,1.169935,0.284928,0.299397
