Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
0.999953,0.999987,0.000000,0.000000
1.003285,1.004510,0.000013,0.002406
1.005657,1.009238,0.000016,0.002463
1.008018,1.013400,0.000029,0.003938
1.010829,1.017167,0.001150,0.004712
1.012390,1.021011,-0.001070,0.003343
1.014588,1.026043,0.000696,0.004839
1.017356,1.030318,-0.001698,0.007294
1.019587,1.035060,0.000077,0.006404
1.021533,1.039705,0.000086,0.006468
1.025569,1.044968,0.003006,0.006535
1.028924,1.050586,0.002376,0.008297
1.033143,1.057447,-0.001017,0.007642
1.034064,1.061625,0.001265,0.008433
1.036058,1.064847,-0.000513,0.006792
1.038569,1.070580,0.000153,0.006855
1.041365,1.074693,0.002461,0.009374
1.043395,1.079568,0.000178,0.010184
1.045146,1.083674,0.002501,0.010264
1.047128,1.087751,0.002521,0.010340
1.049538,1.092182,0.002043,0.011159
1.051855,1.097440,0.000898,0.012729
1.053231,1.100104,0.004420,0.012812
1.055042,1.104855,0.003275,0.013645
1.057347,1.108850,0.004981,0.012223
1.058579,1.111806,0.003829,0.012303
1.061766,1.116147,0.003857,0.013138
1.062618,1.119494,0.004560,0.016507
1.063911,1.122997,0.003908,0.015839
1.066372,1.127426,0.005130,0.018224
1.066868,1.129745,0.007049,0.019091
1.068550,1.133949,0.005883,0.019965
1.070481,1.137242,0.007130,0.024170
1.072507,1.139803,0.010807,0.025051
1.073890,1.142370,0.010864,0.025945
1.075511,1.146009,0.014584,0.030189
1.076484,1.148153,0.015357,0.034211
1.078604,1.150328,0.019658,0.036951
1.080458,1.153814,0.021171,0.042051
1.081948,1.156451,0.027476,0.044573
1.084249,1.159176,0.028138,0.056281
1.086280,1.161427,0.036495,0.061482
1.088504,1.164101,0.042402,0.073043
1.090843,1.167289,0.051428,0.081779
1.092949,1.169938,0.060698,0.096909
1.094779,1.172060,0.073896,0.109739
1.097141,1.175739,0.086978,0.130934
1.099567,1.178073,0.103516,0.153007
1.102059,1.181865,0.125502,0.180355
1.105308,1.183694,0.155458,0.214848
1.107029,1.185161,0.183069,0.247335
