Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.001224,1.003407,0.001225,0.000070
1.002411,1.007139,-0.001194,-0.002230
1.003097,1.010736,-0.001188,0.002576
1.004671,1.014544,0.000050,-0.000908
1.005131,1.018453,0.000061,0.002734
1.006806,1.022749,0.001304,0.002805
1.008018,1.026012,0.002245,0.002881
1.008655,1.029786,-0.001122,0.008160
1.010356,1.034182,0.004448,0.004249
1.010782,1.037676,0.002308,0.009568
1.011986,1.041753,0.002334,0.009662
1.013087,1.045834,0.005779,0.009760
1.014243,1.048596,0.002384,0.011074
1.014661,1.052570,0.001470,0.012395
1.015809,1.055279,0.002437,0.013733
1.016320,1.058413,0.004664,0.012602
1.016862,1.061820,0.004694,0.013945
1.017835,1.065385,0.006939,0.016525
1.018961,1.068778,0.008249,0.017875
1.019571,1.071738,0.004795,0.017995
1.020213,1.073559,0.008334,0.022273
1.021657,1.076619,0.004862,0.023655
1.022172,1.078010,0.008426,0.020030
1.023078,1.079351,0.006221,0.025174
1.025643,1.083366,0.010775,0.022800
1.026456,1.085239,0.006300,0.033449
1.028703,1.086688,0.013158,0.032354
1.030477,1.087115,0.014197,0.029562
1.033157,1.090306,0.011978,0.032692
1.035988,1.091778,0.014336,0.036685
1.038271,1.093351,0.018023,0.038145
1.041304,1.094593,0.024041,0.038326
1.043448,1.096666,0.026459,0.047949
1.045853,1.097109,0.028892,0.048156
1.049532,1.099898,0.032349,0.054831
1.053376,1.100304,0.036164,0.060688
1.057586,1.102656,0.043358,0.068746
1.062169,1.103327,0.049596,0.075959
1.065672,1.105609,0.054531,0.084539
1.070056,1.106044,0.064251,0.092728
1.073694,1.106970,0.075409,0.107988
1.077745,1.108684,0.087636,0.122025
1.081459,1.111337,0.098965,0.136604
1.085964,1.114059,0.119646,0.158771
1.090880,1.117561,0.139831,0.184159
1.095356,1.120015,0.169503,0.215537
1.099866,1.122175,0.201184,0.251966
1.103835,1.123826,0.241068,0.297600
1.105806,1.124647,0.295332,0.360151
1.108273,1.126465,0.346137,0.417115
