Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.001718,1.002183,0.000008,-0.001893
1.005690,1.006047,0.001502,0.001998
1.010805,1.012622,0.001520,0.000100
1.012919,1.019141,-0.001235,0.001244
1.013985,1.022949,-0.001233,0.000171
1.016619,1.025906,0.000051,0.001317
1.018645,1.029726,0.000064,0.002196
1.019166,1.031887,-0.000573,0.004478
1.020982,1.035670,0.000718,0.003404
1.022958,1.039377,0.001589,0.003448
1.025045,1.042957,0.000747,0.005470
1.027172,1.047113,0.003558,0.007502
1.029444,1.052505,0.000771,0.003588
1.033405,1.057600,0.000135,0.003630
1.036013,1.061255,0.001668,0.006808
1.037960,1.065396,0.002340,0.008866
1.039976,1.070188,0.000831,0.003769
1.041227,1.073381,0.000845,0.006969
1.043620,1.077521,0.002401,0.007890
1.045150,1.081845,0.001761,0.005922
1.047348,1.085555,0.002445,0.003944
1.048067,1.090031,0.002468,0.010085
1.050095,1.093957,0.002488,0.009275
1.051235,1.098525,0.003181,0.012261
1.052606,1.102064,0.003879,0.010290
1.053247,1.104742,0.003230,0.010355
1.054462,1.109066,0.003254,0.014540
1.052920,1.110800,0.005314,0.014618
1.053692,1.114483,0.006028,0.015886
1.055381,1.117745,0.007427,0.016869
1.057482,1.121951,0.006098,0.016059
1.059007,1.124754,0.007510,0.020323
1.061091,1.128810,0.008471,0.024626
1.063066,1.131752,0.009211,0.021726
1.064842,1.134668,0.011345,0.024848
1.068381,1.137678,0.012098,0.028287
1.070121,1.139366,0.013560,0.027191
1.072708,1.141654,0.016670,0.028531
1.075190,1.143433,0.018164,0.033848
1.078212,1.145552,0.020374,0.037356
1.081367,1.147589,0.024264,0.043963
1.085118,1.149674,0.030320,0.053060
1.089316,1.151906,0.035707,0.059762
1.094051,1.155416,0.049061,0.076399
1.099112,1.157215,0.059878,0.093159
1.103937,1.158385,0.079727,0.115627
1.109498,1.160800,0.105818,0.147972
1.115517,1.162820,0.139466,0.187413
1.118785,1.164208,0.187383,0.241626
1.121887,1.166012,0.242568,0.299298
