Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.002127,1.002067,0.000000,0.000000
1.002844,1.006276,0.000556,-0.001561
1.003762,1.009301,0.001294,0.000041
1.003992,1.011145,0.000561,0.000059
1.004722,1.013713,0.001859,0.000076
1.005808,1.016957,0.001308,-0.000819
1.006997,1.019853,0.001316,0.000113
1.008899,1.022250,0.001876,0.000133
1.008740,1.025139,0.001881,0.000151
1.010616,1.025112,0.002633,0.000169
1.012346,1.028362,0.001894,0.001573
1.013652,1.031668,0.000594,0.002986
1.015493,1.035844,0.001905,0.001622
1.017089,1.036856,0.001348,0.002345
1.017936,1.040367,0.003226,0.002369
1.020393,1.041852,0.001923,0.002397
1.021655,1.044382,0.001933,0.004532
1.021521,1.047755,0.001378,0.003858
1.025465,1.052299,0.003271,0.003179
1.024218,1.051470,0.000639,0.003917
1.025917,1.054090,0.003291,0.003240
1.029293,1.057404,0.001409,0.003980
1.032410,1.058373,0.003313,0.006390
1.034622,1.061204,0.001426,0.004753
1.036501,1.065128,0.002772,0.005743
1.038572,1.065723,0.004123,0.005778
1.041672,1.070824,0.006061,0.007982
1.045827,1.075826,0.003397,0.009468
1.048293,1.077655,0.004765,0.010966
1.047887,1.078765,0.005563,0.010289
1.049268,1.084968,0.006167,0.012040
1.051392,1.089625,0.008334,0.012829
1.054801,1.087976,0.009148,0.015088
1.057193,1.090425,0.011928,0.017365
1.060993,1.093489,0.011191,0.018421
1.065781,1.098205,0.013998,0.021458
1.070363,1.102417,0.016238,0.023027
1.074220,1.107048,0.019879,0.024864
1.077718,1.110189,0.022757,0.033425
1.081359,1.113779,0.026256,0.035814
1.084801,1.117462,0.032196,0.043213
1.088729,1.119895,0.038575,0.054183
1.091455,1.122633,0.045215,0.059166
1.095247,1.124749,0.053939,0.069748
1.098575,1.127087,0.063551,0.084214
1.102347,1.129763,0.080625,0.099529
1.106463,1.133306,0.096169,0.119319
1.110316,1.135902,0.114152,0.142011
1.116096,1.138722,0.141571,0.173130
1.119298,1.140773,0.176742,0.213219
1.121743,1.141398,0.210094,0.249638
