Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000000,1.000000,0.000000,0.000000
1.000197,1.003211,0.002745,-0.002182
1.000649,1.007972,0.000003,-0.002142
1.000322,1.009755,0.001480,-0.000981
1.002212,1.013289,0.002123,-0.000941
1.003866,1.016825,0.001494,-0.002025
1.003554,1.019921,0.000012,-0.000856
1.006890,1.024498,0.002138,-0.002799
1.007775,1.027962,0.001509,0.002347
1.008835,1.031910,0.002152,0.000402
1.011393,1.036030,0.001525,0.000449
1.012561,1.039996,0.002169,0.001355
1.013873,1.043760,0.002819,0.001403
1.014771,1.046681,0.001540,0.000588
1.015662,1.050193,0.002834,0.003517
1.017504,1.054277,0.002849,0.002703
1.017752,1.057357,0.000916,0.001595
1.017924,1.059936,0.004161,0.004846
1.019594,1.063995,0.002875,0.006945
1.020108,1.067843,0.002233,0.004965
1.022374,1.071664,0.002895,0.005899
1.023409,1.076366,0.002909,0.003019
1.024974,1.080481,0.002921,0.007205
1.026403,1.084623,0.002279,0.008158
1.027543,1.088806,0.002293,0.006146
1.028452,1.092432,0.004943,0.008287
1.029318,1.096959,0.004963,0.009552
1.029855,1.100097,0.004323,0.008434
1.030161,1.103773,0.003677,0.009706
1.031447,1.107711,0.004364,0.016101
1.032192,1.110301,0.005055,0.010761
1.033365,1.113118,0.006424,0.012037
1.033755,1.115207,0.007351,0.010908
1.035038,1.119002,0.007383,0.016464
1.036429,1.121886,0.006514,0.016554
1.038615,1.124482,0.010180,0.018787
1.040696,1.126096,0.012963,0.023196
1.042174,1.129015,0.010275,0.022386
1.044308,1.130935,0.013994,0.027754
1.046663,1.132985,0.018899,0.027889
1.049499,1.135831,0.021301,0.035795
1.053010,1.138010,0.023488,0.038142
1.056380,1.140134,0.026390,0.047384
1.059961,1.141692,0.036111,0.056360
1.064406,1.143258,0.045686,0.068869
1.068484,1.144806,0.058417,0.086831
1.074340,1.146939,0.077198,0.110928
1.078631,1.151276,0.101852,0.142843
1.083803,1.152968,0.135865,0.181622
1.088762,1.153327,0.185329,0.239914
1.091997,1.154433,0.242488,0.297559
