Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
0.999139,0.999807,0.000000,0.000000
0.998040,0.998910,-0.000623,0.000000
0.998164,0.999235,-0.000623,0.000000
0.997950,0.998628,0.000000,0.000000
0.997998,0.999516,-0.001246,0.000000
0.999117,1.000020,0.000000,0.000000
0.999991,1.000504,0.000000,0.000000
1.001633,1.000350,-0.001246,0.000000
1.002515,1.002277,0.000624,-0.000000
1.001686,1.001339,0.000624,-0.000000
1.001384,1.001584,0.000624,-0.000000
1.000978,1.000770,0.000001,-0.000000
1.001692,1.001626,0.000001,0.000907
1.001139,1.000999,0.001253,0.000000
0.999586,1.000114,0.000005,0.000000
0.998615,0.999334,-0.000619,0.000000
0.998092,1.000397,0.001256,0.003185
0.998465,1.000846,0.000634,0.000009
0.999681,1.001049,0.000634,0.000009
1.000488,1.002477,0.001260,0.002517
1.002354,1.003714,-0.000614,0.000015
1.003520,1.005256,0.004606,0.001610
1.004716,1.007871,0.001272,0.003223
1.006784,1.011517,0.001277,0.000949
1.006658,1.013042,0.004008,0.004162
1.004962,1.013157,0.002128,0.006708
1.004927,1.013275,0.002768,0.000976
1.005298,1.015925,0.002780,0.005828
1.005574,1.017379,0.003428,0.004928
1.006284,1.018353,0.004714,0.004951
1.006853,1.019398,0.004098,0.004279
1.007913,1.021295,0.004756,0.008492
1.010667,1.024168,0.008198,0.009226
1.012994,1.025912,0.006732,0.006920
1.014949,1.029119,0.008909,0.011880
1.017189,1.032152,0.010892,0.013583
1.019623,1.033535,0.012889,0.016943
1.021573,1.036107,0.016420,0.020328
1.024772,1.037393,0.021290,0.026358
1.027023,1.039391,0.024663,0.028856
1.029751,1.040953,0.030263,0.035914
1.032347,1.044455,0.037891,0.043741
1.036152,1.048547,0.044261,0.055009
1.038939,1.051992,0.057556,0.066370
1.042552,1.055928,0.073221,0.084611
1.046943,1.057444,0.090787,0.102253
1.050319,1.060519,0.113677,0.127641
1.054207,1.063447,0.144471,0.156871
1.056556,1.066408,0.183229,0.199429
1.058978,1.068218,0.222989,0.238577
