Lambda11(-),Lambda22(-),Sigma11(MPa),Sigma22(MPa)
1.000415,1.001417,0.000000,0.000000
1.001157,1.001635,-0.001341,0.000835
1.002238,1.001918,-0.000761,-0.000627
1.002052,1.001577,-0.001338,0.001462
1.004038,1.001701,0.000019,0.000835
1.004243,1.001448,-0.000752,-0.000627
1.005528,1.001889,-0.001328,0.001462
1.006774,1.001858,-0.000743,0.000000
1.008530,1.002596,0.000036,-0.000626
1.008345,1.002625,-0.001315,0.001463
1.009273,1.002193,0.000044,-0.001253
1.009279,1.002627,-0.001312,0.000836
1.010685,1.002375,-0.000724,0.000836
1.011364,1.002716,0.000055,0.000001
1.012162,1.003100,-0.000717,0.000836
1.013154,1.003137,-0.000714,0.000002
1.012935,1.003479,-0.000713,0.000002
1.014950,1.004387,0.000075,0.000840
1.015639,1.005679,0.000082,0.002730
1.016625,1.006871,-0.001283,0.001478
1.017172,1.007327,0.000091,0.002108
1.018844,1.008796,0.000691,-0.001247
1.019711,1.009672,-0.001267,0.002749
1.021128,1.011179,-0.000671,0.003385
1.022834,1.012938,0.000716,0.001500
1.024860,1.015447,0.000732,0.003409
1.026021,1.017310,-0.000641,0.001515
1.027094,1.019979,0.000757,0.003433
1.028667,1.021728,0.002962,0.004085
1.029938,1.024819,0.002987,0.002822
1.031855,1.026771,0.001610,0.005403
1.033088,1.028683,0.003036,0.004781
1.034984,1.031246,-0.000570,0.006952
1.037108,1.034118,0.003888,0.007629
1.039232,1.036414,0.002496,0.009606
1.041516,1.039405,0.005367,0.010294
1.044279,1.041394,0.006017,0.013167
1.046955,1.043543,0.007487,0.014535
1.050085,1.046578,0.012676,0.017887
1.052931,1.049546,0.013362,0.024799
1.056531,1.052210,0.018615,0.026451
1.060012,1.055209,0.024546,0.034108
1.063902,1.057392,0.032199,0.044523
1.067665,1.060565,0.041803,0.056572
1.071380,1.062653,0.055510,0.073034
1.075607,1.065895,0.074430,0.091408
1.079568,1.069093,0.097380,0.113805
1.084252,1.071650,0.126476,0.143932
1.087743,1.075199,0.164903,0.182346
1.090738,1.077280,0.208239,0.224486
