,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,Source
0,-0.6108543097534458,0.6108556875792279,-0.6108576777274103,0.6108545202737565,0.6108560887541225,0.2840358477621658,-0.2843369309461046,0.2832417157456006,-0.2836448911160121,-0.28356348319465846,Data
1,1.2446865355262415,-1.2446814455172253,1.2446740927214182,-1.2446857577964607,-1.2446799632865748,-0.9680969941447298,0.9685786172508204,-0.9668208734326572,0.9674698031067229,0.9673389479358573,Data
2,-1.975723885649275,1.9757316747661442,-1.9757429263585298,1.9757250758086027,1.9757339429941707,2.620719952168238,-2.6206222736924603,2.6209772078377975,-2.6208466738632072,-2.6208730436149814,Data
3,-0.39855238357175576,0.3985496126228142,-0.3985456097319664,0.3985519601733655,0.39854880566780704,0.14963385814353,-0.14978973126494272,0.1492227789202299,-0.1494314720259988,-0.14938933188928905,Data
4,0.9920151389581865,-0.9920107425877905,0.9920043917665381,-0.992014467211168,-0.9920094623376821,-0.6211141578841819,0.6215357630460755,-0.6199987357168364,0.6205656451873321,0.6204512794039352,Data
5,-1.3769983352237514,1.3770042141337402,-1.3770127063054354,1.3769992335031638,1.3770059260695908,1.3883578822866696,-1.3891788733189776,1.386188476806959,-1.3872905916496685,-1.3870681763024846,Data
6,-0.9935098890423508,0.9935141012284605,-0.9935201857280803,0.9935105326472822,0.9935153277907681,0.7079838821140653,-0.7085933844766816,0.7063747213850263,-0.7071919621053322,-0.7070269939654599,Data
7,-0.6259649301462049,0.6259668296801904,-0.625969573448733,0.6259652203838041,0.6259673827751211,0.23944371165263634,-0.23966925865756264,0.23884831833494743,-0.23915068481566448,-0.23908964676569552,Data
8,-0.04206555942405993,0.042045132264896715,-0.042015624846203976,0.04206243824836224,0.04203918396476349,-0.06038287910783316,0.06053840239906541,-0.05997412975842766,0.06018138597653628,0.06013949394887263,Data
9,-0.18198072642735533,0.18196901808618562,-0.18195210488618377,0.1819789374336438,0.1819656085645993,0.025730260276591362,-0.025708633856040615,0.02578659750703415,-0.025758122626235714,-0.02576389321806319,Data
10,-1.5590094987468692,1.55901665351238,-1.559026988716449,1.5590105919744097,1.559018736990299,1.465111701302884,-1.4654497578527597,1.4642134544623782,-1.4646706865456902,-1.4645785634143047,Data
11,-0.5617408017791883,0.5617422765016522,-0.561744406612863,0.5617410271056739,0.561742705889642,0.1670574720132061,-0.16719874593751513,0.16668424067309628,-0.16687383788356794,-0.1668355733904452,Data
12,0.08479415090776105,-0.0848018471245583,0.08481296433533635,-0.08479532684747643,-0.08480408818748052,-0.15763088958158886,0.15793360362366993,-0.1568346606817702,0.15723850223860558,0.15715689379360392,Data
13,2.04842084096883,-2.0484166647851176,2.0484106321062416,-2.0484202028785194,-2.048415448706768,-2.1714325320940877,2.171044761590434,-2.1724454476023216,2.1719329881842384,2.172036760677474,Data
14,-1.5682361629646377,1.568242595223917,-1.5682518867492112,1.5682371457960589,1.5682444683084913,1.7662076105598736,-1.7669411306770246,1.764268137545174,-1.7652536597775454,-1.7650548102665824,Data
15,0.5331597100572911,-0.5331574538226379,0.5331541944578057,-0.5331593653079565,-0.5331567967568573,-0.27268979355660905,0.2730445081819153,-0.27175485756907014,0.2722294004515665,0.2721335629232425,Data
16,0.32619992621227195,-0.3261994049755871,0.3261986518524956,-0.32619984656255885,-0.3261992531311703,-0.14405482328224692,0.1442982587650943,-0.14341398738907737,0.1437391102702813,0.14367342507106345,Data
17,-0.11941881251286551,0.11940319789391886,-0.1193806419611673,0.11941642665850631,0.11939865086654358,-0.08957711729536015,0.08977796817430671,-0.08904906485072257,0.08931684476796303,0.08926272434782803,Data
18,0.3726729668566209,-0.3726733733086453,0.37267396025864574,-0.3726730289525274,-0.3726734916071247,-0.2267495004022686,0.22710601319854332,-0.22581081595050975,0.22628708201945394,0.22619086673414493,Data
19,-0.4278711278913735,0.42786909763132275,-0.4278661646898797,0.42787081766962104,0.4278685063646418,0.08611121200571463,-0.08616371351239772,0.0859721368397255,-0.08604285233107115,-0.08602859156522798,Data
20,-0.22814160415841533,0.22812918098579954,-0.2281112351870563,0.22813970594184108,0.22812556330513564,0.055808402186288214,-0.05583278102593074,0.05574364026729657,-0.05577660241216965,-0.05576996031976687,Data
21,0.5803441482646907,-0.5803405346310605,0.5803353144675374,-0.5803435961106871,-0.5803394822932538,-0.31199192569383716,0.3123778848114115,-0.3109743857710732,0.31149090104875293,0.3113865941440089,Data
22,-0.020780305033815442,0.020765441577299346,-0.02074397060097537,0.02077803394430407,0.02076111323524074,0.02430400109764764,-0.0242804391563007,0.024365438035965845,-0.024334375096708133,-0.024340668495867464,Data
23,-0.6414261411746894,0.641428542531702,-0.6414320111990871,0.64142650808801,0.6414292417596591,0.3041847212710859,-0.3045020081356319,0.3033477587252335,-0.3037726955957493,-0.303686896551821,Data
24,1.734330162410138,-1.7343256121925623,1.7343190391808843,-1.7343294671642355,-1.7343242871760078,-1.6580288515761608,1.6581481509367932,-1.6577041458605342,1.6578708199159473,1.6578374689886812,Data
25,0.5552559428675325,-0.5552529835111446,0.5552487084686387,-0.5552554906853955,-0.5552521216988741,-0.3680432751474669,0.3685304822716562,-0.3667594139751294,0.36741100704221363,0.3672794039738642,Data
