x y
1.361649245005970776e+01 4.361005164331375421e-16
1.385312381585130659e+01 1.689032722526448938e-13
1.408975518164290364e+01 3.327585827255656154e-11
1.432638654743450246e+01 3.344414536801910054e-09
1.456301791322610129e+01 1.721709754119028336e-07
1.479964927901769833e+01 4.565222723578801631e-06
1.503628064480929716e+01 6.282463800509217790e-05
1.527291201060089598e+01 4.534843110048073942e-04
1.550954337639249303e+01 1.745926096240657446e-03
1.574617474218409185e+01 3.725276259213400332e-03
1.598280610797569068e+01 5.048203475101369943e-03
1.621943747376728950e+01 6.710307956333541428e-03
1.645606883955888833e+01 1.263306666694676353e-02
1.669270020535048360e+01 2.408828099753327137e-02
1.692933157114208242e+01 3.815461665041069983e-02
1.716596293693368125e+01 5.573350101737020723e-02
1.740259430272528007e+01 8.437479807846018365e-02
1.763922566851687890e+01 1.249181399507823254e-01
1.787585703430847417e+01 1.651847015619643255e-01
1.811248840010007299e+01 1.983994187113134189e-01
1.834911976589167182e+01 2.302656661256123616e-01
1.858575113168327064e+01 2.609155293397232844e-01
1.882238249747486947e+01 2.815396548877922567e-01
1.905901386326646474e+01 2.938857935231219964e-01
1.929564522905806712e+01 3.082604100916336853e-01
1.953227659484966239e+01 3.254389934381718419e-01
1.976890796064126121e+01 3.382432822799673611e-01
2.000553932643286004e+01 3.334928800761312040e-01
2.024217069222445886e+01 2.990971381287986230e-01
2.047880205801605769e+01 2.378611299713062344e-01
2.071543342380765296e+01 1.754097540341912342e-01
2.095206478959925178e+01 1.295618932731775752e-01
2.118869615539085061e+01 9.354379074242408221e-02
2.142532752118244943e+01 6.383023667832625481e-02
2.166195888697404826e+01 4.275421505717931503e-02
2.189859025276564353e+01 2.900890220399243019e-02
2.213522161855724590e+01 2.120155995309358846e-02
2.237185298434884118e+01 1.658460152825161696e-02
2.260848435014044000e+01 1.154319583091048367e-02
2.284511571593203882e+01 6.706163068817858758e-03
2.308174708172363410e+01 3.588314330558790843e-03
2.331837844751523647e+01 1.541280140358801962e-03
2.355500981330683175e+01 4.078172394932877117e-04
2.379164117909843057e+01 5.843587306495957352e-05
2.402827254489002939e+01 4.358917442771807372e-06
2.426490391068162822e+01 1.672252281384543083e-07
2.450153527647322704e+01 3.282772126376385611e-09
2.473816664226482231e+01 3.287248389289353094e-11
2.497479800805642469e+01 1.675127431169716158e-13
2.521142937384801996e+01 4.335801184239633591e-16
