x y
1.333683982952312697e+01 1.286153864347445550e-08
1.356694580455713073e+01 1.305928659248252705e-07
1.379705177959113627e+01 1.023130631492156890e-06
1.402715775462514003e+01 6.198305900226009808e-06
1.425726372965914557e+01 2.912425034527324326e-05
1.448736970469314933e+01 1.065878685246892353e-04
1.471747567972715309e+01 3.056551174501038960e-04
1.494758165476115863e+01 6.927896857593394747e-04
1.517768762979516239e+01 1.257541640050020186e-03
1.540779360482916616e+01 1.868050486877177686e-03
1.563789957986317170e+01 2.368853454013374830e-03
1.586800555489717546e+01 2.829044890084797710e-03
1.609811152993118100e+01 3.875895051020779476e-03
1.632821750496518476e+01 7.086198438334170326e-03
1.655832347999918852e+01 1.519287822742211753e-02
1.678842945503319228e+01 3.128443345592878816e-02
1.701853543006719960e+01 5.632929892172687525e-02
1.724864140510120336e+01 8.649417237375643663e-02
1.747874738013520712e+01 1.139223463852357121e-01
1.770885335516921089e+01 1.321961211069200837e-01
1.793895933020321820e+01 1.414729312453982535e-01
1.816906530523721841e+01 1.473472190904910328e-01
1.839917128027122573e+01 1.548266494857233055e-01
1.862927725530522949e+01 1.640584834911421319e-01
1.885938323033923325e+01 1.713975570639980073e-01
1.908948920537324057e+01 1.745372371869011174e-01
1.931959518040724078e+01 1.774500719815119143e-01
1.954970115544124809e+01 1.887402188532251723e-01
1.977980713047525185e+01 2.112201693911789080e-01
2.000991310550925562e+01 2.327782955996012537e-01
2.024001908054325938e+01 2.326588368623063174e-01
2.047012505557726314e+01 2.002514216534233282e-01
2.070023103061127046e+01 1.454984500062541930e-01
2.093033700564527422e+01 8.970476911348651550e-02
2.116044298067927798e+01 5.008488902103361978e-02
2.139054895571328530e+01 3.550669523069393402e-02
2.162065493074728550e+01 5.272484456166526279e-02
2.185076090578129282e+01 1.074004565613640994e-01
2.208086688081529658e+01 1.900096415154277629e-01
2.231097285584930034e+01 2.631577938558392615e-01
2.254107883088330766e+01 2.806192670118017318e-01
2.277118480591730787e+01 2.297418245239678802e-01
2.300129078095131518e+01 1.443236255840466831e-01
2.323139675598531895e+01 6.955903770250264351e-02
2.346150273101932271e+01 2.572020404752417208e-02
2.369160870605333002e+01 7.296190924296190074e-03
2.392171468108733023e+01 1.587880640642232470e-03
2.415182065612133755e+01 2.651179341312498807e-04
2.438192663115534131e+01 3.395938940732857835e-05
2.461203260618934507e+01 3.337183901503790148e-06
