x y
1.486507062793147149e+01 1.955726535519328830e-14
1.508196531707163146e+01 3.878265381095672405e-12
1.529886000621179143e+01 4.230837909695840765e-10
1.551575469535195140e+01 2.546364871344922000e-08
1.573264938449211137e+01 8.496341252232914374e-07
1.594954407363227133e+01 1.585775821565088274e-05
1.616643876277242953e+01 1.685538572221086150e-04
1.638333345191259127e+01 1.060300890072962514e-03
1.660022814105274946e+01 4.281886713764998000e-03
1.681712283019291121e+01 1.276779642330222279e-02
1.703401751933306940e+01 3.221268784729588303e-02
1.725091220847323115e+01 7.019738312696865989e-02
1.746780689761338934e+01 1.245460007347092418e-01
1.768470158675355108e+01 1.723621997587654608e-01
1.790159627589370928e+01 1.871305479328100041e-01
1.811849096503387102e+01 1.752004179015924645e-01
1.833538565417402921e+01 1.702754775635573203e-01
1.855228034331419096e+01 1.834100663511343821e-01
1.876917503245434915e+01 1.973301518603326199e-01
1.898606972159451090e+01 2.082689250346818621e-01
1.920296441073466909e+01 2.315896582263175796e-01
1.941985909987482728e+01 2.685243616071940620e-01
1.963675378901498902e+01 3.055480423393521217e-01
1.985364847815515077e+01 3.432361146990778877e-01
2.007054316729530896e+01 3.842409064735266000e-01
2.028743785643546715e+01 4.029288447976785981e-01
2.050433254557562890e+01 3.683701027403706307e-01
2.072122723471578709e+01 2.847556490952141695e-01
2.093812192385594884e+01 1.872249903419704320e-01
2.115501661299610703e+01 1.091540243390833886e-01
2.137191130213626877e+01 6.410602553847886964e-02
2.158880599127642697e+01 4.454157819538614310e-02
2.180570068041658871e+01 3.297291956153167863e-02
2.202259536955674690e+01 2.061388265209154746e-02
2.223949005869690865e+01 9.839670014481785576e-03
2.245638474783706684e+01 3.508070212856688290e-03
2.267327943697722858e+01 1.137004059252753364e-03
2.289017412611738678e+01 1.100491192079738065e-03
2.310706881525754852e+01 1.926128765838967371e-03
2.332396350439770671e+01 2.419570385941065358e-03
2.354085819353786491e+01 2.029244848142307180e-03
2.375775288267802665e+01 1.099069824994776314e-03
2.397464757181818840e+01 3.610085775293760037e-04
2.419154226095834659e+01 6.828852637979055220e-05
2.440843695009850478e+01 7.226339250677010175e-06
2.462533163923866653e+01 4.220175856835436680e-07
2.484222632837882827e+01 1.352182968880444845e-08
2.505912101751898646e+01 2.371202891496739469e-10
2.527601570665914466e+01 2.273485124043773812e-12
2.549291039579930640e+01 1.191314181828315056e-14
