x y
1.477336543871970598e+01 1.218753234925941159e-21
1.496050999184827823e+01 6.931167238333438189e-18
1.514765454497685049e+01 1.457072819887285300e-14
1.533479909810542274e+01 1.132264323269151565e-11
1.552194365123399500e+01 3.252695007844525779e-09
1.570908820436256903e+01 3.455864272089672852e-07
1.589623275749114129e+01 1.360981751868996925e-05
1.608337731061971354e+01 2.009413642225340224e-04
1.627052186374828580e+01 1.176498745847637337e-03
1.645766641687685805e+01 3.403149936307722171e-03
1.664481097000543031e+01 7.073589274421354482e-03
1.683195552313400256e+01 1.028555794526329545e-02
1.701910007626257482e+01 9.858199373064240739e-03
1.720624462939114707e+01 1.174718435451107580e-02
1.739338918251971933e+01 1.978451171115696433e-02
1.758053373564829158e+01 4.101763148594254199e-02
1.776767828877686384e+01 8.636895886969210567e-02
1.795482284190543609e+01 1.511229242475069512e-01
1.814196739503400835e+01 2.477197730075922921e-01
1.832911194816258416e+01 3.809991283263818862e-01
1.851625650129115641e+01 5.008450326153571774e-01
1.870340105441972867e+01 5.672208257155283428e-01
1.889054560754830092e+01 5.792683265433369311e-01
1.907769016067687318e+01 5.436612270775700306e-01
1.926483471380544543e+01 4.932577266308599828e-01
1.945197926693401769e+01 4.237394674461688604e-01
1.963912382006258994e+01 3.350064003249515476e-01
1.982626837319116220e+01 2.556528214873734495e-01
2.001341292631973445e+01 1.826601621684084964e-01
2.020055747944830671e+01 1.240803978465974677e-01
2.038770203257687896e+01 9.238915415149100141e-02
2.057484658570545122e+01 7.551952550416958510e-02
2.076199113883402347e+01 6.348388747677832789e-02
2.094913569196259573e+01 5.015304664131389756e-02
2.113628024509116798e+01 3.544886103298542507e-02
2.132342479821974024e+01 2.496178275710810024e-02
2.151056935134831605e+01 1.433343391077441728e-02
2.169771390447688475e+01 4.822957537483504864e-03
2.188485845760546056e+01 1.231649838286429663e-03
2.207200301073403281e+01 1.597477935348135675e-03
2.225914756386260507e+01 2.092070143423010575e-03
2.244629211699117732e+01 1.054285233088060863e-03
2.263343667011974958e+01 1.965975080864675538e-04
2.282058122324832183e+01 1.355167322482260246e-05
2.300772577637689409e+01 3.452952663380922295e-07
2.319487032950546634e+01 3.252151508771134784e-09
2.338201488263403860e+01 1.132226581533359603e-11
2.356915943576261085e+01 1.457063082007091358e-14
2.375630398889118311e+01 6.931157910698272570e-18
2.394344854201975537e+01 1.218752903421324647e-21
