x1 y1 x2 y2 x3 y3
-1.765390038573638076e+00 8.847350268209960835e-07 9.474644937702234415e+01 2.804795384513220432e-08 1.192905210429418439e+00 2.022282113810306694e-05
-1.444984276511300125e+00 8.389906663879657324e-06 9.738448840348004865e+01 2.530666994794866296e-07 1.713734432612374237e+00 8.496317776450978358e-05
-1.124578514448962174e+00 6.273445749030728770e-05 1.000225274299377531e+02 1.785205511184298333e-06 2.234563654795330034e+00 3.066617034222855992e-04
-8.041727523866244454e-01 3.708782545459033938e-04 1.026605664563954576e+02 9.856323854265529902e-06 2.755392876978286054e+00 9.524989144220041273e-04
-4.837669903242864944e-01 1.740240761533646575e-03 1.052986054828531621e+02 4.266398394544836738e-05 3.276222099161241630e+00 2.551883799350954368e-03
-1.633612282619485434e-01 6.517092820149394082e-03 1.079366445093108666e+02 1.452051016490911114e-04 3.797051321344197206e+00 5.916675058177587460e-03
1.570445338003891855e-01 1.963365006596308124e-02 1.105746835357685711e+02 3.905018124459344966e-04 4.317880543527152781e+00 1.192797004961231554e-02
4.774502958627273586e-01 4.810441055245846115e-02 1.132127225622262898e+02 8.369773602616208076e-04 4.838709765710109245e+00 2.105326455018139906e-02
7.978560579250650875e-01 9.722183554501348524e-02 1.158507615886839943e+02 1.451467575204341311e-03 5.359538987893064821e+00 3.286399275513986890e-02
1.118261819987402816e+00 1.648572155101483416e-01 1.184888006151416988e+02 2.091515762197772299e-03 5.880368210076020397e+00 4.603414854427036185e-02
1.438667582049740989e+00 2.388856528094643328e-01 1.211268396415994033e+02 2.621463733096581362e-03 6.401197432258975972e+00 5.901892770528292115e-02
1.759073344112078718e+00 3.012196620561968241e-01 1.237648786680571078e+02 3.067356849145922663e-03 6.922026654441932436e+00 7.093891096711583966e-02
2.079479106174416447e+00 3.362717295409386464e-01 1.264029176945148123e+02 3.638120767455327483e-03 7.442855876624888012e+00 8.186790796126230951e-02
2.399884868236754176e+00 3.380406839756998627e-01 1.290409567209725310e+02 4.596634861145584144e-03 7.963685098807843588e+00 9.225741729255339252e-02
2.720290630299092793e+00 3.111967187348960717e-01 1.316789957474302355e+02 6.128404623150758047e-03 8.484514320990800940e+00 1.021075089981330758e-01
3.040696392361430522e+00 2.666307468257060331e-01 1.343170347738879400e+02 8.333001122941696356e-03 9.005343543173754739e+00 1.106933193265694643e-01
