x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
0.000000000000000000e+00 2.718260756467361650e-01 -1.473215598473341381e-01 -1.003961593556640941e-01 -3.083681083573284187e-01 -6.131644380311699338e-01 2.232309650612435969e-01 1.027770147329962191e-01 -3.355449507942911969e-02 3.833244631578189981e-02 9.724756913923704449e-02 5.139166821498509785e-01 1.833026148928305343e-01 9.366378703626281332e-01 -1.095338359461645039e-01 -8.953405116026809385e-02 3.341760479319869637e-01 2.882221559187146398e-01 5.456712053338375057e-01 4.434645141046328898e-01 -3.590743884985697076e-01 1.575979992609383151e-01 -8.773648694084261734e-01 -6.366956410486018791e-01 -3.087976099997606361e-01 1.608579602104968642e-01 -9.715032153550573479e-02 -8.325207400463432994e-02 -8.803278474793851949e-02 -5.268988624003808630e-01 1.593440688455467213e-01 5.182696259606148770e-01
2.040816326530612082e-02 2.772278623449045964e-01 -1.605982523213229374e-01 -1.089248379104077458e-01 -3.172148121200999982e-01 -6.213038974285334248e-01 2.045120882652244620e-01 8.767253524336096615e-02 -5.251760871628243649e-02 2.175833146260212556e-02 1.162502809472576171e-01 5.179159942086037915e-01 1.896306813616467635e-01 9.438112596783299058e-01 -1.021619219215995078e-01 -7.534233143031519864e-02 3.531363113306538737e-01 3.085982236594843053e-01 5.622881147522583722e-01 4.442660723207448870e-01 -3.768095907658462473e-01 1.492060872828327722e-01 -8.664745064503261984e-01 -6.358595828846046460e-01 -3.051457199000566223e-01 1.536090699572792428e-01 -9.220130197145016970e-02 -9.140673363176633759e-02 -9.239062892034513585e-02 -5.341711980396136594e-01 1.591549739108657491e-01 5.165675246585856861e-01
4.081632653061224164e-02 2.806059048879479545e-01 -1.703056024395776802e-01 -1.144705351452210279e-01 -3.231151621999847068e-01 -6.269871927472221440e-01 1.884259398107740180e-01 7.495088605221067457e-02 -6.898333072812133648e-02 7.034360063573431160e-03 1.327993121377988306e-01 5.197931472877580505e-01 1.947095286780050893e-01 9.486837974363805381e-01 -9.529104536285806781e-02 -6.302697808119901712e-02 3.686958135249966961e-01 3.255392234559541520e-01 5.750627236031901068e-01 4.411361545942661944e-01 -3.907835811835290163e-01 1.414519419678346712e-01 -8.552738448405687866e-01 -6.348329522815358006e-01 -2.997710488005110863e-01 1.461497400500255117e-01 -8.837846066466756301e-02 -9.914397951885890736e-02 -9.629553558492380538e-02 -5.387307402342063067e-01 1.592371786833423897e-01 5.145935005108002169e-01
6.122448979591836593e-02 2.826019223625842458e-01 -1.777964766745687986e-01 -1.181962039209919074e-01 -3.271249156925360446e-01 -6.309529230846672165e-01 1.738874885847928597e-01 6.351734044819044855e-02 -8.381242937262982362e-02 -6.527882486124426779e-03 1.476442595459268314e-01 5.197915843983752504e-01 1.987546665364522125e-01 9.516536869336869042e-01 -8.918003786467229577e-02 -5.308926637480395477e-02 3.817691395288866918e-01 3.398407672811729618e-01 5.852332852253383511e-01 4.364867564054574212e-01 -4.021695585264722372e-01 1.339839126376906608e-01 -8.433389699449255206e-01 -6.333800105437572547e-01 -2.928339952503436483e-01 1.383895098961078207e-01 -8.545153917941597510e-02 -1.063092622084683692e-01 -9.964990425383252193e-02 -5.415489931337322815e-01 1.596474715236357311e-01 5.121967542767650317e-01
8.163265306122448328e-02 2.833042756965799547e-01 -1.830873198936786017e-01 -1.203001679681351827e-01 -3.294499511301139383e-01 -6.332361331186364684e-01 1.612004329979999651e-01 5.337359589313243197e-02 -9.671656357102938195e-02 -1.858134291130918506e-02 1.606226850565686814e-01 5.179939260348552788e-01 2.014959181726850290e-01 9.525606222318294680e-01 -8.418678394158050915e-02 -4.618411867744938448e-02 3.917821710686152925e-01 3.509109932993598746e-01 5.923507571595805210e-01 4.310443469343387957e-01 -4.105725424138556567e-01 1.269919073109702368e-01 -8.311228735876616813e-01 -6.315936325982202115e-01 -2.847449864977273370e-01 1.306516363385044344e-01 -8.332640182720137123e-02 -1.123110327406210973e-01 -1.021328653937162018e-01 -5.426864383237967049e-01 1.602418125827331230e-01 5.095306586709036356e-01
1.020408163265306006e-01 2.831349758301163200e-01 -1.865804654059426415e-01 -1.213259921408791076e-01 -3.305199037832213804e-01 -6.341429977895524095e-01 1.505575594412805196e-01 4.456712583907259523e-02 -1.076189964852765912e-01 -2.877770797135000350e-02 1.715392554308050599e-01 5.150835556238472224e-01 2.030994249184541744e-01 9.519206243682258872e-01 -8.068778848721631924e-02 -4.256811683985558398e-02 3.982910817746229126e-01 3.582241821655843816e-01 5.964566910167359293e-01 4.260367244792055419e-01 -4.158393926059850143e-01 1.209421424728980426e-01 -8.200308327494102434e-01 -6.296796676190623554e-01 -2.768178585318860074e-01 1.236865100942106804e-01 -8.171106707949435388e-02 -1.166314538878316792e-01 -1.035128262256679171e-01 -5.427886827591905661e-01 1.607831919930393649e-01 5.069965716018415280e-01
1.224489795918367319e-01 2.823689222394678566e-01 -1.891293372327987887e-01 -1.217849921701913696e-01 -3.308232697177692638e-01 -6.341921370764950217e-01 1.406992786881333113e-01 3.616808336855694556e-02 -1.177920066756055761e-01 -3.825574052726214008e-02 1.816643304383465385e-01 5.111664150122910977e-01 2.039807598398654942e-01 9.501176671273100505e-01 -7.804505816206984414e-02 -4.096210080285250105e-02 4.026885456318671230e-01 3.633397439464286505e-01 5.987045072225369857e-01 4.210264997045514712e-01 -4.192007558065647954e-01 1.152230779827971147e-01 -8.090361373147362256e-01 -6.275251517740558782e-01 -2.685559467689994650e-01 1.168748059990413202e-01 -8.033389850583694258e-02 -1.200172282371244070e-01 -1.041916154691789609e-01 -5.420901984870218904e-01 1.613196244928959133e-01 5.043239731265750647e-01
1.428571428571428492e-01 2.811931092075508620e-01 -1.912106139136192096e-01 -1.219490008165141498e-01 -3.306758018235978480e-01 -6.336832875429297962e-01 1.310505906697268519e-01 2.782857983349589295e-02 -1.277823381210554943e-01 -4.755019019044619266e-02 1.915658541978313978e-01 5.063643302639799781e-01 2.044241784186997257e-01 9.474433273771355468e-01 -7.575007712168377316e-02 -4.040289105899468741e-02 4.061548725081844391e-01 3.675461714348165487e-01 6.000886608372744124e-01 4.157459488188774976e-01 -4.216754509136068085e-01 1.094544334961224524e-01 -7.975134097864398086e-01 -6.251115192191586400e-01 -2.596073675540381265e-01 1.098657130973591800e-01 -7.903648955799615072e-02 -1.230849814966923916e-01 -1.045428635608223744e-01 -5.407605485980490068e-01 1.619299994409449106e-01 5.013738426252724034e-01
1.632653061224489666e-01 2.795470393698195610e-01 -1.927998544796420133e-01 -1.218466686568280694e-01 -3.300758708264249774e-01 -6.326268903739725724e-01 1.215359096787958088e-01 1.948175228063328199e-02 -1.377017646226075809e-01 -5.674475060941304438e-02 2.013473587707746426e-01 5.006310956524255840e-01 2.044276746484784413e-01 9.438305005017213478e-01 -7.378308623462115357e-02 -4.085779802909504654e-02 4.087288268715972839e-01 3.709072160664664830e-01 6.005718518308170717e-01 4.100580106740132624e-01 -4.232718231077948756e-01 1.035857007910566535e-01 -7.852903087298118701e-01 -6.223623382316033625e-01 -2.498678036115886680e-01 1.025730477749840497e-01 -7.779858971243452936e-02 -1.258964327906578751e-01 -1.045832325970421778e-01 -5.387053096337947045e-01 1.625568570524705825e-01 4.981148694381981046e-01
1.836734693877550839e-01 2.772597887374921299e-01 -1.938660093826595765e-01 -1.214723925103517177e-01 -3.289508612623480710e-01 -6.308575060444495675e-01 1.117682823978179002e-01 1.072602398602869912e-02 -1.480057141348664340e-01 -6.620623377668653775e-02 2.113856500563368324e-01 4.935724176553401565e-01 2.039304846653400005e-01 9.389765753915769730e-01 -7.210211202585077583e-02 -4.252417903748812594e-02 4.102806688122137557e-01 3.733768215100972121e-01 5.999629331370676111e-01 4.035949309555529885e-01 -4.238285671766900409e-01 9.743108661616996236e-02 -7.718936295048577367e-01 -6.191612167292300795e-01 -2.389101485757139653e-01 9.472141303820889868e-02 -7.656121746091038016e-02 -1.285143277585452937e-01 -1.043128310135845310e-01 -5.356712784326753685e-01 1.631586630994540932e-01 4.944351908110645732e-01
