x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
0.000000000000000000e+00 2.747021070697241996e-01 -1.855182134253048343e-01 -1.342873343045793422e-01 -3.457201551467680711e-01 -6.036258554230317097e-01 -7.522585650659137368e-02 -1.760988380809187792e-01 -3.577159281564527005e-01 -2.009302260768695003e-01 3.871994704848343294e-01 4.960461225934928997e-01 2.298044425815516933e-01 9.240127734760598122e-01 -1.366048349832666986e-01 -2.052038377466450791e-01 2.818231233959669554e-02 2.953016524675253478e-03 2.464636410451262194e-01 2.967570073044089041e-01 -8.844949869097114281e-02 1.313251703629302047e-01 -9.177928678073725699e-01 -6.593690812918805433e-01 -3.696840888780998369e-01 1.373387895460171093e-01 -1.328047479983956169e-01 5.612028806030630590e-02 -2.765359330191032722e-02 -4.466966994240368360e-01 -3.689746614820922643e-02 5.698843222225209448e-01
2.040816326530612082e-02 2.742846856844514125e-01 -1.831451111794939191e-01 -1.354033073659414999e-01 -3.474077415384638212e-01 -5.975091020114274842e-01 -1.210567435974509026e-01 -2.157120962391776697e-01 -4.026486724504896308e-01 -2.366457854789912885e-01 4.302046246480444869e-01 4.863733815451576348e-01 2.308574405504540128e-01 9.099235708645884158e-01 -1.471944705493219152e-01 -2.352169718795016906e-01 -3.698549470438798614e-02 -5.794294351352404643e-02 1.800367268007872501e-01 2.629564186554722571e-01 -2.513587900113714579e-02 1.267284248466744312e-01 -9.235275462003595948e-01 -6.630375135544510634e-01 -3.765473342269494705e-01 1.343250490839440203e-01 -1.417332977322800502e-01 7.967504829410111677e-02 -1.640207249421089114e-02 -4.221949397253100811e-01 -8.201225755931701444e-02 5.783268205720578647e-01
4.081632653061224164e-02 2.744388033904601176e-01 -1.819281166888185863e-01 -1.355942587892056961e-01 -3.479998177719707542e-01 -5.934699557865008579e-01 -1.559985958154306851e-01 -2.452048609629237930e-01 -4.358102451367591446e-01 -2.640767761350701348e-01 4.631150415564604383e-01 4.792460324257235560e-01 2.315385097068256570e-01 8.988956999575365980e-01 -1.547828257203904823e-01 -2.563551728770752658e-01 -8.311491850646759993e-02 -1.007218496701680344e-01 1.321351420310905023e-01 2.373460353106047749e-01 2.084137533596577135e-02 1.220785345811485068e-01 -9.258016238947867071e-01 -6.650936866496145461e-01 -3.804663799829762216e-01 1.317897359211812891e-01 -1.477718257931172063e-01 9.530541078131404831e-02 -8.438037469130039298e-03 -4.043532137007900262e-01 -1.152040215808436407e-01 5.841615061935424569e-01
6.122448979591836593e-02 2.740004053169159959e-01 -1.812066092541242679e-01 -1.351605753904533691e-01 -3.478654343137281280e-01 -5.904468933397843955e-01 -1.777274439670118167e-01 -2.636170146552249127e-01 -4.562666661750660047e-01 -2.815535950367936135e-01 4.838837377527139272e-01 4.736456583573124823e-01 2.315658196025073279e-01 8.903043149360799768e-01 -1.587630037017352669e-01 -2.691604280967347385e-01 -1.097139172375405369e-01 -1.246117064656972612e-01 1.047589196847645010e-01 2.210706202108445873e-01 4.809484600931283188e-02 1.183622060869400638e-01 -9.240867929752656362e-01 -6.653248839953320726e-01 -3.800195231841196897e-01 1.293196880245455205e-01 -1.509406725583397613e-01 1.033081730698906242e-01 -4.253253416467954115e-03 -3.929826599044795032e-01 -1.336337063485789067e-01 5.863613789930123277e-01
8.163265306122448328e-02 2.722014517795539046e-01 -1.800401060639605366e-01 -1.342795166936983919e-01 -3.467140140202571441e-01 -5.876161625400670996e-01 -1.854328254136718701e-01 -2.705014809435176137e-01 -4.640460914348224497e-01 -2.881820020927390869e-01 4.913797946260021754e-01 4.676828955554617751e-01 2.303395986354596081e-01 8.843677995491101562e-01 -1.589358971746985261e-01 -2.739590565904693742e-01 -1.159843345727857716e-01 -1.296207332479362984e-01 9.785228968030015850e-02 2.144408215591681321e-01 5.505491151201633709e-02 1.151225401283777899e-01 -9.178370675227519593e-01 -6.635773828329537549e-01 -3.743335721639567959e-01 1.259926818191194620e-01 -1.506805666802654153e-01 1.040003826101963125e-01 -3.344905421282709252e-03 -3.879960288020234960e-01 -1.367073042039982922e-01 5.852233979588385981e-01
1.020408163265306006e-01 2.686958825526989392e-01 -1.781376633344198268e-01 -1.328419196993302631e-01 -3.442968314932480789e-01 -5.845652376723284860e-01 -1.794386508169833472e-01 -2.660485308028320839e-01 -4.594835668424684938e-01 -2.840249774561482976e-01 4.856763988037199331e-01 4.604989262454700083e-01 2.276030602024898264e-01 8.812640277834175029e-01 -1.552804880399957510e-01 -2.711416709268453795e-01 -1.018316683218193491e-01 -1.159131110924953023e-01 1.108664936744037655e-01 2.172604142607007793e-01 4.152025665268192084e-02 1.119525721544944175e-01 -9.066772016757691510e-01 -6.595865687850830383e-01 -3.629214152017097850e-01 1.213874168154345234e-01 -1.466873461261361811e-01 9.756966815182292752e-02 -5.317080996882285991e-03 -3.892130553494221323e-01 -1.246757925226440328e-01 5.810002832704184161e-01
1.224489795918367319e-01 2.636221934757559948e-01 -1.760091206976343581e-01 -1.307418185613203054e-01 -3.407214128212012749e-01 -5.814993181884681173e-01 -1.612280234805390511e-01 -2.515281170609997008e-01 -4.438208068514466476e-01 -2.709681149743127238e-01 4.689811882489193229e-01 4.528289744504656045e-01 2.236662877406668526e-01 8.799156183844542012e-01 -1.484056389514512575e-01 -2.614136045390399454e-01 -6.875240758754008752e-02 -8.429412990002681239e-02 1.429518818352707721e-01 2.283824008264810634e-01 9.771382665041130136e-03 1.089001806259377730e-01 -8.902077465586418770e-01 -6.532143929287921313e-01 -3.456503353644484466e-01 1.156456140512937686e-01 -1.394839270554342203e-01 8.377919014877741044e-02 -1.059066661628668519e-02 -3.961430157557584431e-01 -9.867199147266303427e-02 5.733264763133802955e-01
1.428571428571428492e-01 2.571502376999661443e-01 -1.743372657326520692e-01 -1.276835781673299475e-01 -3.358878381224283949e-01 -5.789251156676147314e-01 -1.324333698653459290e-01 -2.278719833529873062e-01 -4.175634639162880135e-01 -2.506632310688651777e-01 4.430780025994875970e-01 4.460350960238307350e-01 2.189842775666545616e-01 8.800464955131332978e-01 -1.389107374145250040e-01 -2.455433773436388190e-01 -1.785109647040066319e-02 -3.552759419317671336e-02 1.931684023401338546e-01 2.473489469708757826e-01 -3.798453842296671545e-02 1.062983490197255965e-01 -8.682508279041163402e-01 -6.443830758212872878e-01 -3.228682454773011412e-01 1.090382426351429457e-01 -1.295527736504014649e-01 6.240715781939428636e-02 -1.954912937510050464e-02 -4.088040681744671279e-01 -6.038059392224071065e-02 5.621642517784201099e-01
1.632653061224489666e-01 2.498444052902807910e-01 -1.723358497697198288e-01 -1.225518767241844248e-01 -3.283258500385043965e-01 -5.765636554723627683e-01 -9.590004296910392689e-02 -1.965058653305907510e-01 -3.819805529053106330e-01 -2.251358594180109807e-01 4.103175949387418142e-01 4.392536463506645505e-01 2.132365425785318902e-01 8.815098920321343678e-01 -1.282371299412607135e-01 -2.254286030713121003e-01 5.136483879732909458e-02 3.042216375136271023e-02 2.602694932684604945e-01 2.739836022451045960e-01 -1.012967488874089300e-01 1.023121339611072905e-01 -8.391815845300608645e-01 -6.322574413394729254e-01 -2.939441750517681196e-01 1.006564824341160680e-01 -1.164430221153106154e-01 3.139776529226847440e-02 -3.178620679414323469e-02 -4.277389088913224335e-01 -1.282907429493928414e-02 5.483227815440017139e-01
1.836734693877550839e-01 2.416633539552070498e-01 -1.676223084504535055e-01 -1.140233330689258695e-01 -3.163122587518876205e-01 -5.715241903175586335e-01 -5.923583001694544825e-02 -1.629464122549503791e-01 -3.437472631302100345e-01 -2.004377071806267285e-01 3.766267284324328890e-01 4.293725827648622873e-01 2.044127229450817818e-01 8.806223982960261765e-01 -1.202554044772398412e-01 -2.089131323443519928e-01 1.348773227991996448e-01 1.094041595721185200e-01 3.384797736470299689e-01 3.058678458732188576e-01 -1.752646900919035411e-01 9.256919340636193816e-02 -8.001329353226548369e-01 -6.166092285227313674e-01 -2.560107644876698507e-01 8.802998969474683244e-02 -1.002030043457766834e-01 -1.205185882645396812e-02 -4.593370599391181919e-02 -4.517060885940090698e-01 3.631488377592709260e-02 5.331883114095248288e-01
