x y
0.000000000000000000e+00 2.666457588313715377e-01
2.040816326530612082e-02 2.717520332607215594e-01
4.081632653061224164e-02 2.764092808613473062e-01
6.122448979591836593e-02 2.806448495266656851e-01
8.163265306122448328e-02 2.843311878064073706e-01
1.020408163265306006e-01 2.872278017322472676e-01
1.224489795918367319e-01 2.891546382966215800e-01
1.428571428571428492e-01 2.899978125616425317e-01
1.632653061224489666e-01 2.898324931345518940e-01
1.836734693877550839e-01 2.888524977750215883e-01
2.040816326530612013e-01 2.871366707984132072e-01
2.244897959183673186e-01 2.847325217634728012e-01
2.448979591836734637e-01 2.818818764477997729e-01
2.653061224489795533e-01 2.786846003518542725e-01
2.857142857142856984e-01 2.751406061591393226e-01
3.061224489795917880e-01 2.713041888898780618e-01
3.265306122448979331e-01 2.672856668644745248e-01
3.469387755102040782e-01 2.630888778867337963e-01
3.673469387755101678e-01 2.588540314188866320e-01
3.877551020408163129e-01 2.546340219213117928e-01
4.081632653061224025e-01 2.506036776516055165e-01
4.285714285714285476e-01 2.470078117462291833e-01
4.489795918367346372e-01 2.439650702777185209e-01
4.693877551020407823e-01 2.415652083641628978e-01
4.897959183673469274e-01 2.396309855239926734e-01
5.102040816326530726e-01 2.379085519680362304e-01
5.306122448979591066e-01 2.365356407845616016e-01
5.510204081632652517e-01 2.355756465856843618e-01
5.714285714285713969e-01 2.349418757982326689e-01
5.918367346938775420e-01 2.347077169392996487e-01
6.122448979591835760e-01 2.349771847131466862e-01
6.326530612244897211e-01 2.358162129352627812e-01
6.530612244897958663e-01 2.374461888152906708e-01
6.734693877551020114e-01 2.397035295197283977e-01
6.938775510204081565e-01 2.422508607762939303e-01
7.142857142857141906e-01 2.448433756795490579e-01
7.346938775510203357e-01 2.473708716962546572e-01
7.551020408163264808e-01 2.496684839049234661e-01
7.755102040816326259e-01 2.515159445179476760e-01
7.959183673469386600e-01 2.530934476586667592e-01
8.163265306122448051e-01 2.544990204632339714e-01
8.367346938775509502e-01 2.558642388813360258e-01
8.571428571428570953e-01 2.572684762259402347e-01
8.775510204081632404e-01 2.586965444850685691e-01
8.979591836734692745e-01 2.602022574850807457e-01
9.183673469387754196e-01 2.617773496360912833e-01
9.387755102040815647e-01 2.633091980976359769e-01
9.591836734693877098e-01 2.645631423035645913e-01
9.795918367346938549e-01 2.653879515282220880e-01
1.000000000000000000e+00 2.656336768793048919e-01
