x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30 y31 y32 y33 y34 y35 y36 y37 y38 y39 y40 y41 y42 y43 y44 y45 y46 y47 y48 y49
2.000000000000000000e+01 3.937708078657468219e-02 3.658073613193064261e-02 3.358279479619350610e-02 3.065300999770920881e-02 2.788001286454083391e-02 2.517371644127454691e-02 2.279897324189977814e-02 2.089925043347270681e-02 1.933941477856366761e-02 1.791853533687635947e-02 1.652170275130231472e-02 1.519650911477516721e-02 1.390352756671805155e-02 1.260759801798993530e-02 1.127608339742641221e-02 9.782954515430141232e-03 8.314820618347288847e-03 7.004998688170212783e-03 6.054023723156634791e-03 5.746952648827318745e-03 6.377904907920326806e-03 8.168679253514042962e-03 1.117897597507876324e-02 1.531256549994731465e-02 2.040779143525803946e-02 2.632371381934388993e-02 3.299795188465735885e-02 4.031164308682665121e-02 4.803747574052535246e-02 5.553375487985957176e-02 6.253981189742542635e-02 6.901486732822910419e-02 7.499261445448771046e-02 8.047947503028470007e-02 8.576276255663324577e-02 9.078780199299757436e-02 9.538884076718205651e-02 9.950217678762243723e-02 1.031321497053130226e-01 1.062847040608432686e-01 1.087966814708925534e-01 1.106658984620020603e-01 1.119224621401248149e-01 1.125849764889989002e-01 1.126827903500657729e-01 1.122197307131877347e-01 1.111632050557454787e-01 1.095911768269153957e-01 1.075260375833644866e-01 1.049294884791270033e-01
2.100000000000000000e+01 -6.188811789308286126e-01 -6.120805720904798353e-01 -6.049382216676443269e-01 -5.977351668199754053e-01 -5.906660011529156762e-01 -5.835484385867966139e-01 -5.772118764275315783e-01 -5.722174573500234951e-01 -5.683340612714375961e-01 -5.650197124258037329e-01 -5.620514626878917452e-01 -5.595841962710316198e-01 -5.574511277915078500e-01 -5.555572334855425343e-01 -5.537637787509493981e-01 -5.516319003597616177e-01 -5.496502317685281191e-01 -5.479645417180274425e-01 -5.468948850438430931e-01 -5.470483562906099939e-01 -5.490868743615928693e-01 -5.533921373583239323e-01 -5.599627243225978601e-01 -5.684858657539409998e-01 -5.786265014325452372e-01 -5.900581754615725760e-01 -6.024938762211801135e-01 -6.156972872418501330e-01 -6.293979625131936873e-01 -6.422158106866403537e-01 -6.533876824613815693e-01 -6.627309286468658911e-01 -6.703193174863942838e-01 -6.761905996057019363e-01 -6.804470468034059527e-01 -6.827293702143204523e-01 -6.831138165651057248e-01 -6.825815390165429486e-01 -6.820603123698384396e-01 -6.815405066943674983e-01 -6.814510888484304196e-01 -6.820553973246432644e-01 -6.840046063626978867e-01 -6.877551578886612615e-01 -6.932194514389630191e-01 -6.996475244691326978e-01 -7.064446194795950262e-01 -7.129526781366912758e-01 -7.187345357903794918e-01 -7.231108239017659534e-01
2.200000000000000000e+01 -5.994886137776472834e-01 -5.989185467187680967e-01 -5.982258428918681981e-01 -5.973820343812240585e-01 -5.964100799361299332e-01 -5.953604015225419932e-01 -5.943653763324860950e-01 -5.935234060356363583e-01 -5.928723158827426953e-01 -5.924096536154122017e-01 -5.921208219517331006e-01 -5.920240589411072119e-01 -5.921014095853871506e-01 -5.923099407432788066e-01 -5.926213965578790432e-01 -5.929413423241407521e-01 -5.933304996397297248e-01 -5.937572269491838695e-01 -5.941970008164597639e-01 -5.947235119246457868e-01 -5.953697672091675663e-01 -5.961409849860624943e-01 -5.970044899932345217e-01 -5.979025209151299647e-01 -5.988448618087217623e-01 -5.998099833350025722e-01 -6.007792243513603303e-01 -6.018300370005739142e-01 -6.030005012561174826e-01 -6.041651781493145856e-01 -6.051939838995451515e-01 -6.059405975146063827e-01 -6.063624625297215909e-01 -6.064327962483143653e-01 -6.061162164459537038e-01 -6.052965844852217225e-01 -6.039382328693138069e-01 -6.023291938208238383e-01 -6.007582943945836140e-01 -5.992823905704839360e-01 -5.982229332266887356e-01 -5.977025741034973638e-01 -5.979733059067110501e-01 -5.992038823945208259e-01 -6.013313363302905667e-01 -6.040514320585085306e-01 -6.071136708641624580e-01 -6.101724210070045284e-01 -6.130800856899644158e-01 -6.156502368073455411e-01
2.300000000000000000e+01 -1.092481195725952398e-01 -1.041612452179148801e-01 -9.875319068654254961e-02 -9.315881105435534770e-02 -8.749766257966329341e-02 -8.167311819992843780e-02 -7.640048519463535359e-02 -7.218634120572597901e-02 -6.891365403765301045e-02 -6.617176471662374049e-02 -6.378506585206100699e-02 -6.187293401309312130e-02 -6.029757832735400946e-02 -5.895924845383986035e-02 -5.773899354795786892e-02 -5.625203946170238833e-02 -5.490532324450827367e-02 -5.378139947252309067e-02 -5.308340336120219438e-02 -5.331280891074670347e-02 -5.498686605689544205e-02 -5.839028261515678137e-02 -6.350539095158930225e-02 -7.008220588817701269e-02 -7.787248835398728752e-02 -8.659413455899568623e-02 -9.601788020716617300e-02 -1.059208338222891593e-01 -1.160960375035371694e-01 -1.254542654710551486e-01 -1.333010207048998252e-01 -1.395118885280113019e-01 -1.441969205942407184e-01 -1.473476430628074263e-01 -1.488014683843902897e-01 -1.481709180618825117e-01 -1.456421958359379321e-01 -1.424232169109032053e-01 -1.394912915515993390e-01 -1.368976170144524662e-01 -1.352401419851457509e-01 -1.348212646549564464e-01 -1.363102426343722473e-01 -1.401947057660896112e-01 -1.463475116558408118e-01 -1.539515483911301219e-01 -1.624158632937822699e-01 -1.709438564622025591e-01 -1.789493085334840361e-01 -1.856473781646540422e-01
2.400000000000000000e+01 2.083101325762284212e-02 1.836945098102545082e-02 1.546621635497408623e-02 1.245736766244065832e-02 9.479103127091657519e-03 6.476112625805074442e-03 3.793236566324529550e-03 1.645397281964362498e-03 -4.847011611182710481e-05 -1.461591691156011045e-03 -2.717447142163781186e-03 -3.754118762366324014e-03 -4.621936234831930043e-03 -5.376401960962850363e-03 -6.071736815266955828e-03 -6.891498937048718375e-03 -7.641410283086911073e-03 -8.213838908598862162e-03 -8.411532729604960859e-03 -7.883672335324155150e-03 -6.287013956217823822e-03 -3.395174186724786609e-03 8.341053741808951687e-04 6.289225792067712484e-03 1.280209435043097588e-02 2.023692789149921303e-02 2.855980880213656800e-02 3.765181911797856745e-02 4.719919381214651016e-02 5.642184083856540550e-02 6.498336355497488781e-02 7.280180191227041131e-02 7.989940808402254402e-02 8.627718113519103338e-02 9.220445758882986342e-02 9.765169216209360070e-02 1.025203087689310344e-01 1.067935670469579434e-01 1.105755798440658522e-01 1.138292034940043274e-01 1.164575091078533797e-01 1.184748145797756280e-01 1.199977581380404501e-01 1.210980108400137034e-01 1.217892763813898105e-01 1.219906106185484757e-01 1.215910113369979423e-01 1.205846973594741078e-01 1.190194018198012654e-01 1.168637191462361391e-01
2.500000000000000000e+01 -9.379932654818838589e-02 -9.404127919345917075e-02 -9.423878522518518153e-02 -9.424856501629974570e-02 -9.419206724402910680e-02 -9.419473700985693532e-02 -9.425696292064671133e-02 -9.452016992535709761e-02 -9.502929481795499567e-02 -9.582628799196961367e-02 -9.696772487854216083e-02 -9.854432025979095733e-02 -1.005110410815241856e-01 -1.028343773377105586e-01 -1.054015844440485822e-01 -1.081005596873112345e-01 -1.108906571689545484e-01 -1.135599201234296640e-01 -1.158877902481462718e-01 -1.178283515427420991e-01 -1.193005483003911071e-01 -1.201909823017818513e-01 -1.204175807274611154e-01 -1.199220862483784678e-01 -1.188315817181237743e-01 -1.172300717928084768e-01 -1.151641060793229948e-01 -1.127623557659145070e-01 -1.102161395525546317e-01 -1.078500150103400557e-01 -1.058645378840232659e-01 -1.042121244487340809e-01 -1.028922027293084629e-01 -1.018811084657654104e-01 -1.011555205950189495e-01 -1.008058332411399527e-01 -1.007699477894451467e-01 -1.009160770823921832e-01 -1.011481560854510658e-01 -1.014525984724323898e-01 -1.017252339100199882e-01 -1.018554379584347691e-01 -1.017302443392743561e-01 -1.013047942893520320e-01 -1.006459176882055218e-01 -9.990455804805732642e-02 -9.926294338726611433e-02 -9.888116413429832996e-02 -9.883929337989913466e-02 -9.911048628021452978e-02
2.600000000000000000e+01 -1.672202187393359296e-01 -1.710272325307515273e-01 -1.741756324806445211e-01 -1.768274723999791465e-01 -1.787792962044182643e-01 -1.802039502010464034e-01 -1.810609863232970074e-01 -1.810909845245931293e-01 -1.805415035039275029e-01 -1.797660418298109575e-01 -1.787716491334494506e-01 -1.774116320242969391e-01 -1.758205348266140833e-01 -1.739533537712303346e-01 -1.719861175202022363e-01 -1.700918317399234270e-01 -1.682185141352929014e-01 -1.665265887040018045e-01 -1.651532841877189073e-01 -1.641956426764856203e-01 -1.635871262956251626e-01 -1.634345232811057480e-01 -1.637764923601675582e-01 -1.645125643594193277e-01 -1.655296987064523995e-01 -1.666623766388719008e-01 -1.679698628641018154e-01 -1.693041677711293880e-01 -1.703857031128983568e-01 -1.710261617559155067e-01 -1.713330897531321062e-01 -1.713581237746061026e-01 -1.713528990632497417e-01 -1.713783316626540099e-01 -1.715497002914721514e-01 -1.718904960698051931e-01 -1.724181102339225335e-01 -1.730768540749993423e-01 -1.736884620406458080e-01 -1.743277105277198646e-01 -1.749570935032370156e-01 -1.754522340157914362e-01 -1.756829006241400482e-01 -1.755578947971231096e-01 -1.750781552334635949e-01 -1.744102856172845550e-01 -1.737123254823628449e-01 -1.731034778456821410e-01 -1.726878008518747398e-01 -1.725981914586620647e-01
2.700000000000000000e+01 -1.193812587544695186e-01 -1.214125705443629272e-01 -1.229695606210628039e-01 -1.241942576785395325e-01 -1.249224164708726270e-01 -1.252905118211161961e-01 -1.253045485981693075e-01 -1.247899163174523013e-01 -1.239025510986251077e-01 -1.228931340711538200e-01 -1.217466170623711652e-01 -1.203489814573162758e-01 -1.187868908141381796e-01 -1.169935129920551126e-01 -1.150954495116705834e-01 -1.131878473522440198e-01 -1.112844449764670146e-01 -1.095632479952394905e-01 -1.082091628072857775e-01 -1.073916435605554720e-01 -1.071385213046174012e-01 -1.076036323449949955e-01 -1.088299201823689777e-01 -1.106663031810145026e-01 -1.129373947428772146e-01 -1.154577652703819568e-01 -1.182653709836631178e-01 -1.212159306329086139e-01 -1.240385660054075384e-01 -1.264706736326822456e-01 -1.285637573728110328e-01 -1.302862349228326722e-01 -1.318211562467577758e-01 -1.332487791480112538e-01 -1.347718293885183660e-01 -1.365132617446974117e-01 -1.385047165051014051e-01 -1.405177188012153577e-01 -1.423231608760350542e-01 -1.439923613990801710e-01 -1.454214120395019572e-01 -1.464966167208311132e-01 -1.470679774878832224e-01 -1.470277046584330949e-01 -1.464238492047367779e-01 -1.454395422634137680e-01 -1.442568107069794880e-01 -1.430475035388125982e-01 -1.419733882417565651e-01 -1.412087800575454744e-01
2.800000000000000000e+01 -4.455864455366898569e-01 -4.460912955397149937e-01 -4.460490464281938738e-01 -4.455388744573195448e-01 -4.446056411130899222e-01 -4.431844433491057833e-01 -4.417015416913791515e-01 -4.404144206122510008e-01 -4.394477898301664687e-01 -4.386870089492520552e-01 -4.380526358734389558e-01 -4.375759805804460001e-01 -4.372308445126271703e-01 -4.369819702570106323e-01 -4.368304960154941741e-01 -4.366045059355640467e-01 -4.364899187829447968e-01 -4.364858910201013242e-01 -4.366969368581914424e-01 -4.373084060699230502e-01 -4.385659877228517689e-01 -4.405268598064016605e-01 -4.431018446324725968e-01 -4.462029009064070739e-01 -4.497528127315917890e-01 -4.536093474537990500e-01 -4.576319221559625450e-01 -4.616817114164707414e-01 -4.656589758368272491e-01 -4.690208998423628373e-01 -4.712753269911346132e-01 -4.723645407347462077e-01 -4.723851226395806013e-01 -4.714033001205080731e-01 -4.693395881585327167e-01 -4.661146440632658039e-01 -4.621374296601928333e-01 -4.582988303535251440e-01 -4.550748840330848810e-01 -4.523256465490871903e-01 -4.503007334347252644e-01 -4.491517251502214481e-01 -4.491763712330633651e-01 -4.506263874074470932e-01 -4.534969929801384581e-01 -4.574301110493165790e-01 -4.621927576193713416e-01 -4.674789759626079566e-01 -4.732006295744892732e-01 -4.789078659024187390e-01
2.900000000000000000e+01 1.690194588587936031e-01 1.710702804990519021e-01 1.726772648853967806e-01 1.740637370552754193e-01 1.753495203601375951e-01 1.765601534434675102e-01 1.776598748847518783e-01 1.786764958510869417e-01 1.796902582352569722e-01 1.807715374360921723e-01 1.819167948667169965e-01 1.831358431832785516e-01 1.844128120408000671e-01 1.857612585374253111e-01 1.871627694579181822e-01 1.886455588452193299e-01 1.901115774229843736e-01 1.914960286011256618e-01 1.927463194030963334e-01 1.938147398223192819e-01 1.946887071942642045e-01 1.952844120664427308e-01 1.955924172858383714e-01 1.957196114727562941e-01 1.957608381263822028e-01 1.958216659156498118e-01 1.960055438397904359e-01 1.963743420342280721e-01 1.969430041706995427e-01 1.977774412174390928e-01 1.989168950189697527e-01 2.002580406549100411e-01 2.017651338649446013e-01 2.033342482656647909e-01 2.049908676950662756e-01 2.067583001422996503e-01 2.085603712654360564e-01 2.102612628310180087e-01 2.117045531935224378e-01 2.128530174174156075e-01 2.136331258081320406e-01 2.140480287199953424e-01 2.140405818447209674e-01 2.135761777466226308e-01 2.126540209794993141e-01 2.113447587252758053e-01 2.096452133379681226e-01 2.076881100303882566e-01 2.055640143898467276e-01 2.033120217770599536e-01
3.000000000000000000e+01 4.308126354918026535e-01 4.290777502429576340e-01 4.271430351608878628e-01 4.251709040327416589e-01 4.230415208731991283e-01 4.206686642672884391e-01 4.183501538938630970e-01 4.160904214984444960e-01 4.138576698501699180e-01 4.115477555096781481e-01 4.090549919175648919e-01 4.063350302007798787e-01 4.034261539486879711e-01 4.002920257233137935e-01 3.970324792005796577e-01 3.935977017517152121e-01 3.902253306656965348e-01 3.871646217035056847e-01 3.847405845818857584e-01 3.832990580095761990e-01 3.831488757795669664e-01 3.845897307753908256e-01 3.876596940292182936e-01 3.921293608475081571e-01 3.977015857874441340e-01 4.040836789983219823e-01 4.111114439207942950e-01 4.185399635369729254e-01 4.260556267192232571e-01 4.328467054762206168e-01 4.386173601655080079e-01 4.434202779391394067e-01 4.474682539852548047e-01 4.508590159239108108e-01 4.538678535555651927e-01 4.565132453957952974e-01 4.588866023795713511e-01 4.611195915717162808e-01 4.632277125210855218e-01 4.651688424705409663e-01 4.668329144745660408e-01 4.681730251784335106e-01 4.691770829680265154e-01 4.698521608583969833e-01 4.702526615543226041e-01 4.704222128967825434e-01 4.704100170626430155e-01 4.702925979917079169e-01 4.701669767541677980e-01 4.699965597029191477e-01
