x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
0.000000000000000000e+00 3.051130324642301050e-01 -2.140848270986768498e-01 -1.315308366715233768e-01 -3.526137193138175197e-01 -6.639892041257875466e-01 1.520165186656174672e-01 7.131621647347166637e-02 -1.020786230186260107e-01 -3.730631941641766175e-02 1.793930121937053479e-01 4.926343262299029968e-01 2.189526869142911503e-01 9.550396610618383519e-01 -6.289377270732461264e-03 1.116835643226362779e-01 5.572585987042114608e-01 5.455713978629733729e-01 7.085270535619649923e-01 3.183126804620431960e-01 -5.443906386459488322e-01 5.628116023431616044e-02 -6.725145653975693749e-01 -6.273297598252974838e-01 -1.606236131151289881e-01 6.104173651897156633e-02 -1.221599572041163068e-01 -1.993103253541873565e-01 -1.569881312202029700e-01 -4.890233888601420165e-01 1.807450734418410698e-01 4.553761704376682040e-01
2.040816326530612082e-02 3.042019772685728984e-01 -2.124521379200287052e-01 -1.310830274270298190e-01 -3.513567214682406514e-01 -6.629500322174193272e-01 1.554400689547287828e-01 7.313312745091232747e-02 -9.855072019810574846e-02 -3.376303796481104624e-02 1.753508712313888995e-01 4.949746238374549412e-01 2.176506619973099521e-01 9.553350914761181700e-01 -1.019096327000614324e-02 1.042210923956893021e-01 5.507354654261805704e-01 5.367330236143446065e-01 7.050383947216058989e-01 3.273413834714989923e-01 -5.394202160073122698e-01 6.131236105399535952e-02 -6.831520803347155280e-01 -6.274578646975094154e-01 -1.688920367968398950e-01 6.616801323575192961e-02 -1.188468802681628411e-01 -1.959345853481775090e-01 -1.548264565518559510e-01 -4.934989642042603153e-01 1.811552856911699538e-01 4.592018264190068644e-01
4.081632653061224164e-02 3.030865084338496551e-01 -2.108100128029149201e-01 -1.305516243747356087e-01 -3.498524305344063445e-01 -6.616594070514029147e-01 1.579946716022493369e-01 7.416515294871378616e-02 -9.592415928746964027e-02 -3.105365260646642325e-02 1.721835452337852346e-01 4.960237083672714431e-01 2.162910905103166137e-01 9.547350154102450803e-01 -1.402092735863470600e-02 9.646874544321250300e-02 5.438750785339911964e-01 5.278446826810599957e-01 7.009384517141604709e-01 3.350523673167932759e-01 -5.340118440712519066e-01 6.537504885494915818e-02 -6.915590457984938100e-01 -6.272598323750608884e-01 -1.752825606123545876e-01 7.006202407361607210e-02 -1.160219044743820010e-01 -1.923694058348515146e-01 -1.522646168171729875e-01 -4.968201186169759476e-01 1.814559541466252979e-01 4.619259433418421157e-01
6.122448979591836593e-02 3.015879593733715724e-01 -2.090175640488864117e-01 -1.298344159310983736e-01 -3.479073464054127096e-01 -6.599157531441126601e-01 1.596059901349069221e-01 7.420475276962620881e-02 -9.431785807200787630e-02 -2.928211607593987978e-02 1.699141369529144074e-01 4.956652498837911258e-01 2.147156403570769367e-01 9.530022925642781528e-01 -1.808961699243268051e-02 8.759234147112032742e-02 5.359165589247931738e-01 5.179945592252416242e-01 6.957036140693677595e-01 3.418701517589597394e-01 -5.275473530205363470e-01 6.869944988714578316e-02 -6.982209232959946110e-01 -6.266164647235316076e-01 -1.801126737901093400e-01 7.287420715065172361e-02 -1.133824996308103045e-01 -1.883144630729286784e-01 -1.490312694925894355e-01 -4.991367671804937123e-01 1.816323322439368781e-01 4.637270073058499809e-01
8.163265306122448328e-02 2.993036495388133877e-01 -2.068567339481872103e-01 -1.287916237515180362e-01 -3.451480997166903597e-01 -6.573407315242121296e-01 1.596886007748596348e-01 7.260429688748192001e-02 -9.438568685475942632e-02 -2.902330370885019759e-02 1.691053547088635090e-01 4.928206975561247871e-01 2.126077448775821610e-01 9.491497248741561643e-01 -2.261656302080612344e-02 7.657952023757716442e-02 5.259439062065270898e-01 5.063490735530954412e-01 6.883964193669839249e-01 3.472497449292009652e-01 -5.192151887068603422e-01 7.091980957362063742e-02 -7.020083266139157674e-01 -6.251248414869683412e-01 -1.823037873444731671e-01 7.397498415856931797e-02 -1.108624555885038554e-01 -1.834338740313480598e-01 -1.447483032923233826e-01 -4.997610192715986610e-01 1.816785790018220492e-01 4.640837029635899169e-01
1.020408163265306006e-01 2.958395052863988517e-01 -2.041907952611176635e-01 -1.272781681423587608e-01 -3.412576960716243168e-01 -6.536152020797285633e-01 1.574307633188850031e-01 6.855057517872197026e-02 -9.705302774163447610e-02 -3.111218892729098948e-02 1.705989865744104717e-01 4.862391889727575300e-01 2.097198869454431347e-01 9.421510945449866892e-01 -2.761147624317261337e-02 6.276576491155565207e-02 5.133107514184355180e-01 4.924224889275651829e-01 6.782521740619688044e-01 3.502254487256314941e-01 -5.084219057597153535e-01 7.134254117772785564e-02 -7.011608660363645162e-01 -6.223504614472791241e-01 -1.802878305789958890e-01 7.239283520883012246e-02 -1.085455952886434094e-01 -1.775204431175178288e-01 -1.390689375011326390e-01 -4.977922455185031514e-01 1.816297285796152627e-01 4.622392671038669798e-01
1.224489795918367319e-01 2.910324902998692731e-01 -2.010371829234878505e-01 -1.252585288920472495e-01 -3.361781089625148766e-01 -6.487029178686835040e-01 1.524306663513139981e-01 6.169643198720898419e-02 -1.028198312915090257e-01 -3.597741241859831601e-02 1.749209128726651186e-01 4.750464382787755735e-01 2.059099484833668836e-01 9.314697149764582518e-01 -3.275443215647779599e-02 4.640265725721783724e-02 4.983176190746260725e-01 4.766681180340784363e-01 6.653140250470661599e-01 3.499585710983716957e-01 -4.954030569140498441e-01 6.922808188826480580e-02 -6.939254057288605226e-01 -6.179978833682531203e-01 -1.725941914941800381e-01 6.729261623115083413e-02 -1.066243803189474287e-01 -1.707622328209676965e-01 -1.319432652645194659e-01 -4.926148305327208154e-01 1.818208343500922752e-01 4.573984632811228246e-01
1.428571428571428492e-01 2.850806830402918268e-01 -1.975656127760002934e-01 -1.227832908636975889e-01 -3.301541280257228039e-01 -6.427827137723057804e-01 1.448774413700281427e-01 5.233731538077180528e-02 -1.115081411403540945e-01 -4.329918952936431809e-02 1.818923078394250048e-01 4.600713491966578750e-01 2.012945849603073045e-01 9.179878040098559122e-01 -3.795493361997701737e-02 2.813836070353504387e-02 4.811656463198170086e-01 4.592152023176676034e-01 6.499378287642384455e-01 3.469291967550959810e-01 -4.802746096147231802e-01 6.497762076385378560e-02 -6.813464607222046165e-01 -6.123294728354697902e-01 -1.601973879080164365e-01 5.924411569871188693e-02 -1.050990476939056006e-01 -1.631236320868351963e-01 -1.234965412861074030e-01 -4.849845300806784332e-01 1.825886188727652570e-01 4.498609910132649325e-01
1.632653061224489666e-01 2.783721022887445384e-01 -1.941007754270218100e-01 -1.201493957553090020e-01 -3.236793558090546585e-01 -6.362264329268121354e-01 1.351600736659526458e-01 4.097522227492040453e-02 -1.226946850816362095e-01 -5.248616294306825830e-02 1.911457743388408625e-01 4.428927139000200519e-01 1.962141170131228296e-01 9.033705715029588523e-01 -4.313409517504065288e-02 8.975671345946532875e-03 4.618415905953431322e-01 4.400654958057877986e-01 6.323289982158224465e-01 3.417906526144067758e-01 -4.630160440849028225e-01 5.944251184839173530e-02 -6.657858017304446596e-01 -6.060315713397749215e-01 -1.453174455160048395e-01 4.944027684057349104e-02 -1.038540049975074098e-01 -1.543836385430401859e-01 -1.140914491865069186e-01 -4.759390200987483333e-01 1.838350414820487944e-01 4.404274502965188076e-01
1.836734693877550839e-01 2.711209259716569897e-01 -1.907347958073792316e-01 -1.176594486961377722e-01 -3.171644171420416880e-01 -6.295503301907412474e-01 1.241164055140756006e-01 2.854952030719032363e-02 -1.354554790078991988e-01 -6.253847226257026881e-02 2.018371234271751080e-01 4.246268508765755900e-01 1.908882992031183112e-01 8.884593302112768765e-01 -4.827314759953363343e-02 -1.068839920042905824e-02 4.401657334068558303e-01 4.190061024527392819e-01 6.125881177300303015e-01 3.352598094123137029e-01 -4.435728577829449182e-01 5.300760831944885398e-02 -6.489022375153880029e-01 -5.998590800136591739e-01 -1.293601171968960517e-01 3.876927876126332051e-02 -1.029613783569708618e-01 -1.440112035968602600e-01 -1.037868536342975573e-01 -4.660558910017736367e-01 1.854012214751987186e-01 4.294288201893634582e-01
