x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
0.000000000000000000e+00 -1.121472228254878356e+00 2.373811069777671978e+00 1.592625202379352123e+00 1.624826055720579143e+00 1.174557438678842436e+00 1.086975841728828218e+00 1.041857393203623250e+00 8.816649077697070735e-01 8.522769559282364904e-01 -7.458878459218943879e-01 1.779796846501607854e-01 8.904892975169428904e-02 8.159496526797220817e-01 8.488467239849851326e-03 1.898558793861882324e-03 -1.087023232121288485e+00 -1.188184926808345310e+00 -8.264355255198710948e-01 -1.272798503528315139e+00 1.097947832251322753e+00 2.759672555058916843e-01 -1.216014922403241716e+00 -8.494125548299669148e-01 -6.037723941034444097e-01 2.962385356598510322e-01 -3.703985600185846772e-01 -7.832330267042550975e-01 -7.332882386191509339e-01 -1.453365669097594681e+00 1.180294599103565822e+00 5.025111862429167964e-01
2.004008016032064049e-02 -1.047883082664727628e+00 2.238070600877014371e+00 1.504723270609343633e+00 1.523557714536585950e+00 1.079114183381395975e+00 1.044348063785355052e+00 9.988884836691758196e-01 8.329012990991565557e-01 8.054233930508147843e-01 -6.995768031777882534e-01 1.843730086676649005e-01 9.003607694076834478e-02 8.100573728467730383e-01 -8.101755875022322376e-03 -2.007493055125603512e-02 -1.015272726346542420e+00 -1.113716996601047171e+00 -7.526780886528195991e-01 -1.182678187663281699e+00 1.023706248639532079e+00 2.626529139570755733e-01 -1.180200247018452275e+00 -8.297599315808157350e-01 -5.712625596183079635e-01 2.845344709745541434e-01 -3.536466449248478749e-01 -7.428862466224315231e-01 -6.916169713954425369e-01 -1.385554584643381437e+00 1.121868778567542968e+00 4.919876209653943899e-01
4.008016032064128098e-02 -9.498110063390367008e-01 2.056807043676063262e+00 1.387277736045627874e+00 1.387879480128821674e+00 9.515035960206361665e-01 9.893324722365488544e-01 9.432243621817992807e-01 7.697970875351376474e-01 7.443234591713993042e-01 -6.393229305764538406e-01 1.943713100657246673e-01 9.173026760452278328e-02 8.021712679526862289e-01 -2.990231888771656757e-02 -4.828213093014038088e-02 -9.191268650504438309e-01 -1.014310661469084662e+00 -6.542012040820819330e-01 -1.062237373610142033e+00 9.236727515721279147e-01 2.454817732626145832e-01 -1.134186179608279721e+00 -8.038639254802426581e-01 -5.295699352917943026e-01 2.699616399856206717e-01 -3.317310153412030282e-01 -6.895385489818500746e-01 -6.371473515626101536e-01 -1.296510969912020750e+00 1.044638153101142164e+00 4.783280749089953710e-01
6.012024048096192147e-02 -8.217170946453552505e-01 1.819770789232039832e+00 1.233535945791272015e+00 1.209066737617004117e+00 7.848231965978371694e-01 9.201505608488781407e-01 8.730029546133715179e-01 6.909719612556404211e-01 6.677054692651167578e-01 -5.627151589846111079e-01 2.105426562803215940e-01 9.387661799140248342e-02 7.926778009012190873e-01 -5.672204229068761316e-02 -8.261095010234577318e-02 -7.920360954295330158e-01 -8.836976554425297614e-01 -5.268304501793037442e-01 -9.049455529131846809e-01 7.903886335232476190e-01 2.256576178299418978e-01 -1.078393743213007960e+00 -7.706744490614160226e-01 -4.778990278327118202e-01 2.533584899384156430e-01 -3.036985969649554362e-01 -6.209613263031578123e-01 -5.679815086056000384e-01 -1.184073417353867841e+00 9.450838044014288064e-01 4.618321784965386256e-01
8.016032064128256196e-02 -6.554701194457093205e-01 1.505352493764376742e+00 1.036051446332823645e+00 9.719998597306120924e-01 5.683476457693040773e-01 8.374639238267104213e-01 7.864975188934182349e-01 6.004928760380905395e-01 5.775364936475331223e-01 -4.680955263257948751e-01 2.445524982467911501e-01 9.704056600076088612e-02 7.875329967722710656e-01 -8.579740542441069429e-02 -1.209889570605595932e-01 -6.235373336477497697e-01 -7.165168588763939361e-01 -3.660811198223301033e-01 -6.926008578873714683e-01 6.128045955042557003e-01 2.058438166116930979e-01 -1.029714263022609710e+00 -7.334821087331873102e-01 -4.260229468899906502e-01 2.397157415712838635e-01 -2.665590801973239943e-01 -5.339937737441110555e-01 -4.775261332690451943e-01 -1.050022209489565261e+00 8.144477680097720329e-01 4.504312764065046548e-01
1.002004008016031955e-01 -4.213881124898259389e-01 1.047286149793568599e+00 7.627979701028509973e-01 6.346388628133694532e-01 2.659030187730773154e-01 7.329182707561522347e-01 6.669845380792451817e-01 4.891046392999890413e-01 4.681851189784218548e-01 -3.549179046832850459e-01 3.130548361395253387e-01 9.635899705975306540e-02 7.950368394778941639e-01 -1.166510200557025617e-01 -1.666957182727578923e-01 -3.833607080792001409e-01 -4.856001273559473197e-01 -1.467873352803661102e-01 -3.801805504102991895e-01 3.605825412354780046e-01 1.898140270840773525e-01 -1.004195075753124611e+00 -6.927725468831552602e-01 -3.683934582785292067e-01 2.329421274246209483e-01 -2.154446495641713921e-01 -4.127102101939228440e-01 -3.476660175664866848e-01 -8.821038795555519174e-01 6.329320491741735610e-01 4.542067923066760993e-01
1.202404809619238429e-01 -6.943081475247338263e-02 4.161822913737996954e-01 3.379878797052214279e-01 1.469106650531905034e-01 -1.834976957253308671e-01 5.799824402883515528e-01 4.709823994531715519e-01 3.212020362062685819e-01 3.425375789749745548e-01 -2.126393493014299974e-01 3.910543320500335374e-01 9.445058209025042339e-02 8.381300375863763863e-01 -1.649599150066534403e-01 -2.141571943623193086e-01 -3.510276195198971938e-02 -1.189094680570170481e-01 1.885663370447624165e-01 9.724755223293837791e-02 1.648408008247105594e-02 2.040997243239217884e-01 -9.982702285355855576e-01 -6.628008762958793598e-01 -3.125957606599157890e-01 2.212559043012209126e-01 -1.592978410654690424e-01 -2.399389666526894338e-01 -1.673278794968425520e-01 -6.612450743247200169e-01 3.838224897002406877e-01 4.874109271051506043e-01
1.402805611222444904e-01 2.627333713171091101e-01 -9.194141968800578768e-02 -7.598674805301178226e-02 -2.811196493358192328e-01 -5.794951115784443552e-01 4.188617840003948101e-01 2.873199614887994024e-01 1.753289673980072128e-01 2.208392653680955608e-01 -1.143555948052301235e-01 4.951871507867300903e-01 1.453155893615884209e-01 9.146353363128468805e-01 -1.669127122605228164e-01 -1.816572379771125290e-01 3.276094885227245901e-01 2.454076154459417236e-01 5.726293061895180170e-01 6.008359590594289923e-01 -3.486286506827995790e-01 1.994819269436440001e-01 -9.509599355596574100e-01 -6.427516168802955843e-01 -3.339544496721564282e-01 2.126222891288190031e-01 -1.226029069433814539e-01 -6.830281650887777556e-02 -6.461963018459210284e-02 -5.454442336409034420e-01 2.153083326844006107e-01 5.191217078287250208e-01
1.603206412825651239e-01 3.032016372288103279e-01 -1.600534595002859328e-01 -1.307855472183936940e-01 -3.382619397760777136e-01 -6.267640452762297532e-01 3.749802445109547966e-01 2.454596580477751699e-01 1.331917215718881331e-01 1.869391478660176187e-01 -7.653931361185356552e-02 5.228272587690296902e-01 1.765916380547933873e-01 9.534559631852033146e-01 -1.523239485582017771e-01 -1.441959958939816600e-01 4.200114817966184022e-01 3.307417718524338079e-01 6.686050143572783711e-01 6.831575007372858721e-01 -4.454936081573737661e-01 1.809160515268697644e-01 -9.346201748643305773e-01 -6.456108591125843121e-01 -3.438603779828025009e-01 2.047283085737893471e-01 -9.626520249760477099e-02 -8.574909640345577955e-02 -7.255386907598060375e-02 -5.929459465610050772e-01 2.165753491222678351e-01 5.172354123566731410e-01
1.803607214428857575e-01 3.073460191695339683e-01 -1.671037561879977207e-01 -1.353057421523300163e-01 -3.431993863154431668e-01 -6.309316421869963776e-01 3.656964226673830587e-01 2.381538561879233407e-01 1.246299872283673504e-01 1.793519621502855654e-01 -6.780133687853627522e-02 5.257233296117953536e-01 1.812497627546291734e-01 9.586008081724937124e-01 -1.492670650942124755e-01 -1.383211997210627986e-01 4.347486019095910814e-01 3.444299471034346083e-01 6.823342596281333217e-01 6.919661069816424037e-01 -4.596335193134252761e-01 1.749063636440250091e-01 -9.275250978431164306e-01 -6.450715816123226976e-01 -3.412734079915704655e-01 2.009621028854936819e-01 -9.313280111684740792e-02 -9.133108314928310711e-02 -7.448471025147392066e-02 -6.027628587882459810e-01 2.195423782410326763e-01 5.155250178645162107e-01
2.004008016032063910e-01 3.069461225450810238e-01 -1.682523261186584518e-01 -1.351515432675843287e-01 -3.423837093490142980e-01 -6.310329800730855032e-01 3.580608529609166091e-01 2.313148156033774383e-01 1.167945555215415265e-01 1.718853706265153769e-01 -5.933453097750111815e-02 5.236554952754470804e-01 1.815418621581996739e-01 9.571753057568113121e-01 -1.475442063873301513e-01 -1.358891823042365221e-01 4.365358992818075268e-01 3.472036612472907957e-01 6.824096331116578096e-01 6.870479702536418376e-01 -4.610333718996299512e-01 1.703242845696844865e-01 -9.189661778728939190e-01 -6.432253280968844855e-01 -3.351401714606543902e-01 1.963259143808963880e-01 -9.300898328387954828e-02 -9.281318093994873897e-02 -7.479037514470475434e-02 -6.027489081261713233e-01 2.203529792592822667e-01 5.128076425267389382e-01
2.204408817635270246e-01 3.054368772473509686e-01 -1.684027039609338194e-01 -1.340151476312173295e-01 -3.403621734314860592e-01 -6.303335902289192161e-01 3.486098090443099928e-01 2.225200545178786515e-01 1.067620108650899624e-01 1.624327266835876304e-01 -4.871556751762091964e-02 5.208500207795893067e-01 1.814435339434931904e-01 9.545466637396772258e-01 -1.455979419957167953e-01 -1.336238093487316925e-01 4.353004785922368058e-01 3.479184616086014037e-01 6.790150182505747534e-01 6.774344702510469718e-01 -4.593448060832844293e-01 1.657422263543716634e-01 -9.096174602713968937e-01 -6.408858658302135636e-01 -3.281026766371671344e-01 1.911921604589671697e-01 -9.289443388232719589e-02 -9.361842694884783822e-02 -7.503311039319966735e-02 -6.006765951559550620e-01 2.202046126934246173e-01 5.098903048333981447e-01
2.404809619238476859e-01 3.033265788106255800e-01 -1.684948463414021602e-01 -1.324457092574841399e-01 -3.378049740615711172e-01 -6.294135232432112037e-01 3.355543520302410321e-01 2.103250482439489588e-01 9.284720244711848480e-02 1.495000823270718759e-01 -3.419790376439024032e-02 5.178361007635566837e-01 1.817899087961439841e-01 9.515234349565628857e-01 -1.427255487259895261e-01 -1.303224687653472269e-01 4.331445151974720464e-01 3.486884148588274557e-01 6.738839524796462754e-01 6.634898986260506781e-01 -4.564911213480751795e-01 1.602693712584437047e-01 -8.983589865558169185e-01 -6.379759317761624082e-01 -3.198259526036945077e-01 1.849115568292633016e-01 -9.220362282361185824e-02 -9.470537900591274871e-02 -7.567384915736452555e-02 -5.977564804756702044e-01 2.193227430247875198e-01 5.066192893096883587e-01
2.605210420841683194e-01 3.007005148711273113e-01 -1.687457319237017084e-01 -1.305065709936146789e-01 -3.348016262472023885e-01 -6.284394969022002453e-01 3.185590159033780400e-01 1.944773354350203265e-01 7.468465324832307406e-02 1.327818663075608085e-01 -1.536832735602149114e-02 5.143624863169355965e-01 1.826161901133100673e-01 9.480748910361221915e-01 -1.386901063353312979e-01 -1.255338087552308468e-01 4.305014053117595663e-01 3.499067128395823012e-01 6.672781779323987417e-01 6.449815796211155750e-01 -4.528756115226243439e-01 1.534406167380814034e-01 -8.843286947032000800e-01 -6.344021425980117534e-01 -3.097455013623214293e-01 1.769375657741807106e-01 -9.114608502983068128e-02 -9.619919415043659550e-02 -7.668068525875811059e-02 -5.938755480038303558e-01 2.178125384186702374e-01 5.026357835046469935e-01
2.805611222444889807e-01 2.974718454831410397e-01 -1.692451872111644384e-01 -1.282087987710228694e-01 -3.312402264729860102e-01 -6.273211639329985267e-01 2.976263621576364926e-01 1.750917272643587597e-01 5.227442991181133897e-02 1.122250131957042152e-01 7.840075211268013669e-03 5.098286650368701878e-01 1.836555017185833583e-01 9.438446472529445908e-01 -1.335812427717279760e-01 -1.196726994776747682e-01 4.272094555240433800e-01 3.512290151337001953e-01 6.591433655997914753e-01 6.222166320017317176e-01 -4.484381805869571136e-01 1.448577777184238968e-01 -8.667855932350462256e-01 -6.300813960098119448e-01 -2.971042343567016908e-01 1.666699400309879509e-01 -9.003532491506163749e-02 -9.780709550761201854e-02 -7.766358023261883681e-02 -5.887590156149020704e-01 2.159381449207762316e-01 4.975188205763499960e-01
3.006012024048095865e-01 2.937601895001214491e-01 -1.701247753934046480e-01 -1.257273677939433898e-01 -3.272297115416905600e-01 -6.262003895758011529e-01 2.730550099229678285e-01 1.526722359159225217e-01 2.594004422034331889e-02 8.811771060865535021e-02 3.507844654874851115e-02 5.037423362469719557e-01 1.847932470104381164e-01 9.386232556766688218e-01 -1.273511219278530837e-01 -1.128857659658001056e-01 4.235861623506592122e-01 3.526530707958248079e-01 6.497747045104375063e-01 5.956362930625611618e-01 -4.435619500450863617e-01 1.342291512016561272e-01 -8.451874869117396161e-01 -6.250236335218777306e-01 -2.813699514936475743e-01 1.536604108228482035e-01 -8.918123584160254913e-02 -9.941839140631281158e-02 -7.836979134289949467e-02 -5.821290116523863967e-01 2.138823570860717005e-01 4.909978262792249470e-01
3.206412825651302478e-01 2.897788237693534330e-01 -1.715281915851936123e-01 -1.232015493794857558e-01 -3.229248900519114951e-01 -6.249914607197933902e-01 2.465339366970540624e-01 1.287952177630504458e-01 -2.595382105210021061e-03 6.209623102970604491e-02 6.442508258360701845e-02 4.955495930044455100e-01 1.857028744568867962e-01 9.322530136286080182e-01 -1.205419814740540524e-01 -1.060893568277510302e-01 4.196817545134793881e-01 3.536694424545159809e-01 6.399318541139858985e-01 5.671726350658505833e-01 -4.383555407996158060e-01 1.218586976047690562e-01 -8.200573225088947371e-01 -6.195710363910952312e-01 -2.625120841675309680e-01 1.381928511314486629e-01 -8.902091671138893936e-02 -1.006499639987511047e-01 -7.827881831476179997e-02 -5.739240762871044010e-01 2.120948865201941202e-01 4.827587664507159149e-01
3.406813627254508536e-01 2.855994849441772510e-01 -1.733220522564785371e-01 -1.207170426833201748e-01 -3.186061394660131274e-01 -6.236887442910612478e-01 2.190878397078722395e-01 1.044023563957964112e-01 -3.233914255081109246e-02 3.522967477905473294e-02 9.461062305560125063e-02 4.849483694828804481e-01 1.862566593348354838e-01 9.247095364157721376e-01 -1.133128808220953132e-01 -9.941822172848360784e-02 4.157902234384003859e-01 3.543745482235692856e-01 6.301630096249436486e-01 5.374071828753415048e-01 -4.330754016889373781e-01 1.082251827646659587e-01 -7.917991869667919680e-01 -6.137957758173658851e-01 -2.407296979888570165e-01 1.205730814522350952e-01 -8.944335588457041908e-02 -1.018702338863759910e-01 -7.756562111592169018e-02 -5.640671351311651316e-01 2.107483521595401310e-01 4.728345051770770358e-01
3.607214428857715149e-01 2.810687977100911339e-01 -1.755687842128597076e-01 -1.181007973639152248e-01 -3.144437914413933388e-01 -6.221471871578330148e-01 1.909429037942837193e-01 7.962751772566242781e-02 -6.306936913441497927e-02 7.764004119344011801e-03 1.255507061791019396e-01 4.715889002310335032e-01 1.860935149661754884e-01 9.156203340332409457e-01 -1.056995421819676151e-01 -9.295926043800389893e-02 4.118551616101062685e-01 3.548770359935788932e-01 6.201891963631084304e-01 5.060665044438569238e-01 -4.274174019593884877e-01 9.311367807835421728e-02 -7.600543763436407030e-01 -6.075673482482344401e-01 -2.156536194535748352e-01 1.007135033397772161e-01 -9.025748527195021076e-02 -1.031192664044934121e-01 -7.609602167159192077e-02 -5.522935573797452813e-01 2.101091563424502262e-01 4.606515207838849379e-01
3.807615230460921762e-01 2.756134042550014152e-01 -1.786283872387565419e-01 -1.150692832554008477e-01 -3.105436924571669532e-01 -6.199009662912188245e-01 1.611691482747674709e-01 5.339624964010858399e-02 -9.566488847552222230e-02 -2.098257302518413345e-02 1.581221027070182639e-01 4.541939728775802321e-01 1.846655298966378422e-01 9.040932754610762068e-01 -9.771417770284139548e-02 -8.717928051120804600e-02 4.075138238943387670e-01 3.550459750742501752e-01 6.090400416670748163e-01 4.724212932364012518e-01 -4.203676122495445533e-01 7.536747454118364331e-02 -7.228890125646607601e-01 -6.005184867085613387e-01 -1.855173070289360127e-01 7.779270205205374156e-02 -9.100002070521255593e-02 -1.040496163230607563e-01 -7.318586931673604079e-02 -5.381128632676768220e-01 2.110112684136664640e-01 4.445714840539877755e-01
4.008016032064127820e-01 2.683978821117453117e-01 -1.815788057330228189e-01 -1.121513719923068753e-01 -3.067447119960141078e-01 -6.167396023503506353e-01 1.319710139089116385e-01 2.675183969402715467e-02 -1.289222565612655191e-01 -4.886878142851211471e-02 1.905587908622594362e-01 4.322680338447482673e-01 1.812954261547992385e-01 8.895972067353887791e-01 -9.052585095277634886e-02 -8.451646223313173667e-02 3.998683863880956868e-01 3.519130584491358960e-01 5.944259810891724394e-01 4.378780906925274774e-01 -4.094770968758080776e-01 5.495406870864784354e-02 -6.798573645185921333e-01 -5.932057138520078210e-01 -1.500613031596279012e-01 5.229891663906692523e-02 -9.159625668311238700e-02 -1.019417106603361795e-01 -6.748928019101201048e-02 -5.214812143365868957e-01 2.148663695318747402e-01 4.226839898046468313e-01
4.208416833667334433e-01 2.592809548256752583e-01 -1.826479761766334753e-01 -1.087185633351849673e-01 -3.028553517487524993e-01 -6.121667422897761890e-01 1.055926032955105121e-01 1.659840463114910236e-03 -1.620179761065302093e-01 -7.320469367536525107e-02 2.205903230077840560e-01 4.066930728633909586e-01 1.752453044755314104e-01 8.716368417021208570e-01 -8.574469431507447670e-02 -8.677836827080238902e-02 3.878802516860245797e-01 3.438007724775887786e-01 5.764656566359501744e-01 4.044974145790519171e-01 -3.932119037110170523e-01 3.260544520614041403e-02 -6.308384132964577340e-01 -5.858347153137704044e-01 -1.094842405858974521e-01 2.542257756492026857e-02 -9.072899217088051249e-02 -9.562423975267171639e-02 -5.747683777070329569e-02 -5.047214354679248061e-01 2.243449469361872284e-01 3.935770543465561544e-01
4.408817635270540491e-01 2.492731215512994924e-01 -1.815392851969113985e-01 -1.033978128067911395e-01 -2.987257033968175324e-01 -6.061366822178089198e-01 8.423490818770522359e-02 -1.985847986667075779e-02 -1.924803200145638882e-01 -9.240918334702474812e-02 2.451898383784436031e-01 3.803764852819431774e-01 1.656141043814804426e-01 8.518359574072330576e-01 -8.488055427932757191e-02 -9.371745901198631767e-02 3.723001711153677284e-01 3.286921622118896824e-01 5.568325802184861395e-01 3.774270736346985733e-01 -3.721555686147287600e-01 9.587507183858041959e-03 -5.801819481760155384e-01 -5.777760495844430633e-01 -6.657351205763550883e-02 -1.224167222914514068e-03 -8.638500809342450348e-02 -8.487049635251461832e-02 -4.201314602704342427e-02 -4.929486951718154431e-01 2.434255894771310547e-01 3.581045876538700989e-01
