x y
0.000000000000000000e+00 1.708426613566388641e-01
2.040816326530612082e-02 1.719554985618769183e-01
4.081632653061224164e-02 1.729209709570312115e-01
6.122448979591836593e-02 1.741426075596126666e-01
8.163265306122448328e-02 1.761414107354173086e-01
1.020408163265306006e-01 1.792617355185203154e-01
1.224489795918367319e-01 1.832167123692829136e-01
1.428571428571428492e-01 1.876541622272654419e-01
1.632653061224489666e-01 1.926885300983273153e-01
1.836734693877550839e-01 1.985579717305516745e-01
2.040816326530612013e-01 2.066971079651281351e-01
2.244897959183673186e-01 2.183641781146352101e-01
2.448979591836734637e-01 2.345473396374951336e-01
2.653061224489795533e-01 2.499783661964877779e-01
2.857142857142856984e-01 2.643025588201217690e-01
3.061224489795917880e-01 2.822230662960197867e-01
3.265306122448979331e-01 3.004915961142312075e-01
3.469387755102040782e-01 3.188846319462806389e-01
3.673469387755101678e-01 3.380285043687320523e-01
3.877551020408163129e-01 3.625923041747213804e-01
4.081632653061224025e-01 3.943026589229197132e-01
4.285714285714285476e-01 4.341604386213674394e-01
4.489795918367346372e-01 4.792181644045628852e-01
4.693877551020407823e-01 5.140765722801566850e-01
4.897959183673469274e-01 5.283343786036950318e-01
5.102040816326530726e-01 5.154132373811414203e-01
5.306122448979591066e-01 4.807565401098643498e-01
5.510204081632652517e-01 4.354922949475417693e-01
5.714285714285713969e-01 3.906880518190722351e-01
5.918367346938775420e-01 3.506805511863241298e-01
6.122448979591835760e-01 3.201995855381759570e-01
6.326530612244897211e-01 3.023056273020267581e-01
6.530612244897958663e-01 2.955710351707176997e-01
6.734693877551020114e-01 3.007435534773927333e-01
6.938775510204081565e-01 3.220597968643968412e-01
7.142857142857141906e-01 3.495122499260683857e-01
7.346938775510203357e-01 3.786550205043403006e-01
7.551020408163264808e-01 3.973665541384684419e-01
7.755102040816326259e-01 3.893146783477741679e-01
7.959183673469386600e-01 3.720078353284390071e-01
8.163265306122448051e-01 3.463924470326930072e-01
8.367346938775509502e-01 2.982873078533255229e-01
8.571428571428570953e-01 2.347267568085530109e-01
8.775510204081632404e-01 1.676519705829210838e-01
8.979591836734692745e-01 1.217589234869084075e-01
9.183673469387754196e-01 9.261782896688958155e-02
9.387755102040815647e-01 7.350507694006325199e-02
9.591836734693877098e-01 6.140652515740290668e-02
9.795918367346938549e-01 5.327803140055508563e-02
1.000000000000000000e+00 4.756289899060836546e-02
