x y
-2.317194196395959693e+00 2.000000000000000000e+00
-1.794998999217404467e+00 2.000000000000000000e+00
-1.272803802038849685e+00 4.000000000000000000e+00
-7.506086048602946814e-01 2.000000000000000000e+00
-2.284134076817398995e-01 6.000000000000000000e+00
2.937817894968151045e-01 4.000000000000000000e+00
8.159769866753701084e-01 4.000000000000000000e+00
1.338172183853924890e+00 4.000000000000000000e+00
1.860367381032479894e+00 2.000000000000000000e+00
2.382562578211034676e+00 1.000000000000000000e+00
