x y
-2.202740470982902821e+01 7.127701866737720808e-37
-2.066392721562521473e+01 1.708967319457644731e-33
-1.930044972142140480e+01 2.696150981017665975e-30
-1.793697222721759132e+01 2.802820835648885494e-27
-1.657349473301377785e+01 1.923247818632796076e-24
-1.521001723880996614e+01 8.729059406707867085e-22
-1.384653974460615444e+01 2.627078603879003364e-19
-1.248306225040234096e+01 5.258152083828920359e-17
-1.111958475619852926e+01 7.023469832856695436e-15
-9.756107261994717561e+00 6.286118338401326496e-13
-8.392629767790904083e+00 3.787606040165530139e-11
-7.029152273587092381e+00 1.544808096664046121e-09
-5.665674779383280679e+00 4.292355776468615327e-08
-4.302197285179467201e+00 8.186589320247710453e-07
-2.938719790975653723e+00 1.081258423701762837e-05
-1.575242296771843797e+00 9.990237791394330992e-05
-2.117648025680303192e-01 6.530295308561281107e-04
1.151712691635783159e+00 3.056833450935808345e-03
2.515190185839593084e+00 1.038238592142669801e-02
3.878667680043406563e+00 2.598092909105175971e-02
5.242145174247220041e+00 4.887220318999886681e-02
6.605622668451029966e+00 7.107904537372065901e-02
7.969100162654843444e+00 8.300301744199177489e-02
9.332577656858656923e+00 8.136119404726839532e-02
1.069605515106246685e+01 7.007667612238469013e-02
1.205953264526628033e+01 5.563017906198176876e-02
1.342301013947009380e+01 4.304468166628497294e-02
1.478648763367390728e+01 3.420603034199340420e-02
1.614996512787772076e+01 2.849359192186527723e-02
1.751344262208152713e+01 2.463345058103026675e-02
1.887692011628534061e+01 2.154827571973276512e-02
2.024039761048915409e+01 1.850570780633846099e-02
2.160387510469296757e+01 1.548533561105416671e-02
2.296735259889678105e+01 1.298087673854000923e-02
2.433083009310059452e+01 1.122502838574843988e-02
2.569430758730440800e+01 9.821961962095867096e-03
2.705778508150821438e+01 8.331491674163577291e-03
2.842126257571202785e+01 6.906039899862164051e-03
2.978474006991584133e+01 5.963545239685797902e-03
3.114821756411965481e+01 5.584817913531263389e-03
3.251169505832346829e+01 5.528580602381614161e-03
3.387517255252728177e+01 5.437216751669018619e-03
3.523865004673108814e+01 4.960011439715597548e-03
3.660212754093490162e+01 4.085849373164962377e-03
3.796560503513871510e+01 3.192497228101493726e-03
3.932908252934252857e+01 2.563143192263709659e-03
4.069256002354634205e+01 2.122995020692399967e-03
4.205603751775015553e+01 1.705445575272842261e-03
4.341951501195396190e+01 1.293665786407129136e-03
4.478299250615778249e+01 9.459118282691699560e-04
4.614647000036158886e+01 7.029652882271186613e-04
4.750994749456540944e+01 5.913781147562392759e-04
4.887342498876921582e+01 5.852562122604475356e-04
5.023690248297302219e+01 5.832464877053322207e-04
5.160037997717684277e+01 5.102893037076476060e-04
5.296385747138064914e+01 3.931123157524681576e-04
5.432733496558446973e+01 2.763582764944727023e-04
5.569081245978827610e+01 1.656526377280196629e-04
5.705428995399208247e+01 7.481046026329770001e-05
5.841776744819590306e+01 2.342563212458066298e-05
5.978124494239970943e+01 4.906784565546963047e-06
6.114472243660353001e+01 7.552619017208987979e-07
6.250819993080733639e+01 8.995003950052467120e-07
6.387167742501115697e+01 5.804918883847116056e-06
6.523515491921496334e+01 2.625594221674033759e-05
6.659863241341876972e+01 7.771957511088727728e-05
6.796210990762259030e+01 1.504667573908739548e-04
6.932558740182639667e+01 1.905266713241319436e-04
7.068906489603021726e+01 1.577887561649766773e-04
7.205254239023402363e+01 8.546757460543932025e-05
7.341601988443784421e+01 3.027831906879223457e-05
7.477949737864165058e+01 7.015638408398234019e-06
7.614297487284545696e+01 1.063182176332811713e-06
7.750645236704927754e+01 1.053787959164368593e-07
7.886992986125308391e+01 6.831307438714054917e-09
8.023340735545690450e+01 2.896406305882166731e-10
8.159688484966071087e+01 8.031935127979645341e-12
8.296036234386451724e+01 1.456753111250159586e-13
8.432383983806833783e+01 1.728051856290242760e-15
8.568731733227214420e+01 1.340703187275819139e-17
8.705079482647596478e+01 6.803205148748877721e-20
8.841427232067977116e+01 2.257873190720028240e-22
8.977774981488359174e+01 4.901066339614593953e-25
9.114122730908739811e+01 6.958035970682410067e-28
9.250470480329120448e+01 6.460822541211520304e-31
9.386818229749502507e+01 3.923683875699553223e-34
9.523165979169883144e+01 1.558494455111995259e-37
9.659513728590265202e+01 4.048755654324215803e-41
9.795861478010645840e+01 6.879279074395868629e-45
9.932209227431027898e+01 7.644856589420112662e-49
1.006855697685140854e+02 5.556493518570123214e-53
1.020490472627178917e+02 2.641419232868886643e-57
1.034125247569217123e+02 8.212566774855944592e-62
1.047760022511255187e+02 1.670034896667288580e-66
1.061394797453293393e+02 2.221146646973621747e-71
1.075029572395331456e+02 1.932119457661495014e-76
1.088664347337369520e+02 1.099248216668261628e-81
1.102299122279407584e+02 4.090370237451668923e-87
1.115933897221445932e+02 9.954845498210780057e-93
1.129568672163484138e+02 1.584570195002569569e-98
