x y
-2.202740470982902821e+01 4.804580840695349320e-49
-2.066392721562521473e+01 3.304756311020333683e-44
-1.930044972142140480e+01 1.201097715006735596e-39
-1.793697222721759132e+01 2.306601287333806432e-35
-1.657349473301377785e+01 2.340576083144143604e-31
-1.521001723880996614e+01 1.254962648203708326e-27
-1.384653974460615444e+01 3.555500706016096182e-24
-1.248306225040234096e+01 5.322827591277919282e-21
-1.111958475619852926e+01 4.210937100556214480e-18
-9.756107261994717561e+00 1.760616955552971533e-15
-8.392629767790904083e+00 3.891644645166352646e-13
-7.029152273587092381e+00 4.550980328669804324e-11
-5.665674779383280679e+00 2.820770718034100090e-09
-4.302197285179467201e+00 9.308313333130824844e-08
-2.938719790975653723e+00 1.653726897796752641e-06
-1.575242296771843797e+00 1.625709729979726829e-05
-2.117648025680303192e-01 9.414743613674006353e-05
1.151712691635783159e+00 3.608245241413382824e-04
2.515190185839593084e+00 1.048819668393022883e-03
3.878667680043406563e+00 2.476815920794475656e-03
5.242145174247220041e+00 4.799924486933876584e-03
6.605622668451029966e+00 7.750509291862241017e-03
7.969100162654843444e+00 1.067563402767166339e-02
9.332577656858656923e+00 1.320363317960488586e-02
1.069605515106246685e+01 1.568130586078761782e-02
1.205953264526628033e+01 1.795408385092867043e-02
1.342301013947009380e+01 1.919353987949656837e-02
1.478648763367390728e+01 1.990316733903054955e-02
1.614996512787772076e+01 2.202356313915643585e-02
1.751344262208152713e+01 2.652875865089850474e-02
1.887692011628534061e+01 3.294794016135263459e-02
2.024039761048915409e+01 4.091140883353468205e-02
2.160387510469296757e+01 5.057724848701437848e-02
2.296735259889678105e+01 6.057987931596540976e-02
2.433083009310059452e+01 6.745617154302084584e-02
2.569430758730440800e+01 6.831713737146220822e-02
2.705778508150821438e+01 6.304753317313530059e-02
2.842126257571202785e+01 5.355710582338750469e-02
2.978474006991584133e+01 4.219505374287978172e-02
3.114821756411965481e+01 3.155689798772862154e-02
3.251169505832346829e+01 2.271143410374448432e-02
3.387517255252728177e+01 1.552850109559403453e-02
3.523865004673108814e+01 1.002966337233542754e-02
3.660212754093490162e+01 5.899352057823342536e-03
3.796560503513871510e+01 3.020711137578136092e-03
3.932908252934252857e+01 1.457725132550783927e-03
4.069256002354634205e+01 8.473809413113490797e-04
4.205603751775015553e+01 5.945315139260848791e-04
4.341951501195396190e+01 3.336091450408379660e-04
4.478299250615778249e+01 1.132719696268885803e-04
4.614647000036158886e+01 2.123017987859209519e-05
4.750994749456540944e+01 2.140133011214438729e-06
4.887342498876921582e+01 1.151389923629243228e-07
5.023690248297302219e+01 3.297251249217864281e-09
5.160037997717684277e+01 5.020226761349246825e-11
5.296385747138064914e+01 4.060877196736519501e-13
5.432733496558446973e+01 1.744153339195748755e-15
5.569081245978827610e+01 3.975433136158162343e-18
5.705428995399208247e+01 4.806197015780522042e-21
5.841776744819590306e+01 3.080588204620261478e-24
5.978124494239970943e+01 1.046392809771629039e-27
6.114472243660353001e+01 1.882852055168237434e-31
6.250819993080733639e+01 1.794100644959023243e-35
6.387167742501115697e+01 9.050080162639379636e-40
6.523515491921496334e+01 2.416101163665706389e-44
6.659863241341876972e+01 3.412965702113412497e-49
6.796210990762259030e+01 2.550431016923323423e-54
6.932558740182639667e+01 1.008052346992285190e-59
7.068906489603021726e+01 2.107047465092236187e-65
7.205254239023402363e+01 2.328792162627271410e-71
7.341601988443784421e+01 1.360830720166751003e-77
7.477949737864165058e+01 4.203910327501380717e-84
7.614297487284545696e+01 6.865054166599371565e-91
7.750645236704927754e+01 5.925789642824564505e-98
7.886992986125308391e+01 2.703555795478890436e-105
8.023340735545690450e+01 6.519139463343291075e-113
8.159688484966071087e+01 8.307939302434286847e-121
8.296036234386451724e+01 5.595379368808048806e-129
8.432383983806833783e+01 1.991527796879517700e-137
8.568731733227214420e+01 3.745874735573163195e-146
8.705079482647596478e+01 3.723242158231068573e-155
8.841427232067977116e+01 1.955613400627709313e-164
8.977774981488359174e+01 5.427903783442339705e-174
9.114122730908739811e+01 7.960923019809635160e-184
9.250470480329120448e+01 6.169819150738744883e-194
9.386818229749502507e+01 2.526710348131016752e-204
9.523165979169883144e+01 5.467759261390124615e-215
9.659513728590265202e+01 6.252181820807846911e-226
9.795861478010645840e+01 3.777634281219076159e-237
9.932209227431027898e+01 1.206069907096070598e-248
1.006855697685140854e+02 2.034640895390296167e-260
1.020490472627178917e+02 1.813695944788747402e-272
1.034125247569217123e+02 8.542825496256756043e-285
1.047760022511255187e+02 2.126170166082027139e-297
1.061394797453293393e+02 2.796103056259101230e-310
1.075029572395331456e+02 1.976262583364986177e-323
1.088664347337369520e+02 0.000000000000000000e+00
1.102299122279407584e+02 0.000000000000000000e+00
1.115933897221445932e+02 0.000000000000000000e+00
1.129568672163484138e+02 0.000000000000000000e+00
