x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.990679999999999561e-01 4.600000000000003392e-02 -2.443076548433613707e-05
9.995389999999999553e-01 -3.199999999999991046e-02 -1.537693089667680003e-05
1.001347999999999905e+00 -1.419999999998999840e-01 5.708647970988759562e-02
1.001762000000000041e+00 -9.499999999999991784e-02 7.470662837206928919e-02
1.002075999999999967e+00 -3.999999999999880387e-03 8.810211775870915862e-02
1.002477999999999980e+00 7.500000000000019151e-02 1.052904722898680839e-01
1.003586000000000089e+00 6.500000000000016875e-02 1.528678415320473827e-01
1.004134000000000082e+00 2.989999999999999880e-01 1.766066577876002075e-01
1.004556000000000004e+00 3.780000000000000027e-01 1.951756629168600043e-01
1.004934999999999912e+00 3.800000000000000044e-01 2.121964160318636494e-01
1.004950000000000010e+00 3.810000000000000053e-01 2.130533705789186272e-01
1.005997999999999948e+00 4.279999999999999916e-01 2.594101693073135317e-01
1.006413000000000002e+00 5.839999999999999636e-01 2.781713991223676574e-01
1.007217000000000029e+00 6.640000000000000346e-01 3.142590478272201948e-01
1.007899000000000100e+00 7.110000000000000764e-01 3.458623731302381543e-01
1.008764999999999912e+00 7.910000000000000364e-01 3.863771440188907280e-01
1.009390000000000009e+00 9.150000000000000355e-01 4.155872462128140654e-01
1.010585000000000067e+00 1.106000000000000094e+00 4.716006724373071890e-01
1.010899999999999910e+00 1.152000000000000135e+00 4.870294480385795599e-01
1.011594000000000104e+00 1.189000000000000057e+00 5.199362117939115846e-01
1.012550999999999979e+00 1.224999999999999867e+00 5.682080211054298946e-01
1.013004000000000016e+00 1.338999999999999968e+00 5.916126810435143879e-01
1.013892000000000015e+00 1.264000000000000012e+00 6.361722538903418211e-01
1.015222000000000069e+00 1.300000000000000044e+00 7.039771393819820311e-01
1.015759999999999996e+00 1.381000000000000005e+00 7.347322656538168850e-01
1.016547000000000089e+00 1.462999999999899936e+00 7.776547817861513279e-01
1.017017000000000060e+00 1.579000000000000181e+00 8.051106250622074301e-01
1.018299999999999983e+00 1.616000000000000103e+00 8.755146298161107232e-01
1.018558999999999992e+00 1.618999999999999995e+00 8.922995449584484318e-01
1.020245999999999986e+00 1.655000000000000027e+00 9.845841368266161631e-01
1.020936999999999983e+00 1.657999999999999918e+00 1.029068039415741875e+00
1.021160999999999985e+00 1.694999999999999840e+00 1.048905697560025274e+00
1.022467000000000015e+00 1.698000000000000176e+00 1.122759640125546854e+00
1.023228999999999944e+00 1.735000000000000098e+00 1.176084405258388088e+00
1.024232999999999949e+00 1.737999999999999989e+00 1.236407097727650228e+00
1.024731999999999976e+00 1.740999999999999881e+00 1.270982234443030601e+00
1.025344000000000033e+00 1.743999999999899853e+00 1.312833102903524063e+00
1.026154000000000011e+00 1.747000000000000108e+00 1.359287868216228157e+00
1.027206000000000063e+00 1.750000000000000000e+00 1.428503006711241863e+00
1.027667000000000108e+00 1.752999999999999892e+00 1.466781817354943396e+00
1.028388999999999998e+00 1.756000000000000005e+00 1.515365997698875367e+00
1.029219000000000106e+00 1.678999999999999826e+00 1.572425532049582797e+00
