x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.992800000000001681e-01 1.499999999999982424e-02 -1.251976764446133768e-06
9.999970000000000248e-01 2.699999999999989908e-02 5.922855742516179058e-03
1.000199999999999978e+00 3.799999999999983946e-02 1.924119214680926337e-02
1.000666000000000055e+00 4.600000000000003392e-02 4.508582984966281321e-02
1.001049000000000078e+00 5.400000000000001327e-02 6.921728636109092392e-02
1.001469000000000165e+00 5.999999999999994227e-02 9.064396083024955919e-02
1.001827000000000023e+00 6.599999999999986433e-02 1.092115128825038028e-01
1.002428000000000097e+00 6.799999999999992162e-02 1.391478813581005225e-01
1.002608000000000166e+00 6.899999999999983924e-02 1.505610166765303792e-01
1.003727000000000036e+00 7.099999999999988265e-02 2.042334971291140944e-01
1.005312999999999901e+00 7.299999999999992606e-02 2.786386261306696421e-01
1.005875000000000075e+00 7.499999999999998335e-02 3.073883352762311616e-01
1.006918999999999897e+00 7.599999999999990097e-02 3.588228368122231560e-01
1.008419000000000176e+00 1.119999999998999990e-01 4.698474596748578591e-01
1.008964999999999890e+00 1.489999999998999902e-01 5.062475636171984705e-01
1.009698999999999902e+00 1.499999999998999911e-01 5.492429407264945995e-01
1.011214000000000057e+00 1.519999999998999929e-01 6.331186281158798224e-01
1.011006999999999989e+00 1.539999999999999980e-01 6.300473762479428252e-01
1.011463000000000001e+00 1.549999999998999956e-01 6.553929160201846793e-01
1.011825999999999892e+00 1.570000000000000007e-01 6.817951559025194896e-01
1.012198000000000153e+00 1.589999999998999991e-01 7.093962630366302813e-01
1.012280000000000069e+00 1.599999999999000000e-01 7.357080973159513260e-01
1.012829999999999897e+00 1.969999999999999807e-01 8.087609751495787869e-01
1.013142999999999905e+00 2.339999999999000102e-01 8.351976802511998921e-01
1.013381000000000087e+00 2.359999999999999876e-01 8.661544870537417617e-01
1.014205000000000023e+00 2.369999999998999851e-01 9.261122850169222209e-01
1.014974999999999961e+00 2.390000000000000180e-01 9.791910625535981127e-01
1.015913999999999984e+00 2.409999999999000164e-01 1.045830563860099094e+00
1.016045000000000087e+00 2.779999999999999694e-01 1.063378459033508028e+00
1.016369999999999996e+00 2.799999999998999956e-01 1.091130090158705990e+00
1.016997000000000151e+00 2.810000000000000275e-01 1.201700485201808055e+00
1.017732000000000081e+00 3.189999999998999747e-01 1.273983472256847271e+00
1.018181999999999920e+00 3.830000000000000071e-01 1.312343052911622010e+00
1.019134999999999902e+00 4.819999999999000084e-01 1.400943184766128224e+00
1.020100999999999924e+00 4.839999999999999858e-01 1.480880841208532583e+00
1.020748999999999906e+00 4.859999999998999565e-01 1.540243447501136176e+00
1.020373999999999892e+00 4.870000000000000440e-01 1.519825642808830146e+00
1.021209000000000033e+00 5.160000000000000142e-01 1.595520933232958516e+00
1.021401999999999921e+00 5.449999999998998979e-01 1.640686984735412857e+00
1.021559000000000106e+00 5.469999999999000106e-01 1.722342974790080694e+00
1.022361000000000075e+00 5.490000000000000435e-01 1.826659444204260074e+00
1.022459000000000007e+00 5.859999999998999343e-01 1.849046650620128851e+00
1.022813999999999890e+00 7.139999999999000480e-01 1.893128345790359601e+00
1.023314999999999975e+00 7.429999999998999627e-01 1.981009637849708627e+00
1.024026000000000103e+00 7.439999999998999636e-01 2.137012104353944952e+00
1.024181999999999926e+00 7.819999999998999973e-01 2.165657071176954496e+00
1.024481999999999893e+00 8.479999999999000559e-01 2.248079028718128480e+00
1.026032000000000055e+00 8.860000000000000098e-01 2.403212712256594497e+00
1.026191000000000075e+00 8.259999999998999254e-01 2.515304850547122495e+00
1.026772000000000018e+00 8.279999999999000382e-01 2.632308282818294654e+00
1.027518000000000153e+00 8.649999999999000710e-01 2.747417779509849556e+00
1.027762999999999982e+00 9.669999999999999707e-01 2.803240113372125641e+00
1.028094999999999981e+00 1.004999999999899973e+00 2.862718807467001358e+00
1.029121000000000175e+00 9.810000000000000941e-01 2.978790614149677385e+00
1.028558000000000083e+00 9.819999999999000639e-01 2.961850302326339612e+00
1.028855999999999993e+00 1.047999999999899901e+00 3.015598500178586328e+00
1.030418000000000056e+00 1.112999999999900069e+00 3.204183906232629386e+00
1.030774999999999997e+00 1.116999999999999993e+00 3.273904152497956410e+00
1.031266000000000016e+00 1.118999999999900075e+00 3.429111468441077282e+00
1.031843999999999983e+00 1.120999999999999996e+00 3.545081045572554324e+00
1.032005999999999979e+00 1.149999999999999911e+00 3.601859093221897901e+00
