x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.993090000000000028e-01 1.600000000000001074e-02 -2.556206865756597071e-02
9.995330000000000048e-01 -3.400000000000001632e-02 -1.798876719739116864e-02
1.000043999999999933e+00 -1.800000000000000211e-02 -4.306892893959878010e-03
1.000439999999999996e+00 1.360000000000000098e-01 1.060812655665159532e-02
9.991839999999999611e-01 1.369999999999999829e-01 -8.973186991774732835e-03
1.000388000000000055e+00 1.810000000000000220e-01 1.659970219064864361e-02
1.000931999999999933e+00 1.369999999999999829e-01 2.953693858170461026e-02
1.001870000000000038e+00 1.379999999999000082e-01 5.112989368801700019e-02
1.002275999999999945e+00 1.789999999998999891e-01 6.134967544737834899e-02
1.003422999999999954e+00 1.799999999998999900e-01 1.002546933612142449e-01
1.003889999999999949e+00 2.939999999999000080e-01 1.291753273020714576e-01
1.005775000000000086e+00 2.939999999999000080e-01 1.679901209986212340e-01
1.006615000000000038e+00 2.620000000000000107e-01 1.868730593098429649e-01
1.007209000000000021e+00 1.799999999998999900e-01 2.008260565997510294e-01
1.008443999999999896e+00 1.810000000000000220e-01 2.285921568265526505e-01
1.009771999999999892e+00 2.239999999999000013e-01 2.564572347015029452e-01
1.010980999999999908e+00 2.239999999999000013e-01 2.813537917138878020e-01
1.012046000000000001e+00 1.510000000000000231e-01 3.064491355658721106e-01
1.011557999999999957e+00 3.799999999999999906e-02 3.329351593526702624e-01
1.012385000000000090e+00 1.119999999998999990e-01 3.524776752224407783e-01
1.013177999999999912e+00 1.129999999998999999e-01 3.758074389182138320e-01
1.013824999999999976e+00 1.969999999999000051e-01 4.008675023276149774e-01
1.014348000000000027e+00 2.390000000000000180e-01 4.115717303729676257e-01
1.013670000000000071e+00 2.809999999998999964e-01 4.081112644817402324e-01
1.016021000000000063e+00 2.819999999998999973e-01 4.585298112521598579e-01
1.016566000000000081e+00 2.840000000000000302e-01 4.832876382483962119e-01
1.017392000000000074e+00 4.410000000000000031e-01 5.335726863309825374e-01
1.018227999999999911e+00 5.879999999999999671e-01 5.653976750003542051e-01
