x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 -3.194933845290118639e-18
1.037534999999999874e+00 1.393999999999999840e-03 3.164395561682242352e-03
1.043638000000000066e+00 1.527999999999999844e-03 3.921328750888915249e-03
1.054263999999999868e+00 2.011999999999999900e-03 5.386528215045182852e-03
1.059431999999999929e+00 2.128999999999999816e-03 6.201230185352795896e-03
1.081167999999999907e+00 3.965999999999999907e-03 1.033404065242125684e-02
1.097388000000000030e+00 6.184000000000000261e-03 1.417656597658035339e-02
1.097439999999999971e+00 6.939999999999999121e-03 1.424524659605555695e-02
1.112087000000000048e+00 8.906000000000000721e-03 1.826625206611546398e-02
1.119574999999999987e+00 1.142999999999999919e-02 2.080264742680704507e-02
1.143044999999999867e+00 2.195700000000000082e-02 3.078364202052604956e-02
1.151988000000000012e+00 2.654000000000000109e-02 3.576073113314299362e-02
1.156528000000000000e+00 2.780099999999999932e-02 3.831145380817870677e-02
1.161874000000000073e+00 2.917100000000000248e-02 4.156421474420935597e-02
1.177151000000000058e+00 3.401799999999999963e-02 5.448335210519437977e-02
1.181160999999999905e+00 3.604599999999999471e-02 5.796773678329730783e-02
