x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 1.058791184067875424e-19
9.993090000000000028e-01 1.600000000000001074e-02 -5.354809217073296980e-06
9.995330000000000048e-01 -3.400000000000001632e-02 -3.766367626297307440e-06
1.000043999999999933e+00 -1.800000000000000211e-02 -9.013529771059394237e-07
1.000439999999999996e+00 1.360000000000000098e-01 1.113895463127997573e-02
9.991839999999999611e-01 1.369999999999999829e-01 -1.874246875729181744e-06
1.000388000000000055e+00 1.810000000000000220e-01 2.105016986501816872e-02
1.000931999999999933e+00 1.369999999999999829e-01 3.456872557535949769e-02
1.001870000000000038e+00 1.379999999999000082e-01 5.683801361545081504e-02
1.002275999999999945e+00 1.789999999998999891e-01 6.785437856633019793e-02
1.003422999999999954e+00 1.799999999998999900e-01 1.145557444608910763e-01
1.003889999999999949e+00 2.939999999999000080e-01 1.537539047762707389e-01
1.005775000000000086e+00 2.939999999999000080e-01 1.918548995325015383e-01
1.006615000000000038e+00 2.620000000000000107e-01 2.113481170409159671e-01
1.007209000000000021e+00 1.799999999998999900e-01 2.260756113400178291e-01
1.008443999999999896e+00 1.810000000000000220e-01 2.548434705089170915e-01
1.009771999999999892e+00 2.239999999999000013e-01 2.828181320890383321e-01
1.010980999999999908e+00 2.239999999999000013e-01 3.076454371702341817e-01
1.012046000000000001e+00 1.510000000000000231e-01 3.343714195139062539e-01
1.011557999999999957e+00 3.799999999999999906e-02 3.795505254772829073e-01
1.012385000000000090e+00 1.119999999998999990e-01 4.002480834339033899e-01
1.013177999999999912e+00 1.129999999998999999e-01 4.269732703307740351e-01
1.013824999999999976e+00 1.969999999999000051e-01 4.577271618592100300e-01
1.014348000000000027e+00 2.390000000000000180e-01 4.683274372389388263e-01
1.013670000000000071e+00 2.809999999998999964e-01 4.700833553655027197e-01
1.016021000000000063e+00 2.819999999998999973e-01 5.210821930341086317e-01
1.016566000000000081e+00 2.840000000000000302e-01 5.521308343860681367e-01
1.017392000000000074e+00 4.410000000000000031e-01 6.174810402585532154e-01
1.018227999999999911e+00 5.879999999999999671e-01 6.555376839172677439e-01
1.018231000000000108e+00 6.719999999999999307e-01 6.542854862444764663e-01
1.018536000000000108e+00 6.730000000000000426e-01 6.747490121165623522e-01
1.019657000000000036e+00 6.740000000000000435e-01 6.982389326570548338e-01
1.019881999999999955e+00 7.590000000000000080e-01 7.144907658886033852e-01
1.021182000000000034e+00 8.739999999999999991e-01 8.012357402915749605e-01
1.022197999999999940e+00 9.169999999999999263e-01 8.359758365618439324e-01
1.022342000000000084e+00 8.870000000000000107e-01 8.556681409921575998e-01
1.023276000000000074e+00 8.880000000000000115e-01 8.843109047995315608e-01
1.023400000000000087e+00 8.890000000000000124e-01 8.964676430541479446e-01
1.023776000000000019e+00 8.899999999999999023e-01 9.085224045909182644e-01
1.024928999999999979e+00 8.910000000000000142e-01 9.811594303091788483e-01
1.025349000000000066e+00 8.920000000000000151e-01 1.014847831612465834e+00
1.025028000000000050e+00 8.930000000000000160e-01 1.017459971686384801e+00
1.026888999999999941e+00 8.209999999999999520e-01 1.067981573255601946e+00
1.027300000000000102e+00 7.900000000000000355e-01 1.088832074840566877e+00
1.026944999999999997e+00 7.910000000000000364e-01 1.108698726494278475e+00
1.028821999999999903e+00 7.919999999999999263e-01 1.201859441628641223e+00
1.029112000000000027e+00 7.940000000000000391e-01 1.211122813939457199e+00
1.030586999999999920e+00 7.950000000000000400e-01 1.256877113437091964e+00
1.031255999999999950e+00 7.960000000000000409e-01 1.289207940745505043e+00
1.031579000000000024e+00 8.289999999999999591e-01 1.306281811834667739e+00
1.032113000000000058e+00 8.619999999999999885e-01 1.322108416857542323e+00
1.032793999999999990e+00 8.630000000000001004e-01 1.408350038481526623e+00
