x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.998000000000000220e-01 1.069999999998999946e-01 -6.519746655266752024e-07
1.000383000000000022e+00 5.999999999999972716e-02 1.136522184833665614e-02
1.002707000000000015e+00 2.099999999999975150e-02 8.083925963110170920e-02
1.004367999999999927e+00 6.699999999999978195e-02 1.310332591735902386e-01
1.006379999999999830e+00 1.069999999998999946e-01 1.924587577617534184e-01
1.007229999999999848e+00 1.410000000000000142e-01 2.186575825439731613e-01
1.007824999999999971e+00 1.079999999999999988e-01 2.370667390384146311e-01
1.008544000000000107e+00 1.099999999998999972e-01 2.594090631877237763e-01
1.009117999999999959e+00 2.030000000000000138e-01 2.773360948734380771e-01
1.011165000000000092e+00 3.329999999998999871e-01 3.416833270581549065e-01
1.012201999999999824e+00 3.089999999999000213e-01 3.746115672613652969e-01
1.012772000000000006e+00 2.849999999999999756e-01 3.929094170234749273e-01
1.013678999999999997e+00 3.149999999998999711e-01 4.225839728808302720e-01
1.015057000000000098e+00 3.819999999998999751e-01 4.673394739320458902e-01
1.016755999999999993e+00 4.489999999998999791e-01 5.229380111361779937e-01
1.018093999999999832e+00 4.529999999998999827e-01 5.674549905980413866e-01
1.018728000000000078e+00 4.829999999999000093e-01 5.888644339606867728e-01
1.020291999999999977e+00 5.130000000000000115e-01 6.421843051033463423e-01
1.020494999999999930e+00 5.439999999999000080e-01 6.492297284159480597e-01
1.021516000000000091e+00 6.109999999999999876e-01 6.836309589160962652e-01
1.022309999999999830e+00 5.779999999999999583e-01 7.113206126972485555e-01
1.023193999999999937e+00 5.809999999998999298e-01 7.421501481102834585e-01
1.024072000000000093e+00 6.470000000000000195e-01 7.731421660485950920e-01
1.024848999999999899e+00 6.879999999998999138e-01 8.019065133141439761e-01
1.025852999999999904e+00 7.299999999998999511e-01 8.382073259019721112e-01
1.027441999999999966e+00 7.339999999998999547e-01 8.955172607442474231e-01
1.028934000000000015e+00 8.649999999999000710e-01 9.497406159511604384e-01
1.029970999999999970e+00 9.329999999998999094e-01 9.877854162823398454e-01
1.031008999999999842e+00 9.740000000000000879e-01 1.026728014392289223e+00
1.031717999999999913e+00 1.016000000000000014e+00 1.055023985336444703e+00
1.032181999999999933e+00 1.121999999999899966e+00 1.074083710194159380e+00
1.032567999999999930e+00 1.226000000000000201e+00 1.091346956050400774e+00
1.033420000000000005e+00 1.368000000000000105e+00 1.124533718925944337e+00
