x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 -3.726944967918921492e-17
9.990679999999999561e-01 4.600000000000003392e-02 -1.368628547819690164e-02
9.995389999999999553e-01 -3.199999999999991046e-02 -1.045872479458168601e-02
1.001347999999999905e+00 -1.419999999998999840e-01 7.066348323084367493e-03
1.001762000000000041e+00 -9.499999999999991784e-02 1.235625881292089917e-02
1.002075999999999967e+00 -3.999999999999880387e-03 1.648779792294228705e-02
1.002477999999999980e+00 7.500000000000019151e-02 2.124427655619946786e-02
1.003586000000000089e+00 6.500000000000016875e-02 3.148785911958030398e-02
1.004134000000000082e+00 2.989999999999999880e-01 3.968962501837070000e-02
1.004556000000000004e+00 3.780000000000000027e-01 5.042991270586871799e-02
1.004934999999999912e+00 3.800000000000000044e-01 6.238846745709680786e-02
1.004950000000000010e+00 3.810000000000000053e-01 6.526928839991857911e-02
1.005997999999999948e+00 4.279999999999999916e-01 7.886322843022806894e-02
1.006413000000000002e+00 5.839999999999999636e-01 8.690717805544140306e-02
1.007217000000000029e+00 6.640000000000000346e-01 9.783212885928066482e-02
1.007899000000000100e+00 7.110000000000000764e-01 1.128679069871839219e-01
1.008764999999999912e+00 7.910000000000000364e-01 1.314355542359938178e-01
1.009390000000000009e+00 9.150000000000000355e-01 1.430328880578529416e-01
1.010585000000000067e+00 1.106000000000000094e+00 1.634684603487157606e-01
1.010899999999999910e+00 1.152000000000000135e+00 1.718455567604597334e-01
1.011594000000000104e+00 1.189000000000000057e+00 1.838251999738274023e-01
1.012550999999999979e+00 1.224999999999999867e+00 2.127071407019341109e-01
1.013004000000000016e+00 1.338999999999999968e+00 2.279790991962798163e-01
1.013892000000000015e+00 1.264000000000000012e+00 2.505746881805725468e-01
1.015222000000000069e+00 1.300000000000000044e+00 2.863108886582343415e-01
1.015759999999999996e+00 1.381000000000000005e+00 3.134108911317456392e-01
1.016547000000000089e+00 1.462999999999899936e+00 3.433818073831078066e-01
1.017017000000000060e+00 1.579000000000000181e+00 3.677354397636430350e-01
1.018299999999999983e+00 1.616000000000000103e+00 4.146153078998510710e-01
1.018558999999999992e+00 1.618999999999999995e+00 4.333192945033277899e-01
1.020245999999999986e+00 1.655000000000000027e+00 4.895606410832305522e-01
1.020936999999999983e+00 1.657999999999999918e+00 5.354820077168810366e-01
1.021160999999999985e+00 1.694999999999999840e+00 5.692415392332015323e-01
1.022467000000000015e+00 1.698000000000000176e+00 6.170532819174603389e-01
1.023228999999999944e+00 1.735000000000000098e+00 6.792909452692463823e-01
1.024232999999999949e+00 1.737999999999999989e+00 7.258645713866799243e-01
1.024731999999999976e+00 1.740999999999999881e+00 7.641021990594935032e-01
1.025344000000000033e+00 1.743999999999899853e+00 8.085760254298145489e-01
1.026154000000000011e+00 1.747000000000000108e+00 8.368522552719729335e-01
1.027206000000000063e+00 1.750000000000000000e+00 9.021224888442013201e-01
1.027667000000000108e+00 1.752999999999999892e+00 9.564497583985166473e-01
1.028388999999999998e+00 1.756000000000000005e+00 1.003510561016262681e+00
1.029219000000000106e+00 1.678999999999999826e+00 1.060798390070143871e+00
1.029960999999999904e+00 1.681999999999999940e+00 1.131343537571061431e+00
1.030837000000000003e+00 1.685000000000000053e+00 1.189106561813233931e+00
1.032092000000000009e+00 1.735000000000000098e+00 1.278188614695474623e+00
1.033142999999999923e+00 1.737999999999999989e+00 1.348230217656128049e+00
1.033473000000000086e+00 1.740999999999999881e+00 1.412331664494948180e+00
1.034421999999999953e+00 1.791000000000000147e+00 1.477630573083204890e+00
1.035099999999999909e+00 1.794000000000000039e+00 1.569283230384070471e+00
1.035446000000000089e+00 1.796999999999999931e+00 1.637544579349710760e+00
1.036459999999999937e+00 1.800000000000000044e+00 1.714922204460438859e+00
1.037698999999999927e+00 1.802999999999999936e+00 1.826936180694416212e+00
1.039047999999999972e+00 1.852999999999999980e+00 1.959788779363400346e+00
1.039727999999999986e+00 1.903000000000000025e+00 2.042639671001651003e+00
1.041007999999999933e+00 1.905999999999999917e+00 2.158475557761320829e+00
1.040705999999999909e+00 1.909000000000000030e+00 2.134511737599235737e+00
1.041454000000000102e+00 1.958999999999999853e+00 2.218761776325702151e+00
1.042300999999999922e+00 2.091000000000000192e+00 2.341379401039902497e+00
1.042891999999999930e+00 2.177000000000000046e+00 2.461522996405619335e+00
1.043766999999999889e+00 2.133999999999999897e+00 2.559100406400911076e+00
1.044545000000000057e+00 2.137000000000000011e+00 2.675946991078220094e+00
1.046200999999999937e+00 2.223000000000000309e+00 2.819788277382864639e+00
1.046832999999999902e+00 2.262000000000000011e+00 2.922638520502941706e+00
1.048373999999999917e+00 2.395999999999999908e+00 3.094120935413132933e+00
1.049576000000000064e+00 2.399000000000000021e+00 3.273095349668416532e+00
1.050316000000000027e+00 2.402000000000000135e+00 3.418134456240339958e+00
1.050847000000000087e+00 2.487999999999999989e+00 3.538331999907640579e+00
1.051781999999999995e+00 2.575000000000000178e+00 3.674603799095824463e+00
1.052656000000000036e+00 2.579000000000000181e+00 3.793599748560621876e+00
1.054999000000000020e+00 2.582999999999999741e+00 4.030171642872758753e+00
1.055884000000000045e+00 2.633000000000000007e+00 4.176539993596382949e+00
1.056308999999999942e+00 2.721000000000000085e+00 4.267987181565180421e+00
1.057465000000000099e+00 2.774000000000000021e+00 4.463440129232364662e+00
1.057701999999999920e+00 2.778999999999999915e+00 4.618417500069472048e+00
1.058616999999999919e+00 2.782000000000000028e+00 4.763686294647584418e+00
1.060164000000000106e+00 2.833000000000000185e+00 4.993650036554915239e+00
1.061137999999999915e+00 2.884999999999999787e+00 5.161263389313469396e+00
1.063109000000000082e+00 2.985999999999999766e+00 5.424273662348636726e+00
1.064168000000000003e+00 2.943000000000000060e+00 5.619319282731186860e+00
1.065121999999999902e+00 2.994999999999999662e+00 5.764912957254100689e+00
1.066550000000000109e+00 3.082999999999999741e+00 6.034804264306035115e+00
1.067967000000000111e+00 3.136000000000000121e+00 6.312083809618782126e+00
1.069353999999999916e+00 3.225999999999900059e+00 6.567054802410487113e+00
1.070956000000000019e+00 3.229999999999999982e+00 6.905172425220344579e+00
1.072461000000000109e+00 3.366000000000000103e+00 7.162751925846803758e+00
1.073652000000000051e+00 3.539999999999900115e+00 7.406324461216051702e+00
1.075577000000000005e+00 3.629999999999999893e+00 7.823274456321508197e+00
1.076953999999999967e+00 3.588000000000000078e+00 8.076629721682049734e+00
1.078090999999999910e+00 3.591999999999900162e+00 8.384797034377587721e+00
1.080092000000000052e+00 3.814999999999999947e+00 8.704462451809231283e+00
1.081879000000000035e+00 4.038000000000000256e+00 9.035312291185135791e+00
1.082967000000000013e+00 4.214999999999999858e+00 9.331598198184941850e+00
1.084181000000000061e+00 4.258000000000000007e+00 9.564002250837665642e+00
1.085612000000000021e+00 4.446000000000000618e+00 9.968287728317989149e+00
1.086746999999999908e+00 4.621999999999999886e+00 1.027950664386634116e+01
1.089104999999999990e+00 4.895999999999999908e+00 1.070755835891115204e+01
1.090905000000000014e+00 5.123000000000000220e+00 1.115597725448116329e+01
1.092317999999999900e+00 5.264999999999999680e+00 1.143624015871406030e+01
1.093617999999999979e+00 5.576999999999999957e+00 1.176386467131768931e+01
1.096151000000000098e+00 5.804000000000000270e+00 1.229984715582572363e+01
1.098457999999999934e+00 5.947000000000000064e+00 1.271887108748379447e+01
1.099318999999999935e+00 6.089999999999999858e+00 1.313621049212438407e+01
1.100589000000000039e+00 6.317999999999999616e+00 1.344526567895184144e+01
1.103342999999999963e+00 6.594999999999999751e+00 1.410110644816525749e+01
1.104355999999999893e+00 6.738000000000000433e+00 1.442394594263581453e+01
1.105622000000000105e+00 6.832000000000000739e+00 1.485236014608472921e+01
1.107242000000000060e+00 6.889999999999899316e+00 1.522943740637985144e+01
1.110549999999999926e+00 7.033999999999899444e+00 1.585061321165723314e+01
1.111593000000000053e+00 7.128999999999999559e+00 1.617392443233564592e+01
1.112851999999999952e+00 7.309999999999999609e+00 1.652844188327675568e+01
1.113417000000000101e+00 7.443999999999999950e+00 1.679683577166163388e+01
1.115026000000000073e+00 7.541000000000000369e+00 1.719774700705859516e+01
1.117709999999999981e+00 7.550000000000000711e+00 1.780613722696201506e+01
1.119094999999999951e+00 7.596999999999999531e+00 1.819142943152469627e+01
1.120616000000000057e+00 7.693999999999999950e+00 1.863491575031673619e+01
1.122096999999999900e+00 7.877999999999999226e+00 1.907807669109402937e+01
1.124352000000000018e+00 8.064000000000000057e+00 1.961588179733939086e+01
1.126789000000000041e+00 8.199999999999899813e+00 2.015810765442314789e+01
1.128103999999999996e+00 8.473999999999900723e+00 2.053807234749114485e+01
1.129483999999999932e+00 8.659000000000000696e+00 2.097068187150829388e+01
1.130948999999999982e+00 8.882999999999899643e+00 2.147595253724906073e+01
1.132676999999999934e+00 9.156999999999898776e+00 2.199141186130763970e+01
1.136085000000000012e+00 9.520000000000001350e+00 2.279015141849605186e+01
1.137698000000000098e+00 9.833000000000000185e+00 2.334854271568624995e+01
1.138754000000000044e+00 1.007099999999999973e+01 2.375483669952360799e+01
1.140754999999999963e+00 1.017099999999999937e+01 2.428022740930272505e+01
1.143075999999999981e+00 1.039799999999999969e+01 2.492233510438297728e+01
1.144104999999999928e+00 1.076299999999999990e+01 2.525774818614563344e+01
1.145944000000000074e+00 1.109199999999999875e+01 2.567739416926415430e+01
1.147499999999999964e+00 1.136999999999999922e+01 2.636015816274948165e+01
1.149427999999999894e+00 1.156099999999999994e+01 2.695602430271749128e+01
1.151540999999999926e+00 1.180299999999999905e+01 2.759521353194157456e+01
1.153833000000000109e+00 1.236400000000000077e+01 2.838418862275426235e+01
1.155616999999999894e+00 1.269799999999999862e+01 2.922507261139464418e+01
1.157213000000000047e+00 1.307000000000000028e+01 2.995451905912272750e+01
1.158910000000000107e+00 1.349399999999990030e+01 3.075774076703238080e+01
1.162230000000000096e+00 1.395800000000000018e+01 3.202334249105963693e+01
1.163551999999999920e+00 1.433399999999999963e+01 3.263875994499035471e+01
1.165867999999999904e+00 1.475999999999999979e+01 3.391141009541600937e+01
1.167850000000000055e+00 1.531500000000000128e+01 3.486467099100755007e+01
1.171472999999999987e+00 1.606200000000000117e+01 3.681918048612394045e+01
1.173448000000000047e+00 1.681300000000000239e+01 3.797814620038159461e+01
1.174728999999999912e+00 1.751300000000000168e+01 3.888857968853580616e+01
1.176485999999999921e+00 1.821400000000000219e+01 4.023264626632116858e+01
1.179832999999999910e+00 1.900699999999999790e+01 4.259739890418271102e+01
1.183111999999999941e+00 1.980000000000000071e+01 4.501427798112286638e+01
1.183178000000000063e+00 2.059499999999999886e+01 4.522450078607392498e+01
1.185237000000000096e+00 2.130499999999999972e+01 4.698282367084673439e+01
1.187777000000000083e+00 2.223500000000000298e+01 4.932103804403998026e+01
1.190307000000000004e+00 2.336100000000000065e+01 5.173570685124679613e+01
1.193613000000000035e+00 2.458099999999999952e+01 5.500344030512084714e+01
1.195310000000000095e+00 2.571199999999999974e+01 5.697145527207996452e+01
1.198604999999999920e+00 2.702799999999999869e+01 6.045884614541080992e+01
1.200644999999999962e+00 2.849099999999999966e+01 6.270775356076707396e+01
1.203497000000000039e+00 3.004700000000000060e+01 6.632830104210066224e+01
1.204855999999999927e+00 3.164699999999989899e+01 6.830034594593725217e+01
1.209133999999999931e+00 3.329999999999989768e+01 7.387305726934330607e+01
1.211845999999999979e+00 3.510000000000000142e+01 7.761023153885535919e+01
