x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000323000000000073e+00 0.000000000000000000e+00 1.258985194797147995e-02
9.998249999999999638e-01 9.999999999999161036e-04 2.400754409108895462e-05
9.979409999999999670e-01 9.999999999999161036e-04 -3.218773288889974519e-04
9.968289999999999651e-01 2.000000000000048614e-03 -4.936295538968906779e-06
9.951879999999999615e-01 2.999999999999964501e-03 -7.616302023184612168e-06
9.940250000000001585e-01 2.999999999999964501e-03 -9.690129597818208717e-06
9.932720000000001548e-01 3.999999999999880387e-03 -1.119143314105614892e-05
9.925950000000000051e-01 5.000000000000013115e-03 -1.246256596854571465e-05
9.923389999999999711e-01 3.600000000000000422e-02 -1.308178748005166409e-05
9.921100000000000474e-01 6.700000000000000400e-02 -1.347135124975615051e-05
9.924830000000000041e-01 6.900000000000004741e-02 -1.280399860015272569e-05
9.930130000000000345e-01 6.999999999999996503e-02 -1.170827769105433701e-05
9.935230000000001560e-01 7.099999999999988265e-02 -1.078675013248546142e-05
9.938690000000000024e-01 7.200000000000000844e-02 -9.937930591497539396e-06
9.962349999999999817e-01 7.299999999999992606e-02 -6.062033672288283328e-06
9.969339999999999868e-01 7.400000000000006573e-02 -1.300487687080645273e-04
9.973180000000000378e-01 7.499999999999998335e-02 -4.631931154943140722e-04
9.986160000000001702e-01 7.599999999999990097e-02 -3.584182149791982847e-04
9.999149999999999983e-01 7.700000000000002676e-02 9.338976901948351428e-04
1.000963999999999965e+00 7.799999999999994438e-02 4.055557680567738188e-02
1.001317000000000013e+00 7.899999999999986200e-02 5.765149329644059933e-02
1.001503000000000032e+00 7.999999999999998779e-02 6.667570153126314847e-02
1.001972000000000085e+00 8.099999999999990541e-02 8.704587968306982948e-02
1.002512000000000070e+00 5.199999999999996292e-02 1.104116301498884595e-01
1.002890000000000059e+00 2.300000000000001696e-02 1.272725058778825524e-01
1.004699999999999926e+00 2.399999999999993111e-02 2.044024181274936569e-01
1.005438000000000054e+00 2.500000000000006384e-02 2.389916725975763101e-01
1.005633999999999917e+00 7.999999999999998779e-02 2.621540824884147636e-01
1.006982000000000044e+00 1.119999999998999990e-01 3.227211976683943551e-01
1.007469000000000170e+00 1.129999999999999893e-01 3.525735127428535343e-01
1.007698999999999900e+00 1.139999999999000008e-01 3.653730074482577361e-01
1.008103999999999889e+00 1.149999999999000017e-01 3.927754159006759394e-01
1.008528000000000091e+00 1.160000000000000059e-01 4.171215902407548470e-01
1.009352000000000027e+00 1.479999999998999893e-01 4.549468874660218543e-01
1.009714999999999918e+00 1.489999999999999936e-01 4.748254704201209098e-01
1.010052000000000172e+00 1.809999999998999909e-01 4.890382109307164771e-01
1.010751000000000177e+00 2.669999999999000395e-01 5.331889014674331406e-01
1.011102000000000167e+00 3.539999999999000058e-01 5.647515820692938782e-01
1.011943000000000037e+00 3.860000000000000098e-01 6.246542642523091882e-01
1.012666999999999984e+00 3.869999999999999551e-01 6.642625727406336056e-01
1.014320000000000110e+00 4.430000000000000049e-01 7.520225060359364555e-01
1.014108999999999927e+00 5.289999999999999147e-01 7.611637474874800580e-01
1.014304000000000094e+00 5.310000000000000275e-01 7.734203133908101879e-01
1.014871000000000079e+00 5.009999999998999698e-01 7.994061674984784815e-01
1.015648000000000106e+00 5.020000000000000018e-01 8.448936340478503393e-01
1.015843000000000051e+00 5.579999999999000204e-01 8.650178187687999065e-01
1.016401000000000110e+00 6.459999999998999876e-01 8.956478675318534366e-01
1.016988999999999921e+00 7.010000000000000675e-01 9.592029595383663176e-01
1.016971000000000069e+00 6.719999999999999307e-01 9.801190034894420311e-01
1.016747000000000067e+00 7.039999999999999591e-01 9.818121767030130176e-01
1.017260000000000053e+00 7.600000000000000089e-01 1.028843346312112494e+00
1.018177000000000110e+00 7.860000000000000320e-01 1.093858150299721110e+00
1.017872000000000110e+00 7.329999999998999538e-01 1.085225234089469470e+00
1.017754000000000048e+00 7.349999999999000666e-01 1.089221790232684617e+00
1.017887999999999904e+00 7.909999999999000053e-01 1.104728174212692648e+00
1.017957000000000001e+00 8.239999999999000346e-01 1.115366522709932529e+00
1.018372999999999973e+00 8.499999999998999467e-01 1.146279950822863825e+00
1.018421000000000021e+00 8.279999999999999583e-01 1.175332632482310791e+00
1.019140000000000157e+00 8.840000000000000080e-01 1.250863074416178389e+00
1.019191000000000180e+00 9.409999999999000275e-01 1.291945192134590803e+00
1.019330999999999987e+00 9.979999999999999982e-01 1.301335888393394757e+00
1.019601999999999897e+00 1.024000000000000021e+00 1.327987447684457978e+00
1.019671999999999912e+00 1.057999999999999829e+00 1.366309904868876490e+00
1.020737999999999923e+00 1.146000000000000130e+00 1.462706497611960810e+00
1.020782000000000078e+00 1.258999999999999897e+00 1.472362503018964652e+00
1.021373000000000086e+00 1.316999999999900028e+00 1.519205887639479169e+00
1.021665000000000045e+00 1.263000000000000123e+00 1.541953623856285205e+00
1.022391999999999967e+00 1.320999999999999952e+00 1.598014346391121165e+00
1.022294000000000036e+00 1.433999999999999941e+00 1.605239469714903500e+00
1.023681000000000063e+00 1.554999999999999938e+00 1.720457452106938456e+00
1.023952999999999891e+00 1.645000000000000018e+00 1.791166436829483066e+00
1.024467000000000017e+00 1.646999999999900099e+00 1.852584395060789202e+00
1.025102000000000180e+00 1.816999999999900028e+00 1.925847595406591006e+00
1.025022000000000100e+00 1.994999999999999885e+00 1.962344440364636178e+00
1.025687000000000015e+00 2.172999999999899678e+00 2.030133055336986736e+00
1.026001000000000163e+00 2.262999999999999901e+00 2.069164404886027153e+00
1.027025000000000077e+00 2.354000000000000092e+00 2.157735945965731705e+00
1.027236000000000038e+00 2.500999999999899970e+00 2.204734254381407688e+00
1.028140999999999972e+00 2.648000000000000131e+00 2.303978759464365922e+00
1.028419999999999890e+00 2.739000000000000323e+00 2.349245307373597047e+00
1.029018999999999906e+00 2.830000000000000071e+00 2.440120220655874750e+00
1.029777000000000164e+00 3.009999999999899867e+00 2.538498833480021144e+00
1.030254000000000003e+00 3.157000000000000028e+00 2.598116416251186500e+00
1.030102000000000073e+00 3.249000000000000110e+00 2.602249350516226301e+00
1.030873000000000150e+00 3.308999999999900243e+00 2.720638189284295017e+00
1.031472000000000167e+00 3.367999999999899963e+00 2.808490049301420655e+00
1.032094999999999985e+00 3.491999999999900073e+00 2.882206198134321884e+00
1.032487000000000155e+00 3.528000000000000025e+00 2.936081431521861518e+00
1.033171000000000062e+00 3.531999999999899664e+00 3.024308256784973725e+00
1.033850000000000158e+00 3.536000000000000032e+00 3.137536327199361263e+00
1.034753000000000034e+00 3.571999999999899700e+00 3.230608940858782141e+00
1.035427000000000097e+00 3.608000000000000096e+00 3.400073743521224046e+00
1.035862999999999978e+00 3.611999999999900179e+00 3.492334771988804931e+00
1.037543000000000104e+00 3.673000000000000043e+00 3.731790937117128948e+00
1.037910000000000110e+00 3.758999999999899977e+00 3.791573111358175208e+00
1.038642000000000065e+00 3.787999999999899892e+00 3.891464639149202931e+00
1.039794000000000107e+00 3.791999999999899895e+00 4.077587653416967939e+00
1.040477000000000096e+00 3.819999999999899920e+00 4.183611323760309197e+00
1.041469999999999896e+00 3.905999999999900218e+00 4.357433600091979109e+00
1.041959000000000080e+00 3.991999999999999993e+00 4.431086213191878898e+00
1.042596999999999996e+00 4.020999999999899543e+00 4.537787116556962985e+00
1.042945000000000011e+00 4.025000000000000355e+00 4.593955638279437537e+00
1.043336000000000041e+00 4.110999999999999766e+00 4.677288008200473968e+00
1.044146000000000019e+00 4.262999999999899536e+00 4.809069962278839760e+00
1.045134000000000007e+00 4.438999999999899693e+00 5.057330884155422979e+00
1.045717000000000008e+00 4.525999999999999801e+00 5.270976784886712174e+00
1.047093000000000051e+00 4.701999999999999957e+00 5.500204081885108565e+00
1.047858000000000178e+00 4.936999999999899913e+00 5.648559225639339765e+00
1.048556999999999961e+00 5.114999999999999325e+00 5.758131444462022408e+00
1.050452000000000163e+00 5.242999999999899963e+00 6.015148485049102156e+00
1.051263000000000059e+00 5.428999999999999382e+00 6.165926183426748253e+00
1.052184000000000008e+00 5.639999999999999680e+00 6.414149059877347625e+00
1.053074999999999983e+00 5.825999999999999623e+00 6.636940423339669159e+00
1.054334000000000104e+00 5.954999999999899707e+00 6.859087707584629712e+00
1.055126999999999926e+00 6.110000000000000320e+00 7.163194823045338389e+00
1.056186000000000069e+00 6.320999999999899366e+00 7.436359041393170166e+00
1.057504000000000000e+00 6.557999999999999829e+00 7.635563550254902410e+00
1.058392999999999917e+00 6.746000000000000441e+00 7.831381616984924854e+00
1.059324000000000154e+00 6.892999999999999794e+00 8.046329612431007305e+00
1.059726000000000168e+00 7.082999999999899821e+00 8.111626659693349950e+00
1.061625000000000041e+00 7.420999999999999375e+00 8.510192756437000128e+00
1.062718999999999969e+00 7.667999999999899785e+00 8.722178877132744645e+00
1.063882999999999912e+00 7.825000000000000178e+00 8.958244052603999918e+00
1.064793000000000101e+00 7.983000000000000540e+00 9.443699536419213558e+00
1.065851000000000104e+00 8.139999999999998792e+00 9.658560668840385333e+00
1.067048999999999914e+00 8.380000000000000782e+00 1.001527485780826332e+01
1.068722000000000172e+00 8.621000000000000441e+00 1.042994183120593732e+01
1.070208000000000048e+00 8.895999999999999019e+00 1.083784616489950814e+01
1.071552000000000060e+00 9.171000000000001151e+00 1.114345438872049243e+01
1.072785000000000100e+00 9.421000000000001151e+00 1.147123747200381061e+01
1.073472999999999900e+00 9.696999999999899700e+00 1.183752077254276003e+01
1.074166000000000176e+00 1.004000000000000092e+01 1.234547040957037112e+01
1.076311000000000018e+00 1.034999999999999964e+01 1.281221602506605173e+01
1.077626999999999891e+00 1.063499999999999979e+01 1.314746527922101116e+01
1.079220000000000068e+00 1.091299999999990078e+01 1.357877935346374265e+01
1.079838000000000076e+00 1.119299999999999962e+01 1.389209228423698761e+01
1.081760000000000055e+00 1.149799999999999933e+01 1.441739486794424963e+01
1.082278000000000073e+00 1.187000000000000099e+01 1.466844196412666612e+01
1.083779000000000048e+00 1.218400000000000105e+01 1.517554260829997048e+01
1.085005999999999915e+00 1.248799999999990007e+01 1.567541757675536651e+01
1.086427000000000032e+00 1.280199999999999960e+01 1.658852913832880205e+01
1.087285000000000057e+00 1.314199999999999946e+01 1.697374396191592894e+01
1.088708000000000009e+00 1.342399999999999949e+01 1.746477113953871907e+01
1.090648999999999980e+00 1.376499999999999879e+01 1.813743494066560302e+01
1.091779000000000055e+00 1.401299999999999990e+01 1.855128081216449232e+01
1.093798999999999966e+00 1.429499999999999993e+01 1.931610207693825032e+01
1.094543999999999961e+00 1.463799999999999990e+01 1.974430246262281585e+01
1.096300000000000052e+00 1.504100000000000037e+01 2.058047338135507331e+01
1.097660999999999998e+00 1.546999999999999886e+01 2.132263131652238641e+01
1.098958000000000101e+00 1.581499999999999950e+01 2.199467319979386559e+01
1.100020999999999916e+00 1.625499999999999901e+01 2.288988193335066867e+01
1.102842000000000100e+00 1.675499999999999901e+01 2.386047644606638940e+01
1.104153000000000162e+00 1.725600000000000023e+01 2.459685610167579384e+01
1.105269999999999975e+00 1.787699999999999889e+01 2.544220386470895434e+01
1.107374999999999998e+00 1.862600000000000122e+01 2.654618366308619670e+01
1.107363000000000097e+00 1.930900000000000105e+01 2.676549433912262188e+01
1.108859000000000039e+00 2.000100000000000122e+01 2.733027194613711686e+01
1.110794000000000059e+00 2.077899999999999991e+01 2.834571267076208656e+01
1.111509000000000080e+00 2.155799999999999983e+01 2.911489106869702681e+01
1.113172000000000050e+00 2.255100000000000193e+01 3.004028697786988289e+01
1.115782999999999969e+00 2.364000000000000057e+01 3.135361299316151573e+01
1.116835000000000022e+00 2.466399999999999793e+01 3.224014574999160487e+01
1.118368000000000029e+00 2.562800000000000011e+01 3.328340035668666275e+01
1.119804000000000022e+00 2.660200000000000031e+01 3.457255769469865925e+01
1.120693000000000161e+00 2.775800000000000267e+01 3.534012506950114130e+01
1.122624000000000066e+00 2.891700000000000159e+01 3.699143441361577089e+01
1.123895000000000088e+00 3.011299999999999955e+01 3.831072093932345268e+01
1.125758000000000036e+00 3.136999999999989797e+01 3.966268145010223378e+01
1.127502000000000004e+00 3.271599999999989450e+01 4.126531125681366063e+01
1.129677000000000042e+00 3.410000000000000142e+01 4.252426918385774712e+01
1.131308999999999898e+00 3.557999999999999829e+01 4.390777592147220076e+01
1.132932000000000050e+00 3.714900000000000091e+01 4.518731972612994241e+01
1.134595000000000020e+00 3.878999999999999915e+01 4.689130909176996198e+01
1.135691000000000006e+00 4.052100000000000080e+01 4.839929514561110580e+01
1.137321000000000026e+00 4.219399999999989603e+01 4.975218781733343576e+01
1.138741000000000003e+00 4.292699999999999960e+01 5.119846468958888153e+01
1.139280000000000070e+00 4.370099999999999341e+01 5.262166108147648913e+01
1.140684000000000031e+00 4.460099999999989961e+01 5.396850450131294252e+01
1.143103999999999898e+00 4.561599999999999966e+01 5.701761323707560791e+01
1.144497000000000098e+00 4.659700000000000131e+01 5.939070162421450050e+01
1.146129000000000175e+00 4.753399999999999892e+01 6.171422060894325767e+01
1.148168999999999995e+00 4.847299999999989950e+01 6.387900655689733753e+01
