x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000323000000000073e+00 0.000000000000000000e+00 3.594262044503415687e-02
9.998249999999999638e-01 9.999999999999161036e-04 2.251091075639287205e-05
9.979409999999999670e-01 9.999999999999161036e-04 -3.004486967498878002e-04
9.968289999999999651e-01 2.000000000000048614e-03 -3.651528547553511472e-06
9.951879999999999615e-01 2.999999999999964501e-03 -5.634117927876784450e-06
9.940250000000001585e-01 2.999999999999964501e-03 -7.168498516244155736e-06
9.932720000000001548e-01 3.999999999999880387e-03 -8.279522467842798168e-06
9.925950000000000051e-01 5.000000000000013115e-03 -9.220209949064213384e-06
9.923389999999999711e-01 3.600000000000000422e-02 -9.678643147864591826e-06
9.921100000000000474e-01 6.700000000000000400e-02 -9.966911348299059702e-06
9.924830000000000041e-01 6.900000000000004741e-02 -9.473045353432851053e-06
9.930130000000000345e-01 6.999999999999996503e-02 -8.662032779972303863e-06
9.935230000000001560e-01 7.099999999999988265e-02 -7.980118712203354987e-06
9.938690000000000024e-01 7.200000000000000844e-02 -7.351820160483332176e-06
9.962349999999999817e-01 7.299999999999992606e-02 -4.484405577402685401e-06
9.969339999999999868e-01 7.400000000000006573e-02 -1.166708363159090823e-04
9.973180000000000378e-01 7.499999999999998335e-02 -4.314597277222922880e-04
9.986160000000001702e-01 7.599999999999990097e-02 -3.358929185237037813e-04
9.999149999999999983e-01 7.700000000000002676e-02 8.760245754103910881e-04
1.000963999999999965e+00 7.799999999999994438e-02 1.101802609330987115e-01
1.001317000000000013e+00 7.899999999999986200e-02 1.527144227351232286e-01
1.001503000000000032e+00 7.999999999999998779e-02 1.751590110295360714e-01
1.001972000000000085e+00 8.099999999999990541e-02 2.295761641249670915e-01
1.002512000000000070e+00 5.199999999999996292e-02 2.922468773635205075e-01
1.002890000000000059e+00 2.300000000000001696e-02 3.366507364111331890e-01
1.004699999999999926e+00 2.399999999999993111e-02 5.466015907871075719e-01
1.005438000000000054e+00 2.500000000000006384e-02 6.354693638043203974e-01
1.005633999999999917e+00 7.999999999999998779e-02 6.721506915318937736e-01
1.006982000000000044e+00 1.119999999998999990e-01 8.325948777684634150e-01
