x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.990679999999999561e-01 4.600000000000003392e-02 -4.325156274863746025e-05
9.995389999999999553e-01 -3.199999999999991046e-02 -3.308350323074869939e-05
1.001347999999999905e+00 -1.419999999998999840e-01 1.578320330689032130e-02
1.001762000000000041e+00 -9.499999999999991784e-02 2.069678742330757076e-02
1.002075999999999967e+00 -3.999999999999880387e-03 2.451078407733103467e-02
1.002477999999999980e+00 7.500000000000019151e-02 2.944068205039841041e-02
1.003586000000000089e+00 6.500000000000016875e-02 4.307602534990445653e-02
1.004134000000000082e+00 2.989999999999999880e-01 5.042836346041399548e-02
1.004556000000000004e+00 3.780000000000000027e-01 5.724581040205260068e-02
1.004934999999999912e+00 3.800000000000000044e-01 6.454879144290823212e-02
1.004950000000000010e+00 3.810000000000000053e-01 6.559719104329396477e-02
1.005997999999999948e+00 4.279999999999999916e-01 8.141217903629420494e-02
1.006413000000000002e+00 5.839999999999999636e-01 8.887632118860494534e-02
1.007217000000000029e+00 6.640000000000000346e-01 1.018194558185799153e-01
1.007899000000000100e+00 7.110000000000000764e-01 1.157231481062432898e-01
1.008764999999999912e+00 7.910000000000000364e-01 1.338313217554966406e-01
1.009390000000000009e+00 9.150000000000000355e-01 1.463020774771559007e-01
1.010585000000000067e+00 1.106000000000000094e+00 1.696671056467685679e-01
1.010899999999999910e+00 1.152000000000000135e+00 1.776443109696565492e-01
1.011594000000000104e+00 1.189000000000000057e+00 1.916041810540686785e-01
1.012550999999999979e+00 1.224999999999999867e+00 2.186986416322455051e-01
1.013004000000000016e+00 1.338999999999999968e+00 2.327715628403787262e-01
1.013892000000000015e+00 1.264000000000000012e+00 2.559983826692091569e-01
1.015222000000000069e+00 1.300000000000000044e+00 2.925259133487930208e-01
1.015759999999999996e+00 1.381000000000000005e+00 3.159850096065184855e-01
1.016547000000000089e+00 1.462999999999899936e+00 3.440845026071178703e-01
1.017017000000000060e+00 1.579000000000000181e+00 3.654534839287925663e-01
1.018299999999999983e+00 1.616000000000000103e+00 4.106317546503976401e-01
1.018558999999999992e+00 1.618999999999999995e+00 4.263197196829692781e-01
1.020245999999999986e+00 1.655000000000000027e+00 4.826284525987583618e-01
1.020936999999999983e+00 1.657999999999999918e+00 5.222415172909555814e-01
1.021160999999999985e+00 1.694999999999999840e+00 5.487476265902514472e-01
1.022467000000000015e+00 1.698000000000000176e+00 5.960694009513236580e-01
1.023228999999999944e+00 1.735000000000000098e+00 6.488107917755259191e-01
1.024232999999999949e+00 1.737999999999999989e+00 6.926742328254725800e-01
1.024731999999999976e+00 1.740999999999999881e+00 7.256075409324669323e-01
1.025344000000000033e+00 1.743999999999899853e+00 7.643163094983053130e-01
1.026154000000000011e+00 1.747000000000000108e+00 7.931042311467437766e-01
1.027206000000000063e+00 1.750000000000000000e+00 8.516869343298295592e-01
1.027667000000000108e+00 1.752999999999999892e+00 8.964996300512143579e-01
