x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 -1.323488980084844280e-20
9.992800000000001681e-01 1.499999999999982424e-02 -1.135174112362765213e-06
9.999970000000000248e-01 2.699999999999989908e-02 2.529041054473849578e-04
1.000199999999999978e+00 3.799999999999983946e-02 1.119568383495425472e-02
1.000666000000000055e+00 4.600000000000003392e-02 3.690378028751117173e-02
1.001049000000000078e+00 5.400000000000001327e-02 5.956390378178354900e-02
1.001469000000000165e+00 5.999999999999994227e-02 8.336143545001049870e-02
1.001827000000000023e+00 6.599999999999986433e-02 1.039853101888583153e-01
1.002428000000000097e+00 6.799999999999992162e-02 1.384670160425872099e-01
1.002608000000000166e+00 6.899999999999983924e-02 1.500326085886980187e-01
1.003727000000000036e+00 7.099999999999988265e-02 2.143586479582730020e-01
1.005312999999999901e+00 7.299999999999992606e-02 3.056441478836937065e-01
1.005875000000000075e+00 7.499999999999998335e-02 3.396898238384120639e-01
1.006918999999999897e+00 7.599999999999990097e-02 4.021083064158310072e-01
1.008419000000000176e+00 1.119999999998999990e-01 5.194548368586888731e-01
1.008964999999999890e+00 1.489999999998999902e-01 5.601809513501561089e-01
1.009698999999999902e+00 1.499999999998999911e-01 6.107023342838022728e-01
1.011214000000000057e+00 1.519999999998999929e-01 7.117411068111285655e-01
1.011006999999999989e+00 1.539999999999999980e-01 7.047083870571664299e-01
1.011463000000000001e+00 1.549999999998999956e-01 7.353501034576962470e-01
1.011825999999999892e+00 1.570000000000000007e-01 7.649295981312823622e-01
1.012198000000000153e+00 1.589999999998999991e-01 7.958092433688792600e-01
1.012280000000000069e+00 1.599999999999000000e-01 8.197346677775967372e-01
1.012829999999999897e+00 1.969999999999999807e-01 8.938085086349358832e-01
1.013142999999999905e+00 2.339999999999000102e-01 9.231102517094300630e-01
1.013381000000000087e+00 2.359999999999999876e-01 9.550510817767473570e-01
1.014205000000000023e+00 2.369999999998999851e-01 1.024153339432202658e+00
1.014974999999999961e+00 2.390000000000000180e-01 1.086250664958043677e+00
1.015913999999999984e+00 2.409999999999000164e-01 1.163870473144994921e+00
1.016045000000000087e+00 2.779999999999999694e-01 1.182244078229409689e+00
1.016369999999999996e+00 2.799999999998999956e-01 1.213471114964722597e+00
1.016997000000000151e+00 2.810000000000000275e-01 1.326716916436304849e+00
1.017732000000000081e+00 3.189999999998999747e-01 1.406872969927964512e+00
1.018181999999999920e+00 3.830000000000000071e-01 1.450505742808585685e+00
1.019134999999999902e+00 4.819999999999000084e-01 1.549987713256111732e+00
1.020100999999999924e+00 4.839999999999999858e-01 1.641634864268326943e+00
1.020748999999999906e+00 4.859999999998999565e-01 1.708622840355303873e+00
1.020373999999999892e+00 4.870000000000000440e-01 1.683118035477214613e+00
1.021209000000000033e+00 5.160000000000000142e-01 1.768760304574507947e+00
1.021401999999999921e+00 5.449999999998998979e-01 1.815061248729273879e+00
1.021559000000000106e+00 5.469999999999000106e-01 1.895980213937360714e+00
1.022361000000000075e+00 5.490000000000000435e-01 2.009053979338746299e+00
1.022459000000000007e+00 5.859999999998999343e-01 2.032202124108828389e+00
1.022813999999999890e+00 7.139999999999000480e-01 2.080296785446549279e+00
1.023314999999999975e+00 7.429999999998999627e-01 2.173100816995944484e+00
1.024026000000000103e+00 7.439999999998999636e-01 2.335432412367118626e+00
1.024181999999999926e+00 7.819999999998999973e-01 2.365652219479581930e+00
1.024481999999999893e+00 8.479999999999000559e-01 2.450436069652119020e+00
1.026032000000000055e+00 8.860000000000000098e-01 2.624579477769993563e+00
1.026191000000000075e+00 8.259999999998999254e-01 2.736380488598948446e+00
1.026772000000000018e+00 8.279999999999000382e-01 2.859146263754854367e+00
1.027518000000000153e+00 8.649999999999000710e-01 2.982407589898026679e+00
1.027762999999999982e+00 9.669999999999999707e-01 3.040492145427385218e+00
1.028094999999999981e+00 1.004999999999899973e+00 3.103382537475354308e+00
1.029121000000000175e+00 9.810000000000000941e-01 3.231408989125932330e+00
1.028558000000000083e+00 9.819999999999000639e-01 3.206877657596266307e+00
1.028855999999999993e+00 1.047999999999899901e+00 3.263637199915970122e+00
1.030418000000000056e+00 1.112999999999900069e+00 3.469876010518606613e+00
1.030774999999999997e+00 1.116999999999999993e+00 3.542945955412419412e+00
1.031266000000000016e+00 1.118999999999900075e+00 3.701243618221264242e+00
1.031843999999999983e+00 1.120999999999999996e+00 3.822337462728050195e+00
1.032005999999999979e+00 1.149999999999999911e+00 3.879897185514990632e+00
1.032342000000000093e+00 1.180999999999899908e+00 3.996516600173703360e+00
1.033338000000000090e+00 1.183999999999900021e+00 4.214565146197894130e+00
1.034260000000000179e+00 1.148999999999900101e+00 4.419055794367586110e+00
1.034510000000000041e+00 1.214999999999999858e+00 4.518289688606132337e+00
1.034658999999999995e+00 1.245000000000000107e+00 4.692305233744646920e+00
1.035180999999999907e+00 1.275000000000000133e+00 4.814400705810376380e+00
1.035371000000000041e+00 1.341999999999899940e+00 4.919006111062167008e+00
1.036337999999999981e+00 1.536999999999900002e+00 5.164277314508328054e+00
1.036432000000000020e+00 1.667999999999900007e+00 5.248454830413916028e+00
1.037900000000000045e+00 1.735000000000000098e+00 5.495784722732102168e+00
1.038251000000000035e+00 1.801999999999900126e+00 5.650421500943892283e+00
1.038524000000000003e+00 1.869999999999999885e+00 5.788718033930617679e+00
1.038235000000000019e+00 2.066000000000000281e+00 5.752542799054528366e+00
1.038755000000000095e+00 2.325999999999900147e+00 5.949522925020055197e+00
1.039330000000000087e+00 2.494999999999999662e+00 6.131653256647964234e+00
1.039430999999999994e+00 2.600000000000000089e+00 6.244237800530640037e+00
1.040437999999999974e+00 2.759999999999999787e+00 6.576821252711999577e+00
1.041072999999999915e+00 3.020999999999999908e+00 6.783794896379383488e+00
1.041965000000000030e+00 3.217999999999999972e+00 7.070930453385980918e+00
1.042643999999999904e+00 3.416000000000000369e+00 7.341005634538334768e+00
1.043116000000000154e+00 3.586000000000000298e+00 7.568145323636649380e+00
1.044248999999999983e+00 3.683000000000000274e+00 7.824255857870224595e+00
1.045597000000000110e+00 3.716000000000000192e+00 8.168338121656713469e+00
1.045795000000000030e+00 3.848999999999899835e+00 8.337377398346479396e+00
1.045626000000000166e+00 3.983000000000000540e+00 8.452033531933588861e+00
1.047004000000000046e+00 4.080000000000000071e+00 8.903199686526804157e+00
1.047795000000000032e+00 4.149999999999899991e+00 9.246139008434926865e+00
1.049183999999999894e+00 4.155000000000000249e+00 9.765970861080596421e+00
1.049456000000000166e+00 4.196999999999899700e+00 9.988999218126975776e+00
1.049970000000000070e+00 4.294999999999999929e+00 1.019464257184743516e+01
1.050151999999999974e+00 4.392999999999899430e+00 1.032261727781272143e+01
1.050437999999999983e+00 4.397999999999900211e+00 1.051033242902325071e+01
1.051976000000000022e+00 4.440999999999999837e+00 1.097513616967492034e+01
1.052803000000000155e+00 4.512000000000000455e+00 1.127791438850982075e+01
1.053139999999999965e+00 4.619999999999900631e+00 1.161695477853375635e+01
1.054402999999999979e+00 4.652999999999900105e+00 1.223645879174505069e+01
1.054958999999999980e+00 4.827999999999999403e+00 1.255105805162978250e+01
1.056329000000000073e+00 4.964999999999999858e+00 1.296536583773143114e+01
1.057082000000000077e+00 5.101999999999999424e+00 1.347115609927141122e+01
1.058759000000000006e+00 5.313999999999900581e+00 1.404462410555659702e+01
1.059496999999999911e+00 5.556000000000000050e+00 1.442226536610450438e+01
1.059836000000000000e+00 5.796999999999999709e+00 1.486217555531669277e+01
1.061113999999999891e+00 6.009999999999999787e+00 1.539570099576487472e+01
1.062667000000000028e+00 6.185999999999999943e+00 1.634820156111380740e+01
1.063017000000000101e+00 6.295999999999899899e+00 1.657319942428135917e+01
1.063436999999999966e+00 6.472000000000000419e+00 1.682761135909387562e+01
1.064480000000000093e+00 6.751999999999999780e+00 1.736094824574442441e+01
1.065621000000000151e+00 7.060999999999999943e+00 1.785062730314599122e+01
1.065552000000000055e+00 7.276000000000000689e+00 1.797732815054545696e+01
1.066719999999999891e+00 7.453999999999999737e+00 1.856623478705810015e+01
1.068086000000000091e+00 7.735999999999999766e+00 1.948426784271100587e+01
1.069506999999999985e+00 7.980999999999999872e+00 2.023380701310309604e+01
1.070455000000000156e+00 8.226000000000000867e+00 2.068835885293604804e+01
1.072235999999999967e+00 8.443000000000001393e+00 2.164217882418875405e+01
1.073239999999999972e+00 8.679999999999999716e+00 2.232224169361136745e+01
1.074291000000000107e+00 8.926999999999999602e+00 2.303895849724118960e+01
1.074923000000000073e+00 9.202999999999999403e+00 2.364213240662011728e+01
1.075494000000000172e+00 9.440999999999998948e+00 2.434753336713469096e+01
1.076621000000000050e+00 9.745999999999998664e+00 2.499318821215106112e+01
1.077161000000000035e+00 1.012800000000000011e+01 2.550785249734024518e+01
1.078443000000000040e+00 1.044299999999999962e+01 2.622146893695156322e+01
1.079069000000000056e+00 1.078699999999999903e+01 2.685854130328028688e+01
1.081057000000000157e+00 1.113300000000000090e+01 2.791158493428974552e+01
