x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 -8.470329472543003391e-19
9.998000000000000220e-01 1.069999999998999946e-01 -8.260773281470952566e-06
1.000383000000000022e+00 5.999999999999972716e-02 1.251931872304772042e-02
1.002707000000000015e+00 2.099999999999975150e-02 8.912163789394458857e-02
1.004367999999999927e+00 6.699999999999978195e-02 1.445089543885040850e-01
1.006379999999999830e+00 1.069999999998999946e-01 2.123795956427947662e-01
1.007229999999999848e+00 1.410000000000000142e-01 2.414330355304942499e-01
1.007824999999999971e+00 1.079999999999999988e-01 2.618493385312134492e-01
1.008544000000000107e+00 1.099999999998999972e-01 2.866645837621633608e-01
1.009117999999999959e+00 2.030000000000000138e-01 3.066288433286812887e-01
1.011165000000000092e+00 3.329999999998999871e-01 3.782578280204555998e-01
1.012201999999999824e+00 3.089999999999000213e-01 4.150324440538465942e-01
1.012772000000000006e+00 2.849999999999999756e-01 4.356682227460887402e-01
1.013678999999999997e+00 3.149999999998999711e-01 4.698352607939172421e-01
1.015057000000000098e+00 3.819999999998999751e-01 5.204360467798675449e-01
1.016755999999999993e+00 4.489999999998999791e-01 5.832743249078173875e-01
1.018093999999999832e+00 4.529999999998999827e-01 6.341913605513334051e-01
1.018728000000000078e+00 4.829999999999000093e-01 6.589930365970929627e-01
1.020291999999999977e+00 5.130000000000000115e-01 7.210667612637405854e-01
1.020494999999999930e+00 5.439999999999000080e-01 7.294054788236752351e-01
1.021516000000000091e+00 6.109999999999999876e-01 7.684763148060800297e-01
1.022309999999999830e+00 5.779999999999999583e-01 8.011356198393406736e-01
1.023193999999999937e+00 5.809999999998999298e-01 8.373121037864520444e-01
1.024072000000000093e+00 6.470000000000000195e-01 8.740185866926684088e-01
1.024848999999999899e+00 6.879999999998999138e-01 9.098217548894924622e-01
1.025852999999999904e+00 7.299999999998999511e-01 9.535976769905457617e-01
1.027441999999999966e+00 7.339999999998999547e-01 1.021994944545347339e+00
1.028934000000000015e+00 8.649999999999000710e-01 1.086713519442939146e+00
1.029970999999999970e+00 9.329999999998999094e-01 1.132295561487720814e+00
1.031008999999999842e+00 9.740000000000000879e-01 1.179881524301755968e+00
1.031717999999999913e+00 1.016000000000000014e+00 1.216614458680712829e+00
1.032181999999999933e+00 1.121999999999899966e+00 1.241982655120442036e+00
1.032567999999999930e+00 1.226000000000000201e+00 1.266676843136674613e+00
1.033420000000000005e+00 1.368000000000000105e+00 1.308353949501497526e+00
1.033536000000000010e+00 1.409999999999900000e+00 1.318609423252284918e+00
1.033598999999999934e+00 1.479000000000000092e+00 1.323543709290759596e+00
1.033860999999999919e+00 1.649999999999899991e+00 1.342337428351421336e+00
1.033428000000000013e+00 1.912999999999900114e+00 1.330092549326026496e+00
1.033960999999999908e+00 2.047999999999900123e+00 1.357005743455499625e+00
1.034598999999999824e+00 2.089999999999999858e+00 1.392320293296665401e+00
1.034759999999999902e+00 2.094999999999899831e+00 1.406646510397562277e+00
1.035686000000000107e+00 2.266999999999999904e+00 1.458153122578347505e+00
1.036111000000000004e+00 2.402999999999900105e+00 1.487330437728217492e+00
1.036882999999999999e+00 2.548000000000000043e+00 1.528392404265907611e+00
1.037494999999999834e+00 2.683999999999899799e+00 1.565811650601781180e+00
1.038238999999999912e+00 2.783999999999999808e+00 1.623023381642478169e+00
1.039436999999999944e+00 2.892999999999899874e+00 1.695476175051655821e+00
1.040451999999999932e+00 3.029999999999899885e+00 1.756560469516791789e+00
1.040904999999999969e+00 3.129999999999999893e+00 1.793130370254458539e+00
1.041992999999999947e+00 3.266999999999999904e+00 1.867442929955306585e+00
1.042483999999999966e+00 3.338999999999999968e+00 1.905267214695666178e+00
1.043675999999999826e+00 3.411000000000000032e+00 1.987198618023778840e+00
1.044318000000000080e+00 3.418000000000000149e+00 2.045306711148534795e+00
1.045242000000000004e+00 3.490000000000000213e+00 2.119268311491294021e+00
1.046397999999999939e+00 3.562000000000000277e+00 2.203258021679578960e+00
1.046597999999999917e+00 3.661999999999999922e+00 2.233898727981043830e+00
1.047427000000000108e+00 3.696999999999900144e+00 2.292907994138693617e+00
1.048860999999999821e+00 3.703999999999999737e+00 2.399468152908025953e+00
1.049700999999999995e+00 3.739000000000000323e+00 2.472653916758479564e+00
1.050370999999999944e+00 3.746999999999899966e+00 2.545889770123451967e+00
1.052019999999999955e+00 3.753999999999900083e+00 2.679669400491998310e+00
1.053137999999999908e+00 3.760999999999899757e+00 2.789912812327691949e+00
1.054226000000000107e+00 3.806999999999900020e+00 2.876307801503334982e+00
1.055120999999999976e+00 3.813999999999900137e+00 2.990965641996883306e+00
1.056642000000000081e+00 3.822000000000000064e+00 3.125526356789632754e+00
1.057855999999999908e+00 3.828999999999999737e+00 3.226103724895322156e+00
1.059791999999999845e+00 3.835999999999999854e+00 3.406731731645036287e+00
1.060964999999999936e+00 3.910999999999899668e+00 3.551073792930225181e+00
1.062068000000000012e+00 4.024000000000000021e+00 3.686047626581581582e+00
1.063468000000000080e+00 4.097999999999999865e+00 3.830009696644709916e+00
1.064699999999999980e+00 4.105000000000000426e+00 3.971723229509266595e+00
1.065547999999999940e+00 4.179999999999999716e+00 4.088723192142198037e+00
1.067196999999999951e+00 4.294000000000000483e+00 4.297695223284738297e+00
1.068292999999999937e+00 4.407999999999999474e+00 4.454806676298441737e+00
1.068894999999999929e+00 4.415000000000000036e+00 4.508532887464331118e+00
1.070089999999999986e+00 4.421999999999999709e+00 4.643179829626594923e+00
1.072007999999999850e+00 4.498000000000000220e+00 4.888118244952882385e+00
1.073007999999999962e+00 4.603000000000000647e+00 5.028482340151824381e+00
1.075536999999999965e+00 4.746999999999899522e+00 5.343291017748510008e+00
1.076591000000000076e+00 4.753999999999900083e+00 5.547303193318520620e+00
1.078357000000000010e+00 4.799999999999999822e+00 5.759043632698887194e+00
1.080280999999999825e+00 4.944999999999999396e+00 6.062001115915341742e+00
1.081420999999999966e+00 5.060999999999899579e+00 6.290644544856291098e+00
1.082643999999999940e+00 5.070999999999999730e+00 6.534496283449172438e+00
1.085415999999999936e+00 5.040000000000000036e+00 6.936503499591326616e+00
1.086950000000000083e+00 5.155000000000000249e+00 7.190794837263081440e+00
1.088275000000000103e+00 5.231999999999999318e+00 7.419133410946754381e+00
1.089946000000000081e+00 5.339999999999900382e+00 7.760999203162846527e+00
1.091666999999999943e+00 5.377999999999900638e+00 8.149345736123876804e+00
1.094144000000000005e+00 5.523999999999899657e+00 8.609916024175582550e+00
1.095203999999999844e+00 5.669000000000000483e+00 8.835002659142697112e+00
1.096078000000000108e+00 5.776999999999900659e+00 9.106137589838567692e+00
1.096584000000000003e+00 5.855999999999999872e+00 9.281694249606720959e+00
1.098573999999999939e+00 5.974999999999899281e+00 9.731024476104504828e+00
1.100133000000000028e+00 6.189999999999899138e+00 1.015121654254523698e+01
1.102259000000000100e+00 6.366999999999899629e+00 1.077161023768725201e+01
1.103878999999999833e+00 6.485999999999999766e+00 1.119297296452183410e+01
1.105034999999999989e+00 6.527000000000000135e+00 1.151467223920002247e+01
1.106183999999999834e+00 6.635000000000000675e+00 1.205066845870653935e+01
1.108090999999999937e+00 6.892999999999999794e+00 1.273698759006466297e+01
1.110301999999999900e+00 7.072000000000000064e+00 1.340699195227762353e+01
1.112216000000000093e+00 7.191999999999999282e+00 1.419946344421339468e+01
1.113818999999999892e+00 7.242999999999899963e+00 1.475218295167904436e+01
1.115934999999999899e+00 7.362999999999999545e+00 1.564504439898685106e+01
1.117291999999999952e+00 7.482999999999999652e+00 1.632098817085536169e+01
1.118847999999999843e+00 7.603999999999999204e+00 1.720463679910292498e+01
1.120759999999999978e+00 7.764999999999899316e+00 1.853603955131539394e+01
1.122171000000000030e+00 7.846999999999999531e+00 1.969873227931959647e+01
1.124518999999999824e+00 7.858000000000000540e+00 2.124938746698157743e+01
1.126024999999999832e+00 7.910000000000000142e+00 2.260022289177656063e+01
1.126165000000000083e+00 7.990999999999999659e+00 2.311330037408419358e+01
1.127113999999999949e+00 8.032999999999999474e+00 2.410814476980999288e+01
1.129780000000000006e+00 8.115000000000000213e+00 2.605138145949156581e+01
1.132238999999999995e+00 8.196999999999999176e+00 2.848307849293629701e+01
