x y_gt y_pr
1.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19
9.990679999999999561e-01 4.600000000000003392e-02 -1.911960551421797394e-05
9.995389999999999553e-01 -3.199999999999991046e-02 -1.462466420428222131e-05
1.001347999999999905e+00 -1.419999999998999840e-01 3.235437376619706290e-02
1.001762000000000041e+00 -9.499999999999991784e-02 4.238416477034324947e-02
1.002075999999999967e+00 -3.999999999999880387e-03 5.007245723998349912e-02
1.002477999999999980e+00 7.500000000000019151e-02 5.996385947791250254e-02
1.003586000000000089e+00 6.500000000000016875e-02 8.732903756060031442e-02
1.004134000000000082e+00 2.989999999999999880e-01 1.013482503815036628e-01
1.004556000000000004e+00 3.780000000000000027e-01 1.129558063325231121e-01
1.004934999999999912e+00 3.800000000000000044e-01 1.241339919471813324e-01
1.004950000000000010e+00 3.810000000000000053e-01 1.250701750098001941e-01
1.005997999999999948e+00 4.279999999999999916e-01 1.530237596173302794e-01
1.006413000000000002e+00 5.839999999999999636e-01 1.648565459215329543e-01
1.007217000000000029e+00 6.640000000000000346e-01 1.868463472603907605e-01
1.007899000000000100e+00 7.110000000000000764e-01 2.072756700352625103e-01
1.008764999999999912e+00 7.910000000000000364e-01 2.334511811871851361e-01
1.009390000000000009e+00 9.150000000000000355e-01 2.519902523686949336e-01
1.010585000000000067e+00 1.106000000000000094e+00 2.871980552584523783e-01
1.010899999999999910e+00 1.152000000000000135e+00 2.975111844107243830e-01
1.011594000000000104e+00 1.189000000000000057e+00 3.182117731969801300e-01
1.012550999999999979e+00 1.224999999999999867e+00 3.511046776295224658e-01
1.013004000000000016e+00 1.338999999999999968e+00 3.673337980251002999e-01
1.013892000000000015e+00 1.264000000000000012e+00 3.967784136348826984e-01
1.015222000000000069e+00 1.300000000000000044e+00 4.418411706353490565e-01
1.015759999999999996e+00 1.381000000000000005e+00 4.646359577593374701e-01
1.016547000000000089e+00 1.462999999999899936e+00 4.946817927893824018e-01
1.017017000000000060e+00 1.579000000000000181e+00 5.149815125275977179e-01
1.018299999999999983e+00 1.616000000000000103e+00 5.636002315086984238e-01
1.018558999999999992e+00 1.618999999999999995e+00 5.767505056730596324e-01
1.020245999999999986e+00 1.655000000000000027e+00 6.391726389110241602e-01
1.020936999999999983e+00 1.657999999999999918e+00 6.730444352177488154e-01
1.021160999999999985e+00 1.694999999999999840e+00 6.907886558516619369e-01
1.022467000000000015e+00 1.698000000000000176e+00 7.410472366802850486e-01
1.023228999999999944e+00 1.735000000000000098e+00 7.827294688694592661e-01
1.024232999999999949e+00 1.737999999999999989e+00 8.250980325909486046e-01
1.024731999999999976e+00 1.740999999999999881e+00 8.515729008836177005e-01
1.025344000000000033e+00 1.743999999999899853e+00 8.832099039272309771e-01
1.026154000000000011e+00 1.747000000000000108e+00 9.142748470508464953e-01
1.027206000000000063e+00 1.750000000000000000e+00 9.648768771870189775e-01
1.027667000000000108e+00 1.752999999999999892e+00 9.962019272848801066e-01
1.028388999999999998e+00 1.756000000000000005e+00 1.031829537107985528e+00
1.029219000000000106e+00 1.678999999999999826e+00 1.073984693974345150e+00
1.029960999999999904e+00 1.681999999999999940e+00 1.118553861609157041e+00
1.030837000000000003e+00 1.685000000000000053e+00 1.162245421141685497e+00
1.032092000000000009e+00 1.735000000000000098e+00 1.227231250648918914e+00
1.033142999999999923e+00 1.737999999999999989e+00 1.280202716587551803e+00
1.033473000000000086e+00 1.740999999999999881e+00 1.311649854090362277e+00
1.034421999999999953e+00 1.791000000000000147e+00 1.360358944646972823e+00
1.035099999999999909e+00 1.794000000000000039e+00 1.411004965896742513e+00
1.035446000000000089e+00 1.796999999999999931e+00 1.444391336269052584e+00
1.036459999999999937e+00 1.800000000000000044e+00 1.499370768189867364e+00
1.037698999999999927e+00 1.802999999999999936e+00 1.572866939460309199e+00
1.039047999999999972e+00 1.852999999999999980e+00 1.656963272353062511e+00
1.039727999999999986e+00 1.903000000000000025e+00 1.705016462259281829e+00
1.041007999999999933e+00 1.905999999999999917e+00 1.781654081951659752e+00
1.040705999999999909e+00 1.909000000000000030e+00 1.764724064580697860e+00
1.041454000000000102e+00 1.958999999999999853e+00 1.815390665484899912e+00
1.042300999999999922e+00 2.091000000000000192e+00 1.882406058542957838e+00
1.042891999999999930e+00 2.177000000000000046e+00 1.941357251552332297e+00
1.043766999999999889e+00 2.133999999999999897e+00 2.000670512296373715e+00
1.044545000000000057e+00 2.137000000000000011e+00 2.064086342034387567e+00
1.046200999999999937e+00 2.223000000000000309e+00 2.162726675301990475e+00
1.046832999999999902e+00 2.262000000000000011e+00 2.217367294010468726e+00
1.048373999999999917e+00 2.395999999999999908e+00 2.323134086124130970e+00
1.049576000000000064e+00 2.399000000000000021e+00 2.421978338818765231e+00
1.050316000000000027e+00 2.402000000000000135e+00 2.495371257454612302e+00
1.050847000000000087e+00 2.487999999999999989e+00 2.553885534625542686e+00
1.051781999999999995e+00 2.575000000000000178e+00 2.630446329345848433e+00
1.052656000000000036e+00 2.579000000000000181e+00 2.699274430412646808e+00
1.054999000000000020e+00 2.582999999999999741e+00 2.855435498657393545e+00
1.055884000000000045e+00 2.633000000000000007e+00 2.935235675212654716e+00
1.056308999999999942e+00 2.721000000000000085e+00 2.981272275584234244e+00
1.057465000000000099e+00 2.774000000000000021e+00 3.087744086131853916e+00
1.057701999999999920e+00 2.778999999999999915e+00 3.151243652025466080e+00
1.058616999999999919e+00 2.782000000000000028e+00 3.232731704731855782e+00
1.060164000000000106e+00 2.833000000000000185e+00 3.365565345828046784e+00
1.061137999999999915e+00 2.884999999999999787e+00 3.458069916829292101e+00
1.063109000000000082e+00 2.985999999999999766e+00 3.618432745111295645e+00
1.064168000000000003e+00 2.943000000000000060e+00 3.725168956831130807e+00
1.065121999999999902e+00 2.994999999999999662e+00 3.810593815744615753e+00
1.066550000000000109e+00 3.082999999999999741e+00 3.958770976928132512e+00
1.067967000000000111e+00 3.136000000000000121e+00 4.110603025912767272e+00
1.069353999999999916e+00 3.225999999999900059e+00 4.254176936445351664e+00
1.070956000000000019e+00 3.229999999999999982e+00 4.438332862988891847e+00
1.072461000000000109e+00 3.366000000000000103e+00 4.589642335350514912e+00
1.073652000000000051e+00 3.539999999999900115e+00 4.725944735828642607e+00
1.075577000000000005e+00 3.629999999999999893e+00 4.957834148076653236e+00
1.076953999999999967e+00 3.588000000000000078e+00 5.107544378799759421e+00
1.078090999999999910e+00 3.591999999999900162e+00 5.272432577805655107e+00
1.080092000000000052e+00 3.814999999999999947e+00 5.474440024832886387e+00
1.081879000000000035e+00 4.038000000000000256e+00 5.675799590096101355e+00
1.082967000000000013e+00 4.214999999999999858e+00 5.839560797941343750e+00
1.084181000000000061e+00 4.258000000000000007e+00 5.982313539895733001e+00
