sgmxx sgmyy sgmxy
1.140046990144583106e-07 -6.838078991933116413e-09 1.345390132634349811e-09
4.685069043830480950e-08 -5.722918139383637026e-09 1.698601370669905464e-09
-1.059485512655555794e-07 -3.501957612783712648e-09 1.527504456255712739e-09
-3.152455363419903733e-08 -2.356463024710819809e-09 1.737055388417729773e-09
7.896221632108790800e-08 -2.397988252411664689e-09 1.569991359140487930e-09
-1.690187048097868683e-07 -2.768043350087623367e-09 1.395069282317251691e-09
-2.934957554767692045e-10 -5.129170421724893458e-09 1.787917147666462370e-09
2.552751539042219520e-07 -8.242642124400845205e-09 3.147397897862447280e-10
-3.119676250662450911e-07 -4.329011815684680187e-09 9.321614591328852839e-10
-2.817687594358631031e-08 2.390131648155602306e-09 9.255630706306305910e-10
-6.250746586999866850e-09 -1.187544396152873105e-09 1.789554948672389401e-09
9.266837075472267315e-09 -2.996060066706718317e-09 1.749410061258060978e-09
-2.178237856753639790e-08 -3.773085399672027052e-09 1.777940350500273325e-09
-7.105659705075595411e-08 8.398383377627993696e-11 1.668404747690033219e-09
-3.213006039004540071e-08 2.784783514897526402e-09 1.401756821728383784e-09
7.111171385076886509e-08 -1.413034023123316274e-09 1.718362452329813550e-09
2.286369493731399416e-07 6.332253055241210404e-10 1.002291361018592397e-09
-2.165742216675425880e-07 3.986613705819763709e-09 1.300125229697357554e-09
2.383377939452202554e-09 -3.604451626060267699e-09 1.731965793005940668e-09
1.342441578344732989e-06 -6.992292078678019607e-09 -6.531121421460284182e-09
-1.023315007842029445e-06 -3.064546394426770348e-09 -2.224058298638809106e-10
-1.323426914723313530e-07 7.862115403156622051e-10 1.723089226857155154e-09
2.913722028097254224e-07 6.074304614855918771e-09 -4.414843490785358426e-10
-4.169121723407442914e-07 2.542524246695876400e-10 3.654612168446647047e-10
8.219919855889656901e-09 -3.477719001665491305e-09 1.802134330652904737e-09
1.552504791391129402e-08 5.335605290923695065e-10 1.785555037159269887e-09
-3.136612392040660779e-08 2.060393633485091414e-09 1.748086897457312716e-09
6.450944312064166297e-08 2.526055364882040521e-09 1.773739266575091733e-09
2.601867343798858201e-08 8.484541957898272813e-09 1.328814058787486374e-09
-1.674277996244200040e-07 2.776062402176648902e-08 1.587988296414266642e-09
-6.785604522718813314e-09 7.739701324283032591e-09 3.593674524626777611e-10
-1.475522282134988927e-07 -8.866267720009091136e-09 1.222990042570870628e-09
1.624520109544391744e-07 -1.100404460885329172e-05 2.560785716809732548e-08
9.608361040136514930e-08 -5.727697498514316976e-06 7.713273575404855364e-09
-1.229827546467276989e-07 -6.443835445679724216e-06 1.138861360772125408e-08
2.350763566028035711e-07 -3.670500518637709320e-06 2.090173867319577994e-10
1.108215101908172073e-07 -2.805244912451598793e-05 2.549195521339697734e-08
3.129750609787151916e-07 -3.367428689671214670e-06 -3.955503147246020035e-10
8.582046007177268621e-08 -1.718939435235711244e-09 1.311978192752860650e-09
-1.638012321336645982e-07 -2.883014894905500114e-05 9.912125875644051121e-08
2.154055209757643752e-07 -6.294914328464074060e-06 1.175082342541600156e-08
-1.542048408964546979e-07 -3.855859631585190073e-06 2.166995471952759544e-09
-2.991526173445890890e-07 -3.909108727384591475e-06 2.462092529853521228e-09
1.542096583762031514e-07 -3.668639692477881908e-06 4.132489905828151677e-10
-4.678406639868626371e-07 -3.598497869461425580e-06 1.577647901207512859e-09
6.456680523569957586e-08 -6.696818672935478389e-06 1.407653638096917348e-08
-1.184004450038855794e-08 -3.652279019661364146e-06 8.703994192060804380e-10
3.660103971014905255e-07 3.406958049012587253e-09 -1.040255614981333565e-08
-7.094385523487289902e-07 -1.339299871006005560e-08 -5.451371798415038938e-09
6.622674959544383455e-07 1.401091420660804943e-08 -7.258086132111429833e-09
-3.582271688173932489e-07 -2.622009986907869461e-08 -6.459695001126419811e-10
4.143982579307703418e-08 1.433234153580542625e-08 -1.237137770004892445e-08
-1.089682442056982836e-07 -3.663977565793175017e-08 -9.661713207265165693e-09
3.205395273653266486e-07 -3.635876282714889385e-06 -1.003970101498552481e-10
2.430770962291717296e-07 -2.180876890633953735e-06 -5.211784337433300607e-09
-2.599872175323980628e-07 1.478430572410260879e-11 1.247196568243680304e-09
1.275273291412304388e-07 5.690693249960077083e-09 1.808127647606738719e-09
6.115620010405109497e-08 1.570910690418259037e-08 -8.070321078079700783e-10
9.499813558022651705e-08 -6.109954142630158458e-08 3.900788858590686914e-10
