sgmxx sgmyy sgmxy
9.803268596897396492e-08 -8.317072364150135400e-09 2.263995879658864396e-09
2.945315102920176287e-08 -5.814678072368906214e-09 2.444730196060618255e-09
-8.592809308538562618e-08 -3.530815417818189417e-09 2.327804837776170643e-09
-4.381706553147068917e-09 -3.993094299659105673e-09 2.449372038526576034e-09
5.958220228308164224e-08 -4.300643841048668037e-09 2.387796627090210677e-09
-1.532336710852177930e-07 -4.351753957188009281e-10 2.234426865754812752e-09
-1.873465826918163657e-08 -2.571838964016137652e-09 2.430447176848815616e-09
2.409010164683422772e-07 -1.107260594324088743e-08 1.633324475669439835e-09
-2.914350432092760457e-07 -2.760755846153983839e-09 1.908133651085108795e-09
-2.783587049748348363e-08 -7.263636803145345766e-09 1.967944029956925078e-09
-4.394016528408428712e-08 -5.242080991507691579e-09 2.423074185742279951e-09
-1.337850452642896926e-08 -3.156475747445597335e-09 2.447428482099667235e-09
-1.230466573076682835e-08 2.910148511059418297e-10 2.449572100715613487e-09
-5.032831396079018305e-08 -3.027760042684235486e-09 2.412266386642158977e-09
-2.718184077821206301e-08 -3.886186927815060699e-09 2.267670273781163814e-09
5.528103130814088217e-08 -9.278771639920080361e-10 2.467558157803750873e-09
1.993573164327244740e-07 2.998999937275925731e-09 2.082508832046414682e-09
-1.945661409763488336e-07 1.130086690892539991e-08 2.174341817706704205e-09
3.042720919665953261e-08 -1.147888339936287139e-09 2.099989959702952547e-09
1.340060293841816019e-06 -1.442087249614587563e-08 -2.876649807248554680e-09
-1.017179670270706993e-06 2.126941289759542997e-09 9.611920148699937272e-10
-2.030642463068943471e-07 -4.692447763687823681e-09 2.045168923103801717e-09
2.806045529268885730e-07 -4.908605966136292409e-09 1.135679217334484292e-09
-4.070184331794735044e-07 7.674802127155544440e-09 1.516748837637749148e-09
8.201497081472552964e-08 1.366382007539357346e-09 2.216455907699810268e-09
-6.026863985653108102e-08 -2.622853267908453745e-09 2.432120060902320802e-09
-2.324894055050208408e-08 1.282407291469667143e-09 2.465467163759171854e-09
5.107052203356943210e-08 9.537495238021165278e-10 2.503337315218345793e-09
1.567032903437848290e-08 -9.993653682371927971e-10 2.240492458227549832e-09
-1.402002709482985665e-07 2.569881907277249411e-08 2.362060325111769998e-09
-1.557588014122757158e-08 -9.353415819646215823e-10 1.614620215306672435e-09
-1.445651633957822924e-07 8.133904216833798273e-09 2.145853050805612838e-09
2.002342398554901592e-07 -9.726748430693987757e-06 1.312225261784760733e-08
3.581328300583663804e-08 -5.048082584835356101e-06 3.418431537838273471e-09
-6.973068877869081916e-08 -5.688136752723949030e-06 5.401888714118285861e-09
1.927100186094321543e-07 -3.231963091820944101e-06 -7.724194062141975792e-10
8.460361300421936903e-08 -2.475444125593639910e-05 1.641804359131526780e-09
3.334612870276032481e-07 -2.978785914820036851e-06 -2.297910334236874519e-10
1.336841819465917069e-07 1.726450510330934662e-10 1.658003068172320127e-09
-1.150842479091807036e-07 -2.546000359870959073e-05 5.437411942921244190e-08
1.523860220231654239e-07 -5.543191491597099230e-06 5.655147461425258371e-09
-1.146542771834901941e-07 -3.402747779546189122e-06 6.832102245057924961e-11
-2.241680903125597979e-07 -3.441072522036847658e-06 3.268648962606590658e-10
8.943809604033958749e-08 -3.226433818781515583e-06 -6.797778451250735543e-10
-3.672889477002172498e-07 -3.164975396430236287e-06 -1.309910097058164524e-10
4.649018947588956507e-08 -5.890229658689349890e-06 6.800076057800197304e-09
-8.684915897561040765e-09 -3.219085328964865766e-06 -6.403775287822099926e-10
3.181198167112597730e-07 -9.370114462114997878e-09 -5.488951071441761087e-09
