sgmxx sgmyy sgmxy
1.541444305530603742e-07 -5.192390961639148372e-09 9.838934111883190781e-10
8.338922441453178180e-08 -4.365984906939957000e-09 1.291435181016709066e-09
-1.535563143306717393e-07 -3.136991999497240613e-09 1.126393089911914558e-09
-7.721670414184700348e-08 -2.617515537650660917e-09 1.320845322005936850e-09
1.252313666100235423e-07 -2.588092629096649944e-09 1.179719544275315002e-09
-1.943707701457242365e-07 -1.788150627568541040e-09 1.036116192842939654e-09
2.463733750346364104e-08 -3.938238624101586538e-09 1.416985528912562131e-09
2.706462680635013385e-07 -6.250342021729693442e-09 3.054891617448873831e-10
-3.421077963139396161e-07 -3.193620923269691048e-09 6.840876198843659495e-10
-2.540028098962920922e-08 -1.096434054659312096e-09 6.920189976611368365e-10
4.201098136036307551e-08 -2.149717959198937933e-09 1.408816729941975154e-09
4.232250816471605503e-08 -2.685710542849051308e-09 1.357715495586830912e-09
-4.067641512506270374e-08 -2.365910356516565116e-09 1.387634340765941943e-09
-1.132395439640276891e-07 -6.630186399902981975e-10 1.261853510570176695e-09
-3.752602140139060793e-08 9.275094581262521842e-10 1.044781261505534076e-09
1.072374189448055404e-07 -9.643225107325292811e-10 1.327910559290046422e-09
2.928234152932418510e-07 2.787509556512191011e-09 7.642563804033386532e-10
-2.575742996668850537e-07 9.768607256432915165e-09 9.703821080009333855e-10
-3.429474659810693993e-08 -3.118743929775291690e-09 1.716532693762928830e-09
1.027043253998272121e-06 -6.220711945559287415e-09 -2.806177512582053168e-09
-8.110822022899810690e-07 4.192215741216642755e-10 6.265563155111175675e-12
-8.482214042260238784e-08 -5.971165784046661429e-10 1.716545683372316944e-09
2.684103606043208856e-07 6.223538351335378138e-10 -6.847224176542709984e-11
-3.492108646696578944e-07 5.839372096971828796e-09 3.575972018499129490e-10
-8.840886778216372477e-08 -1.419556472370686606e-09 1.732186838410143537e-09
1.241255773720695288e-07 -1.523214748777590444e-10 1.417472139664255337e-09
-4.962781119388637308e-08 1.716222830516755948e-09 1.337223221042904697e-09
8.389395134145161137e-08 1.700068863463854996e-09 1.374273250753788034e-09
4.817727017325523775e-08 1.824378981218899298e-09 1.000259097772016048e-09
-2.122152125139109557e-07 3.049562025125851505e-08 1.217240530593244330e-09
2.562476097978105827e-08 1.483556277825925918e-09 3.681222271456618955e-10
-1.167672749602388649e-07 2.856542780094173395e-09 9.444568460637015050e-10
-2.419163003253288480e-08 -9.999561370932497084e-06 1.111056224800677228e-08
1.707531396277772728e-07 -5.154660357220564038e-06 2.582314806431895704e-09
-1.853963453868345823e-07 -5.867941126780351624e-06 4.828503818998797215e-09
1.920746512951154727e-07 -3.264573024353012443e-06 -9.974966408421437336e-10
9.438977599529607687e-08 -2.546937867009546608e-05 -7.302261906261264812e-09
8.317634581089805579e-08 -3.187046559105510823e-06 8.352214753148956561e-11
5.253118828818514885e-08 -1.098399926569015861e-09 1.579278596786082289e-09
-2.011698114756654832e-07 -2.618634971440769732e-05 4.912154594194362289e-08
2.373981828895921353e-07 -5.633948603644967079e-06 4.684467036497608206e-09
-1.718825046737038065e-07 -3.660586799014708959e-06 3.416287808200024756e-10
-3.207705390195769724e-07 -3.602607193897711113e-06 3.532840409103954471e-10
2.002274470669362927e-07 -3.251094994993763976e-06 -1.140982197611606352e-09
-4.470561236757930601e-07 -3.180539124514325522e-06 -4.056120161965992565e-10
8.198362877465115162e-08 -5.943567430222174153e-06 5.800676383671543590e-09
-1.550579042941535590e-08 -3.322720203868811950e-06 -7.867377305181832980e-10
3.320133430406713160e-07 -4.896104077722895909e-10 -5.273900427482658415e-09
