sgmxx sgmyy sgmxy
1.444122261773372884e-07 -7.696082882091559441e-09 1.859209342036649559e-09
5.494919008697252139e-08 -5.825951276960950054e-09 2.121140152411271629e-09
-1.321425600053771632e-07 -3.651505986468350784e-09 1.952814132621938370e-09
-3.055464858903178538e-08 -3.409007076626835442e-09 2.131687493189815541e-09
9.620951146871448145e-08 -3.568287443300732775e-09 2.031151913328699266e-09
-2.154123421860276721e-07 -1.588737252866678773e-09 1.834285168200722183e-09
-7.701563831119528913e-09 -3.804843551336034579e-09 2.160697842867875806e-09
3.274792561569483951e-07 -9.848815984980774374e-09 1.041276620483699844e-09
-4.000563365025300300e-07 -3.565127304483439730e-09 1.430641272115451557e-09
-3.609638099533185596e-08 -3.138743709385494185e-09 1.488223544399147613e-09
-2.312679114879756526e-08 -3.593812358815284824e-09 2.158626832837740039e-09
3.100558920721141476e-09 -3.209250643010364001e-09 2.146262279012489671e-09
-2.478538974060029432e-08 -1.647986302977244577e-09 2.159004530710717518e-09
-8.543059948351583444e-08 -1.802780369430934115e-09 2.071885552012986409e-09
-4.024964184168311476e-08 -1.075589839416579707e-09 1.872907828825987053e-09
8.697359987763775280e-08 -1.248197212255774957e-09 2.146579136663717691e-09
2.873553341942169936e-07 1.743237998397262345e-09 1.610546029873205498e-09
-2.744255027664621593e-07 7.638066179538327560e-09 1.753335587828530606e-09
1.464016463614825625e-08 -2.378896857280210497e-09 2.012016109276260067e-09
1.743175062074442394e-06 -1.116347014828988904e-08 -4.886263393899525909e-09
-1.328936946265457664e-06 -4.981947077098425325e-10 3.865456565943503620e-10
-1.995365863649567473e-07 -2.404553889334692940e-09 1.964745921512189852e-09
3.736220151040470228e-07 -3.228127140597614186e-11 4.149390275820508123e-10
-5.386130510487419087e-07 3.773339862789271137e-09 9.603438044791801076e-10
4.050503221719736757e-08 -8.956543284810436489e-10 2.096135043316849078e-09
-1.031948837493246174e-08 -1.348437694836945866e-09 2.164414647509715905e-09
-3.800977310675079934e-08 1.557677542507462931e-09 2.146109068235091399e-09
7.848490923834106070e-08 1.609407052072242550e-09 2.192993342475801910e-09
2.967963297351161600e-08 3.316761976179805060e-09 1.832783813604521583e-09
-2.078640051195179694e-07 2.566316048557837348e-08 1.996641296742041050e-09
-1.231991397787624010e-08 2.993927994410228166e-09 1.038138131015386989e-09
-1.910347151579117053e-07 -7.913618649268983063e-10 1.711934816128746206e-09
2.051409495607003919e-07 -9.948510523827280849e-06 1.692978024436797568e-08
8.975674603561856202e-08 -5.166330538486363366e-06 4.366451644699509416e-09
-1.333867061248383834e-07 -5.811690698465099558e-06 6.976567767935648590e-09
2.695319949452823494e-07 -3.298809360785526223e-06 -1.080069145231732364e-09
1.251966637028090190e-07 -2.532523103582207114e-05 1.383558689838082501e-08
3.847630978270899504e-07 -3.054949502256931737e-06 -6.202030000679314981e-10
1.306555930113972863e-07 -7.715266203689452595e-10 1.629200441222167228e-09
-1.876463926464566612e-07 -2.604484507173765451e-05 6.904512162009268650e-08
2.332123187898105243e-07 -5.675382908520987257e-06 6.929132823074724001e-09
-1.746890632148279110e-07 -3.470901447144569829e-06 2.445578461962583106e-10
-3.385222839824564289e-07 -3.512455123200197704e-06 6.626513782137521957e-10
1.541907295177225024e-07 -3.295797341706929728e-06 -9.453552385352281817e-10
-5.340652364793641027e-07 -3.230735273973550647e-06 1.649996805852538273e-10
7.672387880575115560e-08 -6.035340902599273250e-06 8.582103028231813369e-09
-1.225099310886434978e-08 -3.281394810983329080e-06 -7.817242408947322474e-10
4.502551007590227528e-07 -3.800606496184855132e-09 -8.000273332697815931e-09
-8.956191663855861407e-07 -4.457741731300757237e-09 -3.767553824474134672e-09
8.543177045794436708e-07 5.236815425746499386e-09 -5.445678130655551286e-09
-4.598580858328205068e-07 -1.125681414748669340e-08 1.480943284670743765e-10
4.810348031014655135e-08 5.264363611701128320e-09 -9.416623925062594935e-09
-1.279229735473563778e-07 -2.030061807545280317e-08 -7.328973428144536229e-09
3.883009753735677805e-07 -3.265912482675048523e-06 -1.394485082961693934e-09
2.677353165836393600e-07 -1.951809053934994154e-06 -4.914854745408092640e-09
-3.958706145112955710e-07 -1.409043992595115924e-09 1.490900292111518866e-09
1.998145648940408137e-07 -2.137991728101695799e-10 2.127731990597681033e-09
7.662318779466659180e-08 4.470424030955655326e-09 8.395197037547319496e-11
1.204119257636193652e-07 -3.913219259743527800e-08 1.080402656228329761e-09
-5.292681493074269383e-08 2.929383846606015140e-09 2.019357570048896378e-09
6.771969651708786841e-08 -8.678309182386101384e-10 2.192886983110042820e-09
1.732879084670457814e-08 4.133044484433412435e-08 2.208756511024034808e-09
4.553697152687163907e-08 -4.322720403848734350e-09 2.065593918132435647e-09
-1.471586852375139642e-08 -4.805195796819816678e-09 1.748154843106419776e-09
-1.005007916887734609e-07 -7.537337154417400598e-08 1.929525872412796161e-09
-2.452274827646760968e-07 -4.885711391011682281e-09 1.068583332930472807e-09
1.749497471337235766e-07 -7.477303398673029733e-08 1.788294845539439848e-09
1.269060021513723768e-06 -2.416329334664624184e-05 3.994872344037503353e-08
3.292333303761552088e-07 -4.685331077780574560e-06 2.511307606312129792e-09
8.038111332098196726e-07 -6.107552508183289319e-06 5.712292860948764428e-09
3.799884780164575204e-07 -3.555715011316351593e-06 -5.564317895334625064e-10
1.824072342060389929e-06 -3.274634764238726348e-06 -3.798867886928292137e-09
7.847086749279696960e-07 -2.811838839988922700e-06 -3.232357936866492309e-09
1.018133957586542238e-06 -4.187247668596683070e-06 4.872286255008795308e-11
1.987381210710736923e-06 -3.656424269138369709e-06 -1.019916817668331532e-09
3.205749408152769320e-07 -4.654240001400467008e-06 1.185061354602723327e-10
3.344277388350747060e-07 -1.541936762805562466e-05 1.055545961747839101e-08
1.181004236627813953e-07 -1.159452867049992619e-09 1.449496855876475365e-09
-1.203904105295805493e-07 -1.336537934548687190e-05 3.925016400785352744e-08
4.367822725726000499e-08 -2.899096034525427967e-05 1.200298953563105897e-07
-6.142469999304012163e-08 -5.617589977191528305e-06 1.007959671284197611e-08
1.847611486027744832e-07 -3.222666464353096671e-06 -1.296739049472250827e-09
-1.046263591319984698e-07 -3.755399802685133182e-06 9.983880389086152718e-10
-3.681426221646688646e-07 -2.444407527946168557e-06 -2.299472168232341573e-09
-1.756851162326711346e-07 -3.098218257946427912e-06 -9.688122526441134141e-10
1.681114412122042268e-07 -2.906296458604629152e-06 -2.197462878328337865e-09
-1.500678337151839514e-08 -1.154036340267339256e-06 -6.995713341950704489e-09
1.578859070150429034e-07 -5.751363005401799455e-06 8.825226771591587749e-09
-1.887618310547622968e-07 -5.553948540182318538e-06 7.615172492592137132e-09
1.148990165233954031e-07 -2.917213805631035939e-06 -2.206814952998570334e-09
1.594730747456196696e-07 -5.535356194741325453e-06 6.507135719147072450e-09
3.936423809136613272e-08 9.612248774715226318e-09 -7.658643497165940062e-09
-3.517101276884204708e-07 -5.075598608073050855e-08 -4.629173044889967059e-09
1.200013741708971793e-07 -2.770449647471195931e-09 -5.215635034971910500e-09
4.199847580821369775e-07 -9.908417553106119158e-08 1.509709163238781571e-10
-5.711072725844701381e-10 1.088161916129593010e-08 -1.055570386654380854e-08
-8.968547682286498457e-09 -3.836230888509817305e-08 -9.221924557323291083e-09
-1.427990810043411329e-07 1.466125265636719632e-08 -9.147056445613088727e-09
9.156098457197003881e-08 -7.617568087425752310e-08 -7.543829561029724573e-09
7.100952643668279052e-07 -1.935399041030905209e-06 -5.251397983130345892e-09
6.013535767124267295e-07 -9.194291124003939331e-07 -7.729762607766588189e-09
3.664650876089581288e-07 -1.036257685882446822e-06 -6.738000379868935852e-09
2.543056041304225801e-07 -8.891611287253908813e-07 -6.910589434028224787e-09
2.064717136818217114e-06 -1.307906131842173636e-06 -7.707062543715892389e-09
1.028057681651262101e-06 1.606744945092941634e-06 -1.336137334106979324e-08
-3.623011934905662201e-07 -3.245265722817691767e-10 1.326535659096350628e-09
1.512257767899427563e-07 -1.498965751522973733e-08 2.034811430462468707e-09
-1.507482920715119690e-07 4.341183412748250703e-09 2.366994378277809119e-10
3.585933825434040045e-07 -1.330139127730944892e-07 1.219263134899506440e-09
-1.362245038993847857e-10 4.076642667882879323e-08 2.024787226773128168e-09
2.301215040745319129e-08 -2.701774448610194668e-08 2.179893376919039838e-09
-2.673378496353961964e-08 -1.833444969179254258e-07 2.028589740632469329e-09
1.384713357310829451e-07 -4.889929883233889996e-08 2.005930310744474809e-09
-1.391160679986569448e-07 -9.010825152699908358e-08 1.775274705018148325e-09
4.125837449464597739e-07 -1.140766201501719479e-07 1.931513393671480117e-09
-3.559780736850370886e-07 -8.962967967818258330e-08 1.244357061835899003e-09
1.368594098494213540e-06 -1.215913198393536732e-05 1.385508596740692155e-08
