sgmxx sgmyy sgmxy
1.320587159625574714e-07 -5.455676355126115595e-09 9.011780210954611903e-10
5.673421199503536627e-08 -4.870427616765482526e-09 1.258918636004580094e-09
-1.238631028854797478e-07 -3.044709817601187751e-09 1.090228241018564859e-09
-4.165797307109642134e-08 -1.641857871881313713e-09 1.301824537058848819e-09
9.304221748607233167e-08 -1.562636797736161043e-09 1.125875059848624460e-09
-1.929228687913564499e-07 -3.024222650083174813e-09 9.615587215350274164e-10
4.227385996813382008e-09 -5.050180273968862821e-09 1.365113355689118180e-09
2.886850154482090147e-07 -6.262466989426229702e-09 -1.154191048291508537e-10
-3.540664010870386846e-07 -4.147516552421848246e-09 5.178940609695814601e-10
-3.148118210560824082e-08 4.544514098370200372e-09 4.955421073482568772e-10
2.523398823228717447e-09 -2.041008681508138523e-11 1.366338930886001890e-09
1.578960429071685212e-08 -2.546872268638367132e-09 1.314711450817185323e-09
-2.647703745140006504e-08 -4.325453328846151635e-09 1.348295475267491383e-09
-8.465066514418140287e-08 8.739251544653825476e-10 1.230002655283612967e-09
-3.721850561078099418e-08 4.214648630096462512e-09 9.620991781034149426e-10
8.324754929844857543e-08 -1.314879538583113572e-09 1.275311523052380380e-09
2.630316942031640792e-07 2.962657991655535950e-14 5.557475035722347911e-10
-2.477438840742252069e-07 1.608359778693113640e-09 8.685784314010902563e-10
-3.956868166454796665e-09 -3.741082110764182289e-09 1.401269988932085653e-09
1.474565578973852098e-06 -3.870369802427831019e-09 -6.848921429991605692e-09
-1.127831524172506761e-06 -4.148303478501702557e-09 -5.196753027902900612e-10
-1.269484215526972548e-07 2.079078909034137723e-09 1.394504511864624874e-09
3.269556714258214924e-07 8.358544079101193347e-09 -8.468132861594312999e-10
-4.631931460608029738e-07 -1.682326278285017906e-09 -1.762340273714357863e-11
-8.802324202861200320e-09 -4.248263518746853151e-09 1.448870912135191702e-09
3.547723892438625626e-08 1.306512009691118692e-09 1.356245005190714892e-09
-3.701414996726271056e-08 1.977207286785187534e-09 1.307085994994849898e-09
7.480615238364407560e-08 2.612843719163038259e-09 1.327615906099310905e-09
3.154148942030587932e-08 9.715369841956089658e-09 8.853902611072328455e-10
-1.937921894068495021e-07 2.452972580613277387e-08 1.146678862973260493e-09
-4.592115132595608884e-09 8.936848594487400987e-09 -5.564744498531837280e-11
-1.641126203821841045e-07 -1.195119914143560891e-08 7.904893961629966270e-10
1.599335490709563601e-07 -9.893126843962818384e-06 2.380742714080952283e-08
9.996357164254732197e-08 -5.157500709174200892e-06 6.868889013134094057e-09
-1.274560190722695552e-07 -5.811865776195190847e-06 1.043800956779250555e-08
2.373356551288452465e-07 -3.321903705000295304e-06 -2.229929574326661168e-10
1.108283314010805043e-07 -2.520663474570028484e-05 2.384155450840808044e-08
3.116159916771721328e-07 -3.040345063709537499e-06 -5.359312993391540658e-10
8.230880155224440387e-08 -1.926896420201273941e-09 1.055117215820189358e-09
-1.697776781384163769e-07 -2.590946314739994705e-05 9.342743823026466998e-08
2.205599685112247244e-07 -5.663622687279712409e-06 1.051575537758253631e-08
-1.593888754314320977e-07 -3.503597554299631156e-06 1.678290950657412850e-09
-3.082522255226649577e-07 -3.547011829141410999e-06 2.031317114514763489e-09
1.578693087367355474e-07 -3.313094794066273607e-06 -8.426842557085478802e-11
-4.766448284954094561e-07 -3.258492597524309531e-06 1.203601995847236594e-09
6.756870618573884713e-08 -6.014236078044632450e-06 1.267358484824399056e-08
-1.254692438834581480e-08 -3.321930762467673048e-06 4.097047423545774336e-10
