x y_soft y_med y_stiff
5.000000000000000278e-02 1.604583544400168549e+01 1.756852380994930485e+01 2.035155769202481224e+01
5.999999999999999778e-01 1.604583544400168549e+01 1.756852380994930485e+01 2.035155769202481224e+01
