x y_0  y_1  y_2  y_3  y_4  y_5  y_6  y_7  y_8  y_9  y_10  y_11  y_12  y_13  y_14  y_15  y_16  y_17  y_18  y_19  y_20  y_21  y_22  y_23  y_24  y_25  y_26  y_27  y_28  y_29  y_30  y_31  y_32  y_33  y_34  y_35  y_36  y_37  y_38  y_39  y_40  y_41  y_42  y_43  y_44  y_45  y_46  y_47  y_48  y_49  y_50  y_51  y_52  y_53  y_54  y_55  y_56  y_57  y_58  y_59  y_60  y_61  y_62  y_63  y_64  y_65  y_66  y_67  y_68  y_69  y_70  y_71  y_72  y_73  y_74  y_75  y_76  y_77  y_78  y_79  y_80  y_81  y_82  y_83  y_84  y_85  y_86  y_87  y_88  y_89  y_90  y_91  y_92  y_93  y_94  y_95  y_96  y_97  y_98  y_99
1.061224489795918435e+00 1.639571062765464715e+00 4.554854414222946346e+00 2.241820894175368561e+00 8.948847706903535482e+00 3.397002656761073158e+00 4.728648160383860599e+00 2.115630857116836960e+00 4.848921740972850225e-01 6.661902102436986439e+00 3.349154480003373902e+00 1.420812202670808988e+00 4.479678384168581218e+00 9.077255136394990487e+00 2.011580905697389454e+00 4.266856166129155525e+00 1.909439618141414385e+00 1.005803443901625016e+00 9.689534767898143386e+00 1.236843168704569340e+00 1.867978551780635987e+00 1.714249339367250613e+01 2.975857906259379071e+00 2.791913749481124807e+00 3.153153368058998485e+00 7.834493385934428566e+00 7.295661849251543707e+00 1.723842308491937914e+01 9.088764139342809800e-01 1.572501698771484868e+01 1.619896423090850135e+00 1.649421282298827451e+00 1.970612999516792252e+00 3.033468141153368602e+00 1.626198203838959744e+00 2.339519674698735230e+00 5.508810077962832175e+00 1.201155011617846879e+00 1.174250261881862123e+01 2.049417210345068074e+00 3.949007849789277991e+00 7.121333525013545440e+00 3.736961109622050081e+00 3.177459238617763138e+00 3.201071391708683489e+00 1.454229960930496723e+00 1.440178609425506906e+00 5.834978813981762436e+00 3.328074088818608445e+00 2.138812880467968913e+00 4.490919115386359906e+00 1.289933504031634186e+02 2.967493871392357985e+00 4.117108139243980780e+00 2.150898596386427108e+00 2.108596175758517266e-01 4.909107418703425374e+00 1.234500719834159455e+01 5.567545573496012201e-01 1.822922131793053291e+00 5.183318796063631773e+00 4.954805283434007279e+00 5.894157472221477789e+00 1.386294070568433678e+00 6.191137568826908577e+00 1.575228860740313319e+00 1.224924257666927030e+00 3.349954132379218130e+00 1.927073669571114589e+00 1.264956285971789995e+00 1.849696518975625370e+00 2.153786744651099205e+00 8.458179546167416518e+00 3.291400753917490540e+00 3.902762711610301416e+00 3.478734014466947855e+00 8.829617970725964327e+00 9.315877631617148769e-01 5.056462402276943990e+00 1.245888821545122127e+01 6.862043478028026833e+00 1.901819335329179683e+00 7.819628145461737789e-01 2.963524538355158389e-01 3.693842639220791035e+00 8.342630473063989971e-01 3.309665790388157669e-01 1.235396181931177395e+00 5.168074838990766473e+00 1.423433818622010794e+00 5.847388809401708798e+00 1.053202924662435702e+00 1.108177610681904124e+00 1.358311439761736628e+00 9.568294410830399110e-01 2.013991003893039977e+00 7.646212483396703341e+00 2.456555455485269324e+00 9.559617414553143178e-01 8.814166058353167799e+00 2.351498673770215042e+00
1.067346938775510123e+00 1.851958247824717629e+00 5.069164737808847576e+00 2.519840740904589094e+00 1.003982509171953730e+01 3.989668234650665113e+00 5.389759077565256185e+00 2.580961384389235391e+00 5.450733690918462271e-01 8.016442206611678500e+00 3.769095827389585818e+00 1.604426403660061951e+00 5.051418897223144633e+00 1.048532773269149310e+01 2.311406531028831424e+00 5.007314684968487306e+00 2.227862561740579395e+00 1.211027490369388060e+00 1.134259261645591010e+01 1.448907938125163941e+00 2.142588564733983514e+00 1.919719455554547238e+01 3.389288510296376344e+00 3.280199577617267881e+00 3.730152374687657701e+00 9.203643676907908855e+00 8.498603148932412310e+00 2.034623874518903008e+01 1.082497316202333248e+00 1.776629707415951032e+01 1.824020814560542547e+00 1.955046264070772422e+00 2.207333945291291233e+00 3.674692250338425392e+00 1.843772163177608947e+00 2.683705735717426322e+00 6.478517988040454867e+00 1.364807773562951798e+00 1.347368347175754444e+01 2.372579588000776951e+00 4.680678216187176055e+00 8.435171482278727595e+00 4.420062700747223516e+00 3.842592401235357613e+00 3.790567455901393767e+00 1.673451644330636867e+00 1.744276104688332607e+00 7.031205247832486904e+00 4.085275872370254469e+00 2.444059727366118207e+00 5.429616984650324163e+00 1.514876626528990471e+02 3.344225708248238504e+00 4.691113344377916050e+00 2.472846099045612256e+00 2.402506984983764637e-01 5.789838692398750375e+00 1.439045496396548174e+01 6.284754506179182076e-01 2.067104535796333131e+00 5.859224099922383466e+00 5.671258162517473167e+00 6.862836411496212818e+00 1.649926710415159592e+00 7.426529441337475390e+00 1.860985661722601492e+00 1.404906282499867709e+00 3.869669854593052349e+00 2.265125918661335724e+00 1.502156261357102451e+00 2.122287369670255774e+00 2.473935547976671145e+00 1.000537677652775770e+01 3.877736228024622367e+00 4.517132511919103699e+00 3.882635608199899391e+00 1.006002018415878396e+01 1.062549386202833679e+00 5.819818319218227565e+00 1.505949339190852676e+01 7.635839394627245369e+00 2.280502395609608879e+00 8.892045472777156956e-01 3.463510519621082473e-01 4.206262829841739048e+00 9.363944447978944652e-01 4.015537542075111599e-01 1.556311677908205571e+00 6.178356272655449288e+00 1.611923640977438232e+00 6.628958911613820781e+00 1.194771885064966899e+00 1.244052118186179445e+00 1.626345577855037750e+00 1.133028934510466046e+00 2.327442317566603247e+00 8.762984364692675499e+00 2.756103703672587280e+00 1.076921724982131012e+00 1.023932592901986105e+01 2.652310596626571648e+00
1.073469387755102034e+00 2.076727668747878841e+00 5.592055588244770448e+00 2.808306665527156021e+00 1.117550220461427912e+01 4.639616756009316667e+00 6.101952102432513847e+00 3.109174686211990224e+00 6.080045901701818245e-01 9.528017372817130237e+00 4.210110013614648317e+00 1.798991037633252077e+00 5.649044086489498184e+00 1.203432002493893904e+01 2.632862130339411078e+00 5.821921246220528090e+00 2.577802687339312282e+00 1.437799125056163252e+00 1.316851482504800863e+01 1.681646491270558652e+00 2.440821521020358986e+00 2.132005576797793722e+01 3.831484233909215220e+00 3.813808704787440718e+00 4.370665588831669446e+00 1.072369532963872274e+01 9.829163549496643171e+00 2.379215987583408776e+01 1.273299932946621693e+00 1.993044603542302795e+01 2.038776749410790678e+00 2.291250473807654231e+00 2.453116248504312313e+00 4.403229920987613788e+00 2.076406263242750239e+00 3.056513263612439246e+00 7.554964733942139077e+00 1.540479397006545348e+00 1.536390235180720509e+01 2.722596399685520030e+00 5.485416236575074933e+00 9.884614118805183480e+00 5.171776610627345505e+00 4.584476182199142436e+00 4.450354884605324024e+00 1.912053644926539508e+00 2.084040746701488978e+00 8.367657717480915025e+00 4.933974485756523976e+00 2.773357563940995973e+00 6.472722602483524490e+00 1.781045242563531588e+02 3.739500448865831661e+00 5.308857486300385453e+00 2.820022935673637043e+00 2.717562323826757664e-01 6.759691166416202712e+00 1.664383203242606157e+01 7.043102529662397249e-01 2.328583371362340504e+00 6.573740211429787372e+00 6.447019829777508981e+00 7.919406418363053035e+00 1.945003821962804968e+00 8.803065529323236049e+00 2.172929854718037568e+00 1.599929351850771786e+00 4.430384653194683331e+00 2.639321084110811899e+00 1.766723350594179953e+00 2.415637887848582022e+00 2.818289267212665372e+00 1.172501472755509333e+01 4.521189846003903057e+00 5.187883070244004635e+00 4.297125585023681360e+00 1.138360621200811096e+01 1.202962805315075601e+00 6.647157055377258317e+00 1.800692617124548178e+01 8.424808507675162872e+00 2.700788374634054634e+00 1.003842727540010582e+00 4.014483958352870752e-01 4.754212366653793431e+00 1.042716485803415249e+00 4.816577608003972388e-01 1.927332351781202213e+00 7.297079608629185365e+00 1.809972277718941314e+00 7.466641979628033887e+00 1.345545246821528540e+00 1.385705818443480730e+00 1.923966679663057899e+00 1.325779203645482740e+00 2.663487425612036663e+00 9.966249611182201207e+00 3.067889004277474907e+00 1.204098594231781227e+00 1.182413619704701446e+01 2.969807825812305069e+00
1.079591836734693944e+00 2.314987628734029190e+00 6.123556950047355230e+00 3.107435248172786046e+00 1.235846399636924176e+01 5.350278227620371752e+00 6.871116743979458263e+00 3.704382979385460573e+00 6.738645082482951354e-01 1.120688940296606972e+01 4.673942427888762907e+00 2.005640427985032392e+00 6.273441727732494755e+00 1.374375776402442817e+01 2.976880584470569691e+00 6.716357603995936287e+00 2.961377788968802438e+00 1.686855678373820888e+00 1.518571282405283007e+01 1.936372653074434735e+00 2.765007042707641638e+00 2.351289189881457631e+01 4.304778102505265380e+00 4.394955214981399294e+00 5.078931398274655784e+00 1.241185470988459194e+01 1.130146625832837515e+01 2.760774928328332223e+01 1.481935706932987040e+00 2.222967395302428883e+01 2.265113693547450069e+00 2.659663541550950416e+00 2.708539589397209291e+00 5.225663302512665531e+00 2.325837304122567062e+00 3.460737365679558586e+00 8.748288632281719046e+00 1.729570939680381336e+00 1.743543914664144623e+01 3.101379441070602816e+00 6.367156634057868025e+00 1.147937949548395764e+01 5.995872858499101454e+00 5.407096148153808457e+00 5.185811271359607844e+00 2.171881520378706742e+00 2.461076774408456735e+00 9.854454605243223142e+00 5.877491271513807902e+00 3.129168748655085874e+00 7.625510530544350907e+00 2.103339428176681452e+02 4.154444002257847046e+00 5.974872492711178040e+00 3.194323241054444651e+00 3.055605646836200839e-01 7.823871945850592091e+00 1.912654110030540977e+01 7.846373673806020799e-01 2.609496871470467827e+00 7.330280515198874802e+00 7.289091549199214981e+00 9.070391725938890204e+00 2.273416814125287289e+00 1.032872555146175131e+01 2.511942484607435411e+00 1.811374931009858358e+00 5.034460387676444881e+00 3.052388046671931754e+00 2.060398870446934261e+00 2.731332003058828839e+00 3.188386307729360603e+00 1.363126947390063748e+01 5.224857895047766654e+00 5.919902417985116294e+00 4.722393804815809837e+00 1.281083251520963096e+01 1.353512940867042325e+00 7.544263212545562425e+00 2.133385344094015323e+01 9.228911098722369033e+00 3.164577781010663671e+00 1.126467758911362749e+00 4.619660703163073756e-01 5.340526740862411970e+00 1.153489712769802056e+00 5.718577392652778313e-01 2.351613233158442728e+00 8.529990941015466177e+00 2.017915498409167174e+00 8.368097438499368934e+00 1.506279178414571041e+00 1.533506111056607057e+00 2.252528090308845599e+00 1.535609039750678084e+00 3.022803508958966212e+00 1.126321033149172379e+01 3.392597699969158942e+00 1.337968451631673439e+00 1.359170661311339501e+01 3.305478517615482836e+00
1.085714285714285632e+00 2.567929971028607650e+00 6.663860803445283310e+00 3.417465087374849997e+00 1.359139711859820743e+01 6.125362955122145792e+00 7.703879973036767304e+00 4.370776739097558483e+00 7.428393423338980339e-01 1.306449220196096839e+01 5.162468573658593129e+00 2.225629385482926548e+00 6.925524805661241068e+00 1.563681963253391061e+01 3.344407304487976518e+00 7.696988060459016623e+00 3.380752820641690803e+00 1.958985261860981542e+00 1.741582496379506040e+01 2.214481405456824703e+00 3.117663995865233684e+00 2.577760969954718107e+01 4.811665114602560855e+00 5.026021069098155714e+00 5.859363357149617535e+00 1.428872214409800989e+01 1.293158053522742890e+01 3.182947004143879610e+01 1.709109727791907396e+00 2.467728798519532418e+01 2.504062719572493378e+00 3.062083778564937298e+00 2.974230705818614595e+00 6.148800198973773057e+00 2.594007074335158425e+00 3.899462566938459496e+00 1.006994304071564272e+01 1.933649399743606612e+00 1.971451744601996481e+01 3.511081119229972014e+00 7.330267304002636486e+00 1.323061056625326337e+01 6.896446366074584944e+00 6.314755340577566045e+00 6.002429894243960007e+00 2.454943878387193745e+00 2.877010043498736458e+00 1.150316770906347053e+01 6.919126030443735864e+00 3.514217157735791908e+00 8.893906618357934946e+00 2.504322782813064805e+02 4.590223620359743961e+00 6.694116682794128970e+00 3.597823298744128984e+00 3.418617381550155265e-01 8.987916077528630865e+00 2.186307456015681439e+01 8.698661766937274553e-01 2.912264846505634441e+00 8.132649714363429538e+00 8.205477773475108094e+00 1.032309061720985888e+01 2.636967916302432435e+00 1.201197540803524255e+01 2.878970247307453434e+00 2.040728970150128774e+00 5.684457381651241370e+00 3.507223696530429535e+00 2.384925713085852994e+00 3.071106987140806766e+00 3.585864902156327805e+00 1.573986755776229529e+01 5.992072718445256463e+00 6.718533419457527245e+00 5.158664768573123283e+00 1.435342887249347221e+01 1.514902638696854487e+00 8.517579549497352076e+00 2.507738219050043682e+01 1.004818046444055391e+01 3.673832339945104053e+00 1.257694528494865738e+00 5.282186178873955473e-01 5.968219526512843487e+00 1.269000745102444316e+00 6.727048575038288014e-01 2.832238218474010694e+00 9.883352693857807125e+00 2.236104537396254699e+00 9.342259882261481962e+00 1.677772078409850876e+00 1.687843006057264672e+00 2.613394495578056809e+00 1.763071610765027275e+00 3.406115066172035633e+00 1.266172573568791293e+01 3.730939549048804871e+00 1.479033283007959110e+00 1.556953906775192920e+01 3.660924633491823954e+00
1.091836734693877542e+00 2.836837542154629244e+00 7.213309108845716189e+00 3.738658253233643425e+00 1.487709161372739430e+01 6.968901926980203498e+00 8.607715263657848226e+00 5.112667635144379830e+00 8.151231081838746784e-01 1.511366302177677490e+01 5.677704584342271765e+00 2.460349058431959168e+00 7.606236046418416663e+00 1.774122801359140311e+01 3.736403738855320622e+00 8.770986301702272669e+00 3.838160922019351329e+00 2.255033945223252179e+00 1.988447376569908087e+01 2.517462076144776351e+00 3.501528864300991195e+00 2.811621288056826629e+01 5.354817072509991505e+00 5.709575994378762509e+00 6.716590102041831933e+00 1.637926350982369073e+01 1.473796331646994240e+01 3.649968918682028374e+01 1.955588483746707462e+00 2.728779214643851248e+01 2.756744510711659046e+00 3.500501776090562345e+00 3.250868715653247865e+00 7.179769090299239487e+00 2.883092114603308609e+00 4.376105051094482334e+00 1.153299411841748423e+01 2.154472657863065077e+00 2.223219800327839479e+01 3.954126411725268131e+00 8.379611019206194555e+00 1.515111226739469963e+01 7.877968898526354735e+00 7.312135090768649093e+00 6.905860766910163484e+00 2.763437338499583174e+00 3.333500257918898591e+00 1.332711966919114843e+01 8.062177530535928227e+00 3.931523769197248441e+00 1.028459141796724907e+01 3.019367245018562471e+02 5.048049118090461640e+00 7.472034173954734015e+00 4.032801480228672020e+00 3.808730042572629482e-01 1.025774021069295472e+01 2.488163004219766705e+01 9.604398954498376551e-01 3.239634124595869746e+00 8.985097626338465204e+00 9.205352371493706443e+00 1.168568111043888891e+01 3.037369949742218633e+00 1.386189848633245703e+01 3.275031529926077933e+00 2.289595973327754663e+00 6.383151971011110426e+00 4.006926660008871544e+00 2.742057826542195986e+00 3.436869907563532500e+00 4.012472165947241542e+00 1.806841097928897355e+01 6.826436956481840568e+00 7.589644940718717869e+00 5.606199261287805768e+00 1.602457304982882746e+01 1.687854797767587733e+00 9.574299234818248294e+00 2.928022887831562215e+01 1.088273353920341791e+01 4.230590801041912208e+00 1.398164434157277869e+00 6.005140946856202255e-01 6.640497157748819212e+00 1.389565629408478387e+00 7.847224224967797035e-01 3.372239498717868766e+00 1.136402776313982699e+01 2.464907089461008116e+00 1.039962319580758354e+01 1.860869044842107023e+00 1.849130969477294606e+00 3.007949771051647403e+00 2.008747690008859887e+00 3.814198065413367367e+00 1.417038514974240826e+01 4.083647880884902825e+00 1.627822091533885240e+00 1.779076146428556626e+01 4.037870656692766680e+00
1.097959183673469452e+00 3.123092174285911682e+00 7.772381870894857769e+00 4.071301566159577945e+00 1.621844311584757392e+01 7.885290792100471791e+00 9.591067672876524952e+00 5.934535358407862837e+00 8.909178908097756810e-01 1.736891345555508437e+01 6.221818461491564811e+00 2.711344986660535916e+00 8.316552597136485758e+00 2.009038805806430261e+01 4.153850993312958373e+00 9.946484679350122704e+00 4.335929697856907516e+00 2.575913381225380050e+00 2.262222602705165997e+01 2.846912546462050830e+00 3.919587514320215238e+00 3.053080712322527646e+01 5.937098124464957216e+00 6.448398565290095696e+00 7.655497865061893670e+00 1.871410838561154932e+01 1.674200141853136259e+01 4.166790727196418942e+01 2.222208368377239118e+00 3.007699335197466084e+01 3.024378129307853769e+00 3.977126847041370983e+00 3.539191186318072724e+00 8.326131544951977048e+00 3.195537944211351178e+00 4.894460294428077951e+00 1.315248376183333257e+01 2.394018218132949460e+00 2.502550368749001919e+01 4.433249780246077520e+00 9.520614923740930990e+00 1.725563645577299710e+01 8.945346749980677359e+00 8.404363132689599780e+00 7.901954545167230393e+00 3.099774461731696018e+00 3.832253554149942509e+00 1.534174694083621304e+01 9.309963905684227825e+00 4.384446502277113744e+00 1.180512070388595092e+01 3.705672786190567649e+02 5.529174247192223390e+00 8.314621743124336106e+00 4.501759892367347859e+00 4.228244658872843953e-01 1.163970009708453368e+01 2.821484992536100833e+01 1.056838650165980553e+00 3.594731949817743466e+00 9.892381792137179275e+00 1.029925459695518342e+01 1.316734066090184818e+01 3.476247326704053897e+00 1.588834864396524971e+01 3.701222715985706735e+00 2.559714238495993666e+00 7.133555307768323139e+00 4.554834519931051595e+00 3.133570756140921176e+00 3.830715529424657984e+00 4.470073497377736516e+00 2.063675950310282659e+01 7.731861084049644894e+00 8.539711452112786816e+00 6.065295803729602753e+00 1.783908828787141587e+01 1.873114669071247240e+00 1.072246956648326588e+01 3.399217094601229405e+01 1.173278216684108699e+01 4.836985496860590317e+00 1.548547441274815917e+00 6.791547906792733125e-01 7.360774075156981233e+00 1.515533745658135922e+00 9.084059861505270339e-01 3.974617749025987745e+00 1.297957350232857365e+01 2.704708456784458814e+00 1.155260205343353697e+01 2.056466712827002663e+00 2.017811077916873863e+00 3.437604882595167499e+00 2.273248980331810998e+00 4.247884465007707000e+00 1.579858676203030043e+01 4.451479872849607666e+00 1.784892081013825793e+00 2.029575532886326172e+01 4.438172801375139365e+00
1.104081632653061140e+00 3.428183208165504148e+00 8.341686343909209711e+00 4.415707764353915543e+00 1.761845562233845186e+01 8.879337820183279106e+00 1.066349727135936831e+01 6.841078984342885860e+00 9.704341450784618184e-01 1.984674949436367442e+01 6.797142062606054580e+00 2.980337688449706590e+00 9.057490889371287324e+00 2.272485517742349970e+01 4.597753580692314657e+00 1.123275064833325310e+01 4.876513882576692716e+00 2.922608946234813931e+00 2.566582003467286555e+01 3.204554561615721386e+00 4.375110767518379795e+00 3.302360507184882010e+01 6.561581008785565494e+00 7.245498549214471673e+00 8.681275786919080417e+00 2.133130781092626549e+01 1.896868063428212281e+01 4.739227744335811110e+01 2.509885042912923581e+00 3.306211340956194533e+01 3.308290615443560068e+00 4.494416800523534761e+00 3.840001064832381239e+00 9.596016457388726550e+00 3.534098444591352361e+00 5.458756757662506232e+00 1.494587485819717187e+01 2.654516344828448560e+00 2.813884493188052716e+01 4.951537899689665068e+00 1.075934899859951699e+01 1.956122705400723660e+01 1.010398495428780130e+01 9.597090623614368710e+00 8.996809636707983060e+00 3.466614994853101095e+00 4.375035520157310565e+00 1.756504783881531040e+01 1.066584300540243824e+01 4.876724762968998483e+00 1.346406715215762340e+01 4.657257073213590388e+02 6.034898236567672214e+00 9.228504075600863388e+00 5.007447829466470601e+00 4.679648619680350508e-01 1.314065237256867213e+01 3.190071312029052564e+01 1.159582800679068271e+00 3.981128861596415991e+00 1.085984058941784802e+01 1.149932038987340555e+01 1.477838192650621352e+01 3.955138919209208126e+00 1.810212974477092729e+01 4.158724785485198083e+00 2.852972334554005229e+00 7.938933550145519824e+00 5.154564970463288098e+00 3.561273495754810892e+00 4.254945756082729069e+00 4.960662327762468848e+00 2.346748286987828180e+01 8.712604886574929708e+00 9.575902049755843137e+00 6.536292031538997627e+00 1.981366614892206002e+01 2.071452381919206331e+00 1.197110842327351143e+01 3.927187199071191515e+01 1.259864527108350707e+01 5.495259737413546119e+00 1.709544174155518625e+00 7.644381907779159713e-01 8.132688180257847677e+00 1.647292375599482384e+00 1.044223536923325035e+00 4.642363287114086745e+00 1.473834747399692979e+01 2.955912870339556964e+00 1.281599643808118927e+01 2.265518508540268261e+00 2.194353541747015246e+00 3.903805849584513155e+00 2.557221557709347337e+00 4.708067153801291482e+00 1.755662236067077941e+01 4.835216955717680953e+00 1.950829891250080994e+00 2.313432604728234665e+01 4.863828711672615768e+00
1.110204081632653050e+00 3.753716575271240696e+00 8.921948156976110766e+00 4.772216626677864504e+00 1.908024489500457221e+01 9.956316257872751763e+00 1.183584351778564958e+01 7.837273611548151386e+00 1.053891029085499254e+00 2.256605228509045702e+01 7.406183862496816595e+00 3.269246159213872183e+00 9.830111729201522763e+00 2.569423997563704276e+01 5.069143316893963025e+00 1.264039608149994898e+01 5.462535601093250648e+00 3.296188470746696630e+00 2.905974694976840311e+01 3.592250225294393307e+00 4.871694221475439512e+00 3.559693135714863388e+01 7.231563983872514534e+00 8.104140585166625499e+00 9.799464225785911253e+00 2.427874792747347499e+01 2.144741534707076269e+01 5.374149873615985484e+01 2.819623762744065676e+00 3.626190642510806583e+01 3.609927485077560227e+00 5.055111629146958663e+00 4.154174599281325264e+00 1.099828161693260320e+01 3.901881197809838220e+00 6.073716358239845903e+00 1.693360087749870146e+01 2.938488278558240019e+00 3.162583750125115500e+01 5.512479228465590353e+00 1.210261483355441570e+01 2.208764166293742903e+01 1.135985887374495462e+01 1.089658006429580617e+01 1.019682285518115172e+01 3.866900799783144382e+00 4.963684743885939277e+00 2.001814205952652159e+01 1.213323275853455741e+01 5.412529169491783421e+00 1.527118831060124649e+01 6.024959971575276541e+02 6.566567508815083443e+00 1.022101840312515009e+01 5.552887117654683458e+00 5.165635048042224176e-01 1.476802110777356170e+01 3.598361392690536320e+01 1.269236514955517592e+00 4.402912885800436271e+00 1.189347893196010020e+01 1.281955565289584520e+01 1.653040693589190013e+01 4.475503451815960432e+00 2.051520770005235050e+01 4.648810241478618543e+00 3.171426873946872060e+00 8.802829588874017119e+00 5.810061386605288369e+00 4.027021905931358781e+00 4.712090694196485074e+00 5.486370227537688216e+00 2.658639835388683537e+01 9.773323655203526528e+00 1.070617994186135924e+01 7.019566133407946218e+00 2.196711736260057179e+01 2.283665755063497560e+00 1.333033476203863543e+01 4.518920677684849352e+01 1.348076223851851552e+01 6.207786127125177522e+00 1.881888047515968720e+00 8.566582574000276562e-01 8.960116528656532964e+00 1.785272063124119457e+00 1.192615873988947195e+00 5.378478429518216863e+00 1.664962729427134036e+01 3.218945012728209765e+00 1.420759492458197926e+01 2.489040369088411975e+00 2.379260669349940294e+00 4.408041780852626879e+00 2.861349460356449104e+00 5.195705367689479992e+00 1.945576827975169465e+01 5.235665351654247957e+00 2.126252888356271242e+00 2.636862909118594800e+01 5.316987643846244893e+00
1.116326530612244960e+00 4.101424454580151924e+00 9.514004900303552503e+00 5.141196119067015680e+00 2.060704255047575373e+01 1.112202151718058651e+01 1.312041346447387724e+01 8.928433114498801615e+00 1.141516775559403563e+00 2.554853420495672367e+01 8.051642507844009700e+00 3.580214717764074628e+00 1.063552566365830110e+01 2.905969992733802343e+01 5.569083378876749535e+00 1.418162640940369634e+01 6.096833509272999052e+00 3.697811641685467610e+00 3.285830517358518676e+01 4.012019756842085449e+00 5.413302775886479346e+00 3.825322770924213245e+01 7.950588421264309424e+00 9.027869257773348366e+00 1.101600624544100349e+01 2.761751367769631926e+01 2.421308169309470415e+01 6.079719775643145852e+01 3.152530784939114650e+00 3.969678082270909414e+01 3.930864200755276983e+00 5.662271801369581858e+00 4.482670402470768423e+00 1.254270946144650445e+01 4.302399693691500104e+00 6.744622501319180508e+00 1.913974817383774152e+01 3.248790311853778867e+00 3.555163536605449082e+01 6.120021647028497824e+00 1.355804620733222698e+01 2.485787133147254124e+01 1.271959408939161129e+01 1.230980659993361215e+01 1.150874394565479619e+01 4.303894859799539674e+00 5.600127001140210226e+00 2.272597792046437704e+01 1.371563161601567948e+01 5.996516949279896203e+00 1.723762741921542485e+01 8.023833595339051499e+02 7.125577579995525213e+00 1.130030959436419558e+01 6.141399427552872048e+00 5.689123815533189132e-01 1.652986966726664164e+01 4.051567064138595242e+01 1.386411609260817190e+00 4.864777238972769702e+00 1.300006914077146369e+01 1.427615937599457041e+01 1.843648233965825156e+01 5.038728057289182161e+00 2.314096228662229393e+01 5.172850397239804998e+00 3.517321629201910049e+00 9.729086484137777546e+00 6.525643327387608217e+00 4.532733959721241490e+00 5.204931422766155613e+00 6.049477374351744707e+00 3.002321259671791154e+01 1.091912005834361388e+01 1.193941349415016262e+01 7.515538492470033027e+00 2.432065333958993847e+01 2.510583449516393895e+00 1.481151449594349856e+01 5.182826225745773741e+01 1.437970789926423265e+01 6.977085891310904842e+00 2.066347443615304869e+00 9.561071165233079316e-01 9.847191184941170405e+00 1.929952925486122073e+00 1.353997263617948033e+00 6.186001299241905116e+00 1.872374740784061942e+01 3.494251775169472829e+00 1.574896724687789629e+01 2.728116978223735778e+00 2.573070360993708672e+00 4.951852992058319636e+00 3.186358451814909287e+00 5.711830645579048849e+00 2.150838272109724514e+01 5.653656746466690919e+00 2.311810513044728843e+00 3.007716158473954238e+01 5.799961120030983075e+00
1.122448979591836649e+00 4.473175515243262623e+00 1.011880253854352674e+01 5.523043633329728586e+00 2.220220090352892939e+01 1.238283365563924576e+01 1.453119698377803992e+01 1.012027995962015758e+01 1.233549107331155081e+00 2.881928870555650235e+01 8.736421179312070961e+00 3.915643701302983448e+00 1.147489868115454215e+01 3.289722359151078734e+01 6.098672540804993325e+00 1.587053802214918541e+01 6.782522165432990136e+00 4.128740166890477070e+00 3.712829095716323025e+01 4.466060583600243383e+00 6.004320332111712233e+00 4.099505822436326241e+01 8.722457032567879409e+00 1.002053562215946592e+01 1.233730244819054356e+01 3.142665104299011247e+01 2.730730937075722409e+01 6.865695500141539753e+01 3.509825981297411968e+00 4.338892485679495792e+01 4.272818691379676181e+00 6.319321992546089284e+00 4.826539831598447350e+00 1.424024555732047403e+01 4.739633449188665359e+00 7.477396499945547781e+00 2.159290764564771692e+01 3.588664610741821637e+00 3.999594356898503378e+01 6.778639638513947574e+00 1.513422316352991182e+01 2.789878784226178965e+01 1.419055558382063076e+01 1.384457581714729812e+01 1.293973428493820066e+01 4.781224771834048148e+00 6.286390210014142887e+00 2.571823786735219386e+01 1.541663914008583980e+01 6.633893509309799263e+00 1.937615554572478871e+01 1.000000000000000000e+03 7.713375147448965130e+00 1.247543681073015343e+01 6.776635616339514279e+00 6.253284317305592976e-01 1.843497847781005561e+01 4.555831600764654610e+01 1.511771664923423852e+00 5.372124194831905619e+00 1.418727022105077396e+01 1.588790591783059725e+01 2.051133883275544889e+01 5.646140586613518586e+00 2.599448762096422527e+01 5.732323061029445554e+00 3.893108028765563500e+00 1.072187281834384542e+01 7.306062528899870401e+00 5.080407075414707485e+00 5.736524537431508364e+00 6.652423390545679105e+00 3.381229090416202610e+01 1.215560287090248970e+01 1.328549995869229505e+01 8.024673688933527060e+00 2.689820095445943693e+01 2.753068517161433526e+00 1.642742307145193337e+01 5.929126413367633575e+01 1.529620957124405045e+01 7.805849298867228114e+00 2.263727940858066834e+00 1.063077228120392181e+00 1.079831515641465067e+01 2.081872110956866084e+00 1.528756477563991467e+00 7.068031365336817196e+00 2.097225628354797422e+01 3.782304289302291345e+00 1.746651864476964278e+01 2.983908567133931378e+00 2.776360241573577969e+00 5.536839212034371016e+00 3.533019989241131142e+00 6.257553396879780294e+00 2.372800955598822625e+01 6.090049095813144575e+00 2.508185690110456001e+00 3.436027312142339696e+01 6.315234037319812366e+00
