x y_0  y_1  y_2  y_3  y_4  y_5  y_6  y_7  y_8  y_9  y_10  y_11  y_12  y_13  y_14  y_15  y_16  y_17  y_18  y_19  y_20  y_21  y_22  y_23  y_24  y_25  y_26  y_27  y_28  y_29  y_30  y_31  y_32  y_33  y_34  y_35  y_36  y_37  y_38  y_39  y_40  y_41  y_42  y_43  y_44  y_45  y_46  y_47  y_48  y_49  y_50  y_51  y_52  y_53  y_54  y_55  y_56  y_57  y_58  y_59  y_60  y_61  y_62  y_63  y_64  y_65  y_66  y_67  y_68  y_69  y_70  y_71  y_72  y_73  y_74  y_75  y_76  y_77  y_78  y_79  y_80  y_81  y_82  y_83  y_84  y_85  y_86  y_87  y_88  y_89  y_90  y_91  y_92  y_93  y_94  y_95  y_96  y_97  y_98  y_99
1.000000000000000000e+00 -1.058791184067875424e-19 -2.117582368135750848e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.058791184067875424e-19 -2.117582368135750848e-19 -2.117582368135750848e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.293955920339377119e-20 0.000000000000000000e+00 0.000000000000000000e+00 -1.694065894508600678e-18 0.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19 0.000000000000000000e+00 2.117582368135750848e-19 1.058791184067875424e-19 -2.117582368135750848e-19 4.235164736271501695e-19 -5.293955920339377119e-20 1.058791184067875424e-19 0.000000000000000000e+00 1.058791184067875424e-19 -1.058791184067875424e-19 -2.117582368135750848e-19 0.000000000000000000e+00 -2.117582368135750848e-19 -2.117582368135750848e-19 0.000000000000000000e+00 -2.117582368135750848e-19 4.541058183541377260e-15 -5.293955920339377119e-20 0.000000000000000000e+00 -2.117582368135750848e-19 -5.293955920339377119e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19 0.000000000000000000e+00 0.000000000000000000e+00 4.235164736271501695e-19 6.161305218669063066e-15 1.058791184067875424e-19 0.000000000000000000e+00 -1.058791184067875424e-19 1.288468507074635711e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.058791184067875424e-19 5.293955920339377119e-20 2.117582368135750848e-19 -5.293955920339377119e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19 2.117582368135750848e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19 2.117582368135750848e-19 -1.058791184067875424e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.117582368135750848e-19 2.117582368135750848e-19 2.117582368135750848e-19 -2.117582368135750848e-19 2.117582368135750848e-19 2.784087420936705977e-15 0.000000000000000000e+00 0.000000000000000000e+00 1.058791184067875424e-19 1.988304719957774566e-15 0.000000000000000000e+00 2.117582368135750848e-19 -2.117582368135750848e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.006122448979591910e+00 1.355642246504246695e-01 3.933393389442675359e-01 1.822073149818736471e-01 7.642983560047877933e-01 1.701695165256155162e-01 3.666854278141185031e-01 7.080032269662125954e-02 4.099575413181817674e-02 2.062333502500802440e-01 2.828132694828597304e-01 1.181295144041253492e-01 3.592526221383287588e-01 6.299043676629086930e-01 1.344668777631245205e-01 2.227914715941553825e-01 1.184538132754033024e-01 2.364501743982732815e-02 5.411117556897306891e-01 6.753013370094577972e-02 1.401455540945288347e-01 1.456551946462987246e+00 2.276672440166326306e-01 1.321315902816178889e-01 1.607888792688302870e-01 4.259231626272640403e-01 4.700058692903468782e-01 8.353949015215144103e-01 3.027684861478413883e-02 1.301571240344300939e+00 1.365524629471678020e-01 6.529237306727855850e-02 1.703667679643297850e-01 1.278787210825122200e-01 1.323131963408253065e-01 1.701411620969601191e-01 3.049442904590832226e-01 9.645643088681747634e-02 8.712047670134533961e-01 1.227786963616080834e-01 1.551679814868322793e-01 2.894271208864522271e-01 1.616282052458863638e-01 8.112722395020470489e-02 1.822276500778030883e-01 1.044142408617699802e-01 3.924227122961624487e-02 1.676073228427172879e-01 4.482556252726958845e-02 1.614901737484617239e-01 9.400161637004419979e-02 9.278262498913926848e+00 2.447964136922788081e-01 3.234646457813030174e-01 1.451187701276586139e-01 1.623895298135527576e-02 2.362399404290565219e-01 7.471853730656901060e-01 4.622409905236585237e-02 1.486330873195465530e-01 4.178616699206581520e-01 3.664162252010526033e-01 3.335760846113084988e-01 7.284729369589507120e-02 2.225047918546419201e-01 6.182125071987559783e-02 9.064897727713902564e-02 2.065132257607217581e-01 1.086589315971802916e-01 6.469624185390089599e-02 1.277000928792653978e-01 1.465761476128688290e-01 4.201157079679530559e-01 1.535745584894348537e-01 2.574755980244083919e-01 3.027368673969005330e-01 6.836400252852896653e-01 7.158670090628790894e-02 3.453480035088544176e-01 4.714786231531690741e-01 6.107470366734644163e-01 6.391294071572076185e-02 6.177800100389270466e-02 1.862627008336399312e-02 2.835337374969841284e-01 7.045695983459253353e-02 1.388454687946586580e-02 2.226214278853519066e-02 1.753488017404596089e-01 1.084725413288140927e-01 4.782741070106555914e-01 8.449299289091306842e-02 9.422085105519083237e-02 4.968811419995309425e-02 3.663217130079472750e-02 1.168063821944496788e-01 5.456629525487181054e-01 2.097128816303553689e-01 8.000825964576943616e-02 6.065383291102910412e-01 1.960462607001683677e-01
1.012244897959183598e+00 2.757014938881957034e-01 8.035717459964450970e-01 3.733920443377093945e-01 1.552898966609053799e+00 3.717661445468455339e-01 7.501379593730083117e-01 1.600509921794745771e-01 8.332500680506589597e-02 4.974214089773416614e-01 5.745419127457757069e-01 2.401068586004915240e-01 7.359559179965448061e-01 1.303472077326303546e+00 2.811893462103584596e-01 4.825143892722408290e-01 2.471808409576988219e-01 6.288815261320726546e-02 1.158550595230895208e+00 1.447245505105714536e-01 2.865124435835091909e-01 2.966975116225656794e+00 4.669109685869571869e-01 2.929940352271603876e-01 3.450124851104681145e-01 9.135535003420262035e-01 9.773421103043207214e-01 1.832347700000714674e+00 7.284293289654966697e-02 2.646748081389634244e+00 2.774038858764491522e-01 1.503014154138023195e-01 3.457858587692456132e-01 2.756709613252754654e-01 2.692354593888634517e-01 3.503726878952908574e-01 6.487093164620588714e-01 1.964146488456570139e-01 1.788935981702602929e+00 2.618678502546313847e-01 3.581023044379971210e-01 6.635057662956188596e-01 3.634882142472153910e-01 2.064143350011521383e-01 3.796705155199122106e-01 2.147794201103748191e-01 9.674279509126315624e-02 4.143725162981986010e-01 1.420412180602247110e-01 3.312440850540371851e-01 2.599968401310313593e-01 1.893108857790795696e+01 4.989510642696680098e-01 6.595516942536964189e-01 3.031690692162260503e-01 3.324415621188663711e-02 5.178014689919485658e-01 1.576039532986965197e+00 9.399238808449877913e-02 3.023444097212460435e-01 8.540221930332567712e-01 7.544864089739820034e-01 7.161125764673335059e-01 1.532237374718083689e-01 5.134637823224618147e-01 1.434367823961165966e-01 1.858653894566588138e-01 4.381569790423782140e-01 2.297885953713307006e-01 1.376781944518405409e-01 2.659864751272028593e-01 3.057006394465599519e-01 9.097897421746543589e-01 3.402685687435726969e-01 5.362165885510495889e-01 6.154474214194641801e-01 1.399537110714278887e+00 1.463233568947125696e-01 7.187877517612568656e-01 1.057083328307744097e+00 1.238972477888092394e+00 1.506912315954702375e-01 1.259603401370255338e-01 3.862255709039364576e-02 5.811225577992078506e-01 1.434556877951895515e-01 2.978420357152907968e-02 5.509893376490061778e-02 4.160477827316180210e-01 2.238474123669281224e-01 9.727143747073240254e-01 1.721483727986216072e-01 1.915259318737471683e-01 1.143325147610246423e-01 8.518544625868065823e-02 2.512968974922967780e-01 1.129354186539728300e+00 4.261108362165552110e-01 1.626761950667946210e-01 1.248931833890362553e+00 3.985769360193888167e-01
1.018367346938775508e+00 4.209989976029495651e-01 1.229470078595162441e+00 5.736898589175152274e-01 2.367399061368250734e+00 6.070770138734545851e-01 1.152535431610066219e+00 2.729158906104228177e-01 1.271019532663062446e-01 8.799759329646682504e-01 8.760722020012433608e-01 3.664120049418416736e-01 1.130979852858610357e+00 2.026414252892882129e+00 4.411591251644677025e-01 7.821374986385583039e-01 3.884459451131129226e-01 1.182936701571860177e-01 1.858434467914453103e+00 2.326440017784191239e-01 4.405949121724814233e-01 4.532467519592090710e+00 7.191094345609626570e-01 4.840121547389127921e-01 5.569254715172125003e-01 1.468858643984869872e+00 1.529267014364176003e+00 3.002924773640360812e+00 1.281302640191578635e-01 4.040907058958769227e+00 4.229989250412418134e-01 2.558780387896357755e-01 5.265511285606113701e-01 4.509801642363580609e-01 4.114532731431461698e-01 5.421008777870564010e-01 1.037067573018650934e+00 3.004492067128851085e-01 2.759681629867051900e+00 4.178425783041564978e-01 6.106988220880945617e-01 1.125023219961423626e+00 6.081207690909176122e-01 3.791040702233440252e-01 5.984172937130861625e-01 3.322298990469216284e-01 1.745249910667934501e-01 7.449765787367443881e-01 2.963780254454193575e-01 5.103955769462815706e-01 5.003621997616515271e-01 2.906966202775706876e+01 7.632248758931399202e-01 1.010680990873270346e+00 4.750191363659124755e-01 5.112410805435323863e-02 8.489642912375695571e-01 2.495674989977032965e+00 1.434891333696437787e-01 4.618938689838272826e-01 1.309741187948479491e+00 1.166349287929047129e+00 1.150170040232669777e+00 2.439810250335395780e-01 8.805767918522084958e-01 2.453642381749540635e-01 2.865548821466237794e-01 6.960682047553031770e-01 3.657681906776644176e-01 2.211086341547347511e-01 4.155612803667720900e-01 4.783423128424288406e-01 1.478359700008794686e+00 5.622639993408863335e-01 8.391868805341687887e-01 9.381449147041394099e-01 2.151493330875067667e+00 2.248270683911550993e-01 1.122822176410437800e+00 1.779046302526325674e+00 1.884422548899473915e+00 2.623834719642041957e-01 1.930010623165464845e-01 6.041674874473675766e-02 8.945286430108897457e-01 2.191050862943083599e-01 4.861439154360000514e-02 1.033966358189581797e-01 7.260166201502684657e-01 3.463408532535238171e-01 1.485649819570205921e+00 2.634937501879818234e-01 2.921172972031533255e-01 1.956049615656228480e-01 1.461156016187255269e-01 4.038549126831551539e-01 1.754682190246409812e+00 6.496388009705413857e-01 2.482746020881698990e-01 1.935767106293256212e+00 6.083184845806816066e-01
1.024489795918367419e+00 5.720758039905253778e-01 1.669795208327981895e+00 7.832296981959934179e-01 3.209493577130149600e+00 8.783950578265443676e-01 1.576235647624688818e+00 4.143252318927596600e-01 1.724463855014364555e-01 1.360241774221765398e+00 1.188348110091464127e+00 4.975604147922050302e-01 1.545177368053380462e+00 2.804887009218544947e+00 6.153464716337284646e-01 1.124682413581408635e+00 5.444595047627193152e-01 1.904180187154327353e-01 2.647242349336133671e+00 3.323371885309372997e-01 6.039073872871979498e-01 6.154263198115144107e+00 9.856913740265668133e-01 7.066274722152381393e-01 8.006574346220202143e-01 2.098045594807321113e+00 2.133138566467335906e+00 4.359691032423323342e+00 1.965716836022819713e-01 5.489852935210659979e+00 5.738141384564018344e-01 3.828936089585188163e-01 7.129749157553511019e-01 6.611040923808636505e-01 5.597056260808638273e-01 7.467868905647991884e-01 1.475799912500018962e+00 4.091736563353275957e-01 3.790502993446554392e+00 5.913551218485197936e-01 9.149184271166950211e-01 1.677086008740492407e+00 8.980623801708498277e-01 6.023515257998118821e-01 8.443465999965978908e-01 4.579176036531140137e-01 2.745192346487155266e-01 1.164164629906557558e+00 5.123213805647212071e-01 7.001392638676330327e-01 8.175481259116115229e-01 3.982233703343824516e+01 1.038411478398273857e+00 1.379359938673463626e+00 6.615909884746736802e-01 6.999102568625227561e-02 1.233938037041922620e+00 3.515520529837232289e+00 1.949108600100459832e-01 6.281076380444894358e-01 1.786403619067119530e+00 1.604378726016977286e+00 1.638490242889014237e+00 3.478503315960378983e-01 1.331297475195541535e+00 3.681352302762088136e-01 3.936350239960393904e-01 9.814547675629169410e-01 5.189276762201766591e-01 3.170712262338813425e-01 5.771751748420829164e-01 6.654960898607857889e-01 2.135070772576491471e+00 8.217346487281547152e-01 1.169390046195923238e+00 1.270841918057168618e+00 2.943650448523002172e+00 3.077116438367538120e-01 1.560098420069608194e+00 2.658987178224344827e+00 2.546827056594601846e+00 4.009657395664870672e-01 2.633589903007668709e-01 8.442118713324743562e-02 1.225571218428845421e+00 2.975236261287203532e-01 7.124692848957539515e-02 1.717821599708333202e-01 1.109138762373004239e+00 4.761787766591243365e-01 2.019627764996552166e+00 3.590659540863412325e-01 3.962102661269685244e-01 2.951091899962349219e-01 2.198715083504997059e-01 5.748800732189279783e-01 2.425428780125698403e+00 8.807666632392727735e-01 3.370909039394117679e-01 2.675933457258951265e+00 8.260491962217620943e-01
1.030612244897959107e+00 7.295865336979043825e-01 2.123343962121317485e+00 1.002137339734951116e+00 4.080975591943587055e+00 1.188039576723366464e+00 2.023805164923856648e+00 5.890020198012347885e-01 2.194838897301660541e-01 1.944576182175143719e+00 1.512376355559687635e+00 6.341077537698870392e-01 1.979388560005307163e+00 3.645608625558126370e+00 8.047039098154966652e-01 1.513258816253894468e+00 7.173869369302370291e-01 2.798152347880824009e-01 3.531931365095599240e+00 4.448479844202800071e-01 7.779957493321383311e-01 7.833637889998350090e+00 1.268144501784896683e+00 9.623106447802659558e-01 1.080237676323167140e+00 2.807669771192805808e+00 2.796498308686035106e+00 5.915931839338364640e+00 2.786050111743563207e-01 6.999862295332023976e+00 7.303611266605497532e-01 5.322507650127582535e-01 9.053896507253489379e-01 9.130752701507630631e-01 7.147920193239440945e-01 9.659603882219066628e-01 1.970759703006303321e+00 5.232472168532957824e-01 4.889163299059178236e+00 7.831436072158706185e-01 1.272812189576805864e+00 2.323178701880179275e+00 1.235868985218647520e+00 8.792559515091296074e-01 1.123157085382250564e+00 5.930211810942301875e-01 3.985742633193936069e-01 1.676825715492674007e+00 7.941358973823127165e-01 9.017421502660311061e-01 1.214118820316847591e+00 5.134147481111067890e+01 1.325338193032424394e+00 1.768204371533073749e+00 8.638689552314374742e-01 8.996155109553598261e-02 1.676894506752414360e+00 4.645456524047763658e+00 2.484675996835950251e-01 8.018885580205096231e-01 2.285533037416608515e+00 2.071219080575540161e+00 2.184032345831814936e+00 4.674521741854251178e-01 1.872884290098800530e+00 5.123001748622598717e-01 5.080417238906796973e-01 1.295605474468482843e+00 6.915634309571373484e-01 4.275797455416943671e-01 7.516342252020937753e-01 8.681891856677456110e-01 2.889169802810173771e+00 1.120866076140772050e+00 1.529895309874086173e+00 1.613554650693993731e+00 3.780539862169478127e+00 3.955901347211773222e-01 2.033437539728947030e+00 3.718157330756425072e+00 3.225906682535712111e+00 5.683540147768396666e-01 3.374997142894574087e-01 1.110342526816064379e-01 1.576136422055492536e+00 3.788401794279860346e-01 9.851335449875617267e-02 2.646435858398059615e-01 1.569303900665238283e+00 6.135972749810009175e-01 2.577454164598929065e+00 4.594138187815104968e-01 5.040339607709457548e-01 4.143892513001390387e-01 3.068984210062712936e-01 7.647911863456338111e-01 3.145582061764684134e+00 1.119989181817586887e+00 4.294299535371319809e-01 3.478762585008773112e+00 1.052603559708753966e+00
1.036734693877551017e+00 8.942253003825575419e-01 2.588993596619079796e+00 1.230539012586502556e+00 4.983736566704112469e+00 1.538377805716633517e+00 2.498051934898113391e+00 8.014888305758279818e-01 2.683460363080692468e-01 2.639433436877494543e+00 1.849231853986250673e+00 7.766551630952559515e-01 2.434444845616654973e+00 4.555997350786542555e+00 1.010169807675556086e+00 1.951103044261178310e+00 9.093574496622640613e-01 3.870423571667803708e-01 4.520071112846289374e+00 5.712229549757512626e-01 9.644493467468725489e-01 9.571914786669681874e+00 1.568024522338813176e+00 1.252574283851618286e+00 1.399620651366616508e+00 3.604762312612664665e+00 3.527166222397008610e+00 7.685898926521452346e+00 3.746773180812826287e-01 8.577731505739798479e+00 8.931899838675771974e-01 7.048947219902971240e-01 1.104149644388662477e+00 1.213701798882765859e+00 8.775814999544772066e-01 1.201234600498211513e+00 2.527944538696771382e+00 6.433822804585066502e-01 6.064278616644191544e+00 9.940418476617824961e-01 1.686547948579589340e+00 3.067228528447379254e+00 1.624140817254271507e+00 1.212893641946632295e+00 1.440397382752305111e+00 7.387559128108932560e-01 5.484685144356697961e-01 2.288078788378618444e+00 1.145889564878530109e+00 1.116556529448424984e+00 1.692793863986840286e+00 6.381265362213087400e+01 1.624866914671053042e+00 2.179961267832143612e+00 1.082908923123531153e+00 1.111575013866344802e-01 2.182001066702735859e+00 5.895967269963801272e+00 3.043842482282129169e-01 9.842280188687367870e-01 2.808806747462420095e+00 2.569826044237030871e+00 2.790012262667197707e+00 6.053045121903435355e-01 2.512453472778635177e+00 6.784331350878104461e-01 6.307360931003096471e-01 1.639900516158831145e+00 8.859547249147252668e-01 5.545867398246200342e-01 9.398073635546573268e-01 1.087487529808578213e+00 3.750008258546688733e+00 1.461876118049885820e+00 1.923865776648903791e+00 1.966307451120303806e+00 4.667139033513056923e+00 4.890772394690298674e-01 2.545867405958463170e+00 4.977717311019314472e+00 3.921380846316402824e+00 7.664166456376556580e-01 4.158975680408810160e-01 1.406417453770250070e-01 1.948187628141728522e+00 4.631949669362543376e-01 1.312078256247281027e-01 3.861499121899273357e-01 2.110452013841516372e+00 7.588430977455857818e-01 3.162240876033868719e+00 5.651010293619416203e-01 6.158318897342143217e-01 5.549376906951383193e-01 4.076411938124814838e-01 9.740290440932098948e-01 3.919372025387152458e+00 1.367825829629068624e+00 5.256148544089448427e-01 4.354192844437130283e+00 1.288876986135342406e+00
1.042857142857142927e+00 1.066729939988466436e+00 3.065739887977236400e+00 1.468564954812841883e+00 5.919766455743071809e+00 1.931847648417126306e+00 3.002062403392256940e+00 1.056175177664488762e+00 3.191705642532389198e-01 3.451455887160282288e+00 2.200063604136317963e+00 9.258551683438827062e-01 2.911173120223307098e+00 5.544335238281852263e+00 1.232671829969133048e+00 2.441620782746494189e+00 1.122472220774311857e+00 5.126648807197610180e-01 5.619999719164735730e+00 7.125192310449178779e-01 1.164913902888298880e+00 1.137047033219019276e+01 1.886964671892183754e+00 1.578986238716022728e+00 1.762712278261710619e+00 4.496981132995267139e+00 4.333349370472834750e+00 9.685085966821779024e+00 4.852493668943584915e-01 1.023082935372022639e+01 1.062893090257489126e+00 9.018251725950831021e-01 1.309633083809338849e+00 1.569609186153123614e+00 1.049022883370197778e+00 1.454323037775168581e+00 3.153577226264237421e+00 7.703528957504330865e-01 7.325496474414869397e+00 1.224990369304610693e+00 2.158438689090542706e+00 3.913677283746594071e+00 2.065548731254438941e+00 1.606352116415739495e+00 1.801496127302099071e+00 8.963845207259705239e-01 7.259214236347897309e-01 3.003366430553016997e+00 1.571477252419866355e+00 1.346034346724001907e+00 2.256492150845279543e+00 7.746749234687261776e+01 1.937894917405721174e+00 2.617533606550213499e+00 1.319848372690211935e+00 1.337066703549700530e-01 2.753455357130776715e+00 7.278313912197846847e+00 3.629020429373082113e-01 1.176219587485226370e+00 3.358073177777062490e+00 3.103513954333241287e+00 3.459945759538141097e+00 7.638290583363152031e-01 3.257034815193732502e+00 8.671366965640864288e-01 7.627118184620017560e-01 2.015822392465830504e+00 1.104381173495283752e+00 6.999917158083152069e-01 1.142634519528580306e+00 1.324502419773843309e+00 4.727155785259582466e+00 1.847036095940548961e+00 2.354589268958212411e+00 2.329137229412005627e+00 5.608935338194004139e+00 5.887915799880828471e-01 3.100659285204157900e+00 6.459052481576117444e+00 4.632976037625640586e+00 9.969869140361170556e-01 4.990375936353104169e-01 1.736180640360942828e-01 2.343776253418067501e+00 5.507406377078896131e-01 1.700895706879135827e-01 5.402701947976648045e-01 2.736619310840830543e+00 9.121741151970192973e-01 3.777461568530948277e+00 6.767090396153879750e-01 7.318625882516012204e-01 7.182035948664969860e-01 5.225474359427987325e-01 1.203059224956186890e+00 4.751309047539577612e+00 1.624820579655944730e+00 6.259878034643542311e-01 5.312965386477385366e+00 1.535830908693853969e+00
1.048979591836734615e+00 1.247886552700481211e+00 3.552726871715084833e+00 1.716352823310345554e+00 6.891153754644173901e+00 2.370981756942587282e+00 3.539243775028509731e+00 1.357325714058538857e+00 3.721015629236122391e-01 4.387572751969553764e+00 2.566101039042499643e+00 1.082418319035078014e+00 3.410399915180736929e+00 6.619964858824666010e+00 1.473130298486949208e+00 2.988434721885455669e+00 1.358812274021673705e+00 6.572622811310020463e-01 6.841007368311418979e+00 8.698127974790204053e-01 1.381105485039959335e+00 1.323074001758077500e+01 2.226685832563767065e+00 1.943183419364312714e+00 2.173397292601855213e+00 5.492792905456951758e+00 5.223767653842539715e+00 1.193054092138059552e+01 6.108002594502490723e-01 1.196715469124078446e+01 1.240109279016601729e+00 1.124108921678725448e+00 1.522244267094273296e+00 1.987283948465101036e+00 1.230156354623469284e+00 1.727058109274434150e+00 3.854198166461129116e+00 9.050043916163338364e-01 8.683709038909015021e+00 1.477048870113956358e+00 2.690973082540311090e+00 4.867562266235308854e+00 2.562862273330924534e+00 2.062765836428433364e+00 2.211792310427114661e+00 1.067229017877989738e+00 9.326047117680927867e-01 3.828558313981115457e+00 2.074643630763534308e+00 1.591743232022118537e+00 2.908378843601467700e+00 9.260203943629208823e+01 2.265355612634314841e+00 3.084007716633563767e+00 1.575917298768286789e+00 1.577436887615384919e-01 3.395521493056826046e+00 8.804732306409519538e+00 4.242801700766043460e-01 1.379074694988586813e+00 3.935371783775773569e+00 3.676010744300811428e+00 4.197695953302778449e+00 9.453558451470073232e-01 4.113631167666618182e+00 1.079046899815623073e+00 9.050031148892330179e-01 2.424967390080224217e+00 1.349141360490032637e+00 8.656489477068747274e-01 1.361135493740649682e+00 1.580397425409602707e+00 5.830526357492866296e+00 2.278692844753541280e+00 2.825512182227877034e+00 2.702097753925591483e+00 6.611998408856909037e+00 6.953578613909221495e-01 3.701368655716136935e+00 8.184133394526440952e+00 5.360434520607236131e+00 1.261875764801722699e+00 5.874174981871469470e-01 2.103271926844672568e-01 2.765053068501559075e+00 6.416435024980196022e-01 2.158849193250024223e-01 7.307922189156649262e-01 3.451986468741419234e+00 1.073859785165005354e+00 4.427018382790470774e+00 7.948400803140175386e-01 8.524003291166192264e-01 9.056005376657029204e-01 6.520706193328057454e-01 1.452374915015512302e+00 5.646225588208581669e+00 1.891541657971030688e+00 7.309109589942789365e-01 6.366861549642175433e+00 1.794498279135851249e+00
1.055102040816326525e+00 1.438534382824852242e+00 4.049267361574162116e+00 1.974050879400922609e+00 7.900085558535502095e+00 2.858433159353123365e+00 4.113372249729679631e+00 1.709109534661652496e+00 4.272896536211512331e-01 5.455108383710541631e+00 2.948660873444011177e+00 1.247120666399880839e+00 3.932955563535306176e+00 7.793527645059235454e+00 1.732461490486824962e+00 3.595438213037652986e+00 1.620446407486298313e+00 8.214336451391832661e-01 8.193554605170641381e+00 1.044207261501812090e+00 1.614825730675722326e+00 1.515422412620791803e+01 2.589007253043796197e+00 2.346886237817714438e+00 2.635567822382365755e+00 6.601695474449120304e+00 6.207800818871058723e+00 1.444122409301658116e+01 7.518323411338683204e-01 1.379539940090487349e+01 1.425528414753544970e+00 1.372893407011318789e+00 1.742416114669040006e+00 2.473119890403505661e+00 1.422126668651765069e+00 2.021411934995525961e+00 4.636771755528586780e+00 1.048264330704315350e+00 1.015130949880403222e+01 1.751410352802925452e+00 3.286848622942425191e+00 5.934608324976274218e+00 3.118979814062516454e+00 2.585353776157585770e+00 2.676566239772475875e+00 1.252683771066266161e+00 1.170153689301182132e+00 4.770066933447117741e+00 2.659005571976842841e+00 1.855384430029744625e+00 3.651916179902574111e+00 1.096038940953067140e+02 2.608219289968031873e+00 3.582683521977631180e+00 1.852450108510655724e+00 1.834109511671155046e-01 4.112567958749225205e+00 1.048866118336662190e+01 4.887975137011737470e-01 1.594140752286024032e+00 4.542955870608893498e+00 4.291521929845829142e+00 5.007525950880587828e+00 1.152126164502103922e+00 5.089282751688834594e+00 1.314838254549322460e+00 1.058693327736399903e+00 2.869057683403388292e+00 1.622572830384506171e+00 1.053375026433597927e+00 1.596419651425559971e+00 1.856395561534034844e+00 7.070519493052006332e+00 2.759291717779737141e+00 3.340276818646930934e+00 3.085263649243284334e+00 7.683062177103449741e+00 8.094089315683042907e-01 4.351880876416204913e+00 1.017592956735736820e+01 6.103523327308994162e+00 1.562884761523764432e+00 6.815496065567701045e-01 2.511235110285565120e-01 3.214280029808937122e+00 7.360849459540051987e-01 2.692889202639530133e-01 9.613408473028339785e-01 4.260929645430488577e+00 1.244181640992800375e+00 5.115322034382117522e+00 9.201202800486167899e-01 9.777359206620604981e-01 1.118514450272993566e+00 7.966731532938657878e-01 1.722499790439841805e+00 6.609321388091486504e+00 2.168581288676257657e+00 8.407673373210278189e-01 7.528993753641102238e+00 2.065989480420303170e+00
