1.000000000000000000e+00 0.000000000000000000e+00
9.993090000000000028e-01 1.600000000000001074e-02
9.995330000000000048e-01 -3.400000000000001632e-02
1.000043999999999933e+00 -1.800000000000000211e-02
1.000439999999999996e+00 1.360000000000000098e-01
9.991839999999999611e-01 1.369999999999999829e-01
1.000388000000000055e+00 1.810000000000000220e-01
1.000931999999999933e+00 1.369999999999999829e-01
1.001870000000000038e+00 1.379999999999000082e-01
1.002275999999999945e+00 1.789999999998999891e-01
1.003422999999999954e+00 1.799999999998999900e-01
1.003889999999999949e+00 2.939999999999000080e-01
1.005775000000000086e+00 2.939999999999000080e-01
1.006615000000000038e+00 2.620000000000000107e-01
1.007209000000000021e+00 1.799999999998999900e-01
1.008443999999999896e+00 1.810000000000000220e-01
1.009771999999999892e+00 2.239999999999000013e-01
1.010980999999999908e+00 2.239999999999000013e-01
1.012046000000000001e+00 1.510000000000000231e-01
1.011557999999999957e+00 3.799999999999999906e-02
1.012385000000000090e+00 1.119999999998999990e-01
1.013177999999999912e+00 1.129999999998999999e-01
1.013824999999999976e+00 1.969999999999000051e-01
1.014348000000000027e+00 2.390000000000000180e-01
1.013670000000000071e+00 2.809999999998999964e-01
1.016021000000000063e+00 2.819999999998999973e-01
1.016566000000000081e+00 2.840000000000000302e-01
1.017392000000000074e+00 4.410000000000000031e-01
1.018227999999999911e+00 5.879999999999999671e-01
1.018231000000000108e+00 6.719999999999999307e-01
1.018536000000000108e+00 6.730000000000000426e-01
1.019657000000000036e+00 6.740000000000000435e-01
1.019881999999999955e+00 7.590000000000000080e-01
1.021182000000000034e+00 8.739999999999999991e-01
1.022197999999999940e+00 9.169999999999999263e-01
1.022342000000000084e+00 8.870000000000000107e-01
1.023276000000000074e+00 8.880000000000000115e-01
1.023400000000000087e+00 8.890000000000000124e-01
1.023776000000000019e+00 8.899999999999999023e-01
1.024928999999999979e+00 8.910000000000000142e-01
1.025349000000000066e+00 8.920000000000000151e-01
1.025028000000000050e+00 8.930000000000000160e-01
1.026888999999999941e+00 8.209999999999999520e-01
1.027300000000000102e+00 7.900000000000000355e-01
1.026944999999999997e+00 7.910000000000000364e-01
1.028821999999999903e+00 7.919999999999999263e-01
1.029112000000000027e+00 7.940000000000000391e-01
1.030586999999999920e+00 7.950000000000000400e-01
1.031255999999999950e+00 7.960000000000000409e-01
1.031579000000000024e+00 8.289999999999999591e-01
1.032113000000000058e+00 8.619999999999999885e-01
1.032793999999999990e+00 8.630000000000001004e-01
1.033179000000000070e+00 8.639999999999999902e-01
1.034254999999999924e+00 8.649999999999999911e-01
1.034640999999999922e+00 8.989999999999999103e-01
1.034759999999999902e+00 9.319999999999999396e-01
1.034958000000000045e+00 1.008000000000000007e+00
1.035468999999999973e+00 1.008999999999999897e+00
1.035819999999999963e+00 1.010000000000000009e+00
1.036529999999999951e+00 1.086999999999999966e+00
1.037334999999999896e+00 1.164000000000000146e+00
1.039304000000000006e+00 1.196999999999999842e+00
1.039495999999999976e+00 1.197999999999999954e+00
1.039724000000000093e+00 1.231999999999999984e+00
1.040351000000000026e+00 1.276999999999999913e+00
1.041382999999999948e+00 1.397999999999999909e+00
1.042335000000000012e+00 1.431000000000000050e+00
1.043303000000000091e+00 1.431999999999999940e+00
1.044834999999999958e+00 1.508999999999999897e+00
1.045123000000000024e+00 1.586999999999899824e+00
1.045806999999999931e+00 1.665000000000000036e+00
1.046122999999999914e+00 1.590999999999999970e+00
1.047107000000000010e+00 1.592000000000000082e+00
1.048583000000000043e+00 1.625000000000000000e+00
1.048639000000000099e+00 1.703999999999999959e+00
1.049744000000000010e+00 1.739000000000000101e+00
1.049963999999999897e+00 1.707999999999899821e+00
1.050308000000000019e+00 1.740999999999999881e+00
1.052184000000000008e+00 1.820000000000000062e+00
1.052972999999999937e+00 1.899000000000000021e+00
1.053188000000000013e+00 1.824999999999999956e+00
1.054448000000000052e+00 1.792999999999900007e+00
1.055371000000000059e+00 1.871999999999999886e+00
1.055933000000000010e+00 1.906999999999900108e+00
1.057911000000000046e+00 1.952999999999899927e+00
1.059490999999999961e+00 1.923000000000000043e+00
1.060046000000000044e+00 1.923999999999999932e+00
1.060915000000000052e+00 2.001999999999999780e+00
1.061390999999999973e+00 2.080999999999999961e+00
1.061919000000000057e+00 2.116999999999999993e+00
1.062859999999999916e+00 2.164000000000000146e+00
1.064065000000000039e+00 2.319999999999999840e+00
1.063908999999999994e+00 2.443999999999999950e+00
1.066113000000000088e+00 2.491000000000000103e+00
1.066940999999999917e+00 2.527000000000000135e+00
1.066785000000000094e+00 2.685000000000000053e+00
1.068176000000000014e+00 2.963999999999999968e+00
1.069280999999999926e+00 3.077999999999999847e+00
1.070743999999999918e+00 3.203000000000000291e+00
1.072343999999999964e+00 3.362000000000000099e+00
1.073871999999999938e+00 3.564999999999999947e+00
1.074384999999999923e+00 3.846000000000000085e+00
1.075634999999999897e+00 4.083000000000000185e+00
1.075973999999999986e+00 4.286999999999999922e+00
1.077431000000000028e+00 4.413999999999899337e+00
1.078815999999999997e+00 4.573999999999999844e+00
1.080351999999999979e+00 4.733999999999899622e+00
1.081658999999999926e+00 4.894000000000000128e+00
1.083069000000000059e+00 5.054999999999999716e+00
1.083639999999999937e+00 5.182000000000000384e+00
1.085077999999999987e+00 5.264999999999999680e+00
1.086105000000000098e+00 5.302999999999899572e+00
1.087728000000000028e+00 5.430999999999900574e+00
1.088875000000000037e+00 5.514000000000000234e+00
1.090159000000000100e+00 5.518999999999999240e+00
1.090769000000000100e+00 5.556999999999900020e+00
1.093010000000000037e+00 5.595999999999899721e+00
1.094721000000000055e+00 5.600999999999900503e+00
1.096225999999999923e+00 5.652000000000000135e+00
1.097447999999999979e+00 5.657000000000000028e+00
1.098605999999999971e+00 5.661999999999899558e+00
1.100645000000000095e+00 5.746999999999899522e+00
1.101793000000000022e+00 5.876999999999899416e+00
1.103264999999999940e+00 5.961999999999899380e+00
1.104840999999999962e+00 5.966999999999900162e+00
1.106065000000000076e+00 6.051999999999900126e+00
1.108025999999999955e+00 6.182000000000000384e+00
1.110400000000000054e+00 6.346999999999899167e+00
1.111299999999999955e+00 6.477999999999899394e+00
1.111582000000000070e+00 6.528999999999900439e+00
1.113431000000000060e+00 6.613999999999900403e+00
1.115482000000000085e+00 6.779999999999999361e+00
1.116231999999999891e+00 6.945999999999999730e+00
1.118001000000000023e+00 6.985999999999999766e+00
1.119612999999999969e+00 7.277999999999999581e+00
1.121714000000000100e+00 7.616999999999999993e+00
1.122036999999999951e+00 7.796000000000000263e+00
1.123377000000000070e+00 7.884000000000000341e+00
1.125869999999999926e+00 8.097999999999998977e+00
1.127010999999999985e+00 8.391000000000000014e+00
1.128633999999999915e+00 8.605000000000000426e+00
1.130095000000000072e+00 8.772999999999999687e+00
1.132080999999999893e+00 8.907999999999999474e+00
1.133814000000000100e+00 9.076999999999999957e+00
1.135340999999999934e+00 9.371999999999999886e+00
1.138133999999999979e+00 9.632999999999999119e+00
1.139005999999999963e+00 9.849000000000000199e+00
1.139124999999999943e+00 1.003100000000000058e+01
1.141599000000000030e+00 1.032699999999999996e+01
1.142941999999999902e+00 1.054599999999999937e+01
1.144646999999999970e+00 1.075300000000000011e+01
1.146095000000000086e+00 1.095899999999999963e+01
1.147929999999999895e+00 1.129400000000000048e+01
1.149915000000000020e+00 1.164100000000000001e+01
1.150825999999999905e+00 1.194299999999999962e+01
1.152228000000000030e+00 1.229100000000000037e+01
1.154474999999999918e+00 1.267500000000000071e+01
1.155831000000000053e+00 1.305799999999999983e+01
1.157769999999999966e+00 1.348899999999999899e+01
1.158822000000000019e+00 1.387299999999999933e+01
1.161400999999999906e+00 1.429399999999999871e+01
1.164365000000000094e+00 1.476200000000000045e+01
1.165907000000000027e+00 1.539400000000000013e+01
1.167203999999999908e+00 1.595699999999999896e+01
1.169056000000000095e+00 1.642799999999990135e+01
1.169677000000000078e+00 1.691199999999999903e+01
1.171203999999999912e+00 1.751299999999989865e+01
1.172376000000000085e+00 1.803300000000000125e+01
1.175157999999999925e+00 1.850699999999999790e+01
1.175545000000000062e+00 1.898099999999990217e+01
1.176846999999999976e+00 1.953899999999989845e+01
1.178374999999999950e+00 2.010899999999999821e+01
1.179270999999999958e+00 2.076399999999989987e+01
1.180670000000000108e+00 2.149199999999990141e+01
1.183262999999999954e+00 2.226699999999999946e+01
1.183890000000000109e+00 2.263399999999990087e+01
1.184325999999999990e+00 2.296099999999999852e+01
1.187016999999999989e+00 2.317999999999999972e+01
1.188809000000000005e+00 2.348499999999999943e+01
1.190125000000000099e+00 2.379699999999999704e+01
1.192444000000000059e+00 2.409700000000000131e+01
1.192871000000000015e+00 2.440299999999989922e+01
