lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.566459770197980264e-05 3.427979257423430714e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.229328432236798129e-04 7.285215368494391301e-04
1.017699999809265066e+00 1.000000000000000000e+00 2.019105001119896861e-04 1.158566809725016401e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.927010853309184126e-04 1.634403955470770629e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.954111011698841827e-04 2.157591022737324112e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.101547284983098214e-04 2.729787342064082800e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.370580573100597180e-04 3.352766864374280131e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.762629165779799667e-04 4.028431503102183030e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.279303598683327119e-04 4.758824562281369942e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.092243874631822166e-03 5.546144232526421976e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.269412325043231191e-03 6.392757371813058420e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.459672722034156388e-03 7.301213469356298592e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.663292795699089759e-03 8.274258988350630117e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.880573445651680239e-03 9.314852096140384050e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.111851103231310745e-03 1.042617771849036271e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.357499991543591036e-03 1.161166333109140379e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.617934340052306772e-03 1.287499512434005754e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.893610602617263834e-03 1.422013499066233574e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.185029623098671429e-03 1.565133814811706450e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.492738889902830251e-03 1.717317167073488179e-02
