lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.120161790109705226e-04 1.609288603765889991e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.373662123689428019e-04 3.399864703882485555e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.767785203643143313e-04 5.373361522797494858e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.309883569367229413e-04 7.531355733517557669e-04
1.062500000000000000e+00 1.000000000000000000e+00 7.007434821687638822e-04 9.875413228757679886e-04
1.074999999999999956e+00 1.000000000000000000e+00 8.868091092910617822e-04 1.240712956897914356e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.089972246717661524e-03 1.512816637847572664e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.311045596655458162e-03 1.804028340987861049e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.550871123839169712e-03 2.114536778070032642e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.810323452856391676e-03 2.444546017982065621e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.090313178300857479e-03 2.794277862459421113e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.391790239512920323e-03 3.163974025472998663e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.715747355669736844e-03 3.553898148983717069e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.063223702460527581e-03 3.964337643608450458e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.435308751091361180e-03 4.395605425536632319e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.833146391436457849e-03 4.848041554167866959e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.257939321920275674e-03 5.322014768049120742e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.710953704640269239e-03 5.817923972383141906e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.193524123728275599e-03 6.336199634522199364e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.707058828696608827e-03 6.877305233106017351e-03
