lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.565484845719766046e-05 3.431251701898873079e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.229132287553511623e-04 7.291973567102104196e-04
1.017699999809265066e+00 1.000000000000000000e+00 2.018805957632139204e-04 1.159613048657774951e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.926601962186396234e-04 1.635843073017895222e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.953582949237898219e-04 2.159446197375655078e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.100888691376894574e-04 2.732082572020590443e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.369778236374258910e-04 3.355527071096002859e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.761668252293020022e-04 4.031682630628347259e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.278167848940938739e-04 4.762593686208129243e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.092111056856811136e-03 5.550459641218185095e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.269258386176079501e-03 6.397648672759532681e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.459495666250586491e-03 7.306711752340197541e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.663090519048273644e-03 8.280396847426891443e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.880343744438141588e-03 9.321663784235715428e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.111591665819287193e-03 1.043369926512241301e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.357208392582833822e-03 1.161993263438343936e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.617608046904206214e-03 1.288405213132500643e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.893246976286172924e-03 1.423002173751592575e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.184625891968607871e-03 1.566209894269704819e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.492292149737477331e-03 1.718485324680805310e-02
