lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.105782985163386936e-04 1.641911156126297947e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.343058347352780513e-04 3.464211523765698265e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.718912848969921272e-04 5.468432566616684629e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.240521974395960340e-04 7.656065327581017960e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.915204074699431418e-04 1.002860348578542499e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.750467302743345855e-04 1.258758177049458006e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.075405097659677201e-03 1.533460994996130571e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.293396245315671031e-03 1.827140342723578134e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.529851109720766584e-03 2.139981053955852808e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.785634061787277471e-03 2.472183749265968906e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.061646084114909360e-03 2.823967054672539209e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.358827979117631996e-03 3.195569692365825363e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.678163756988942781e-03 3.587252360023558250e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.020684137754142337e-03 3.999299475178122107e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.387470348924398553e-03 4.432020819187164340e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.779658156447112619e-03 4.885753119736910115e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.198442201316356960e-03 5.360861462354660385e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.645080567151307904e-03 5.857740759477019638e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.120899766683578540e-03 6.376816996559500281e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.627299847453832472e-03 6.918548704683781005e-03
