lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.119869711983483273e-04 1.609940130962058931e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.373045584768988174e-04 3.401161608053371527e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.766807549633085627e-04 5.375295920297503338e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.308504052925855452e-04 7.533918294124305115e-04
1.062500000000000000e+00 1.000000000000000000e+00 7.005608826875686819e-04 9.878593373112379717e-04
1.074999999999999956e+00 1.000000000000000000e+00 8.865770198404789157e-04 1.241091581154614605e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.089685461670160393e-03 1.513254633080214238e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.310698549821972788e-03 1.804524399433284900e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.550457885488867654e-03 2.115089540556073112e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.809837740380317072e-03 2.445154061540961293e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.089748350903391626e-03 2.794939739443361767e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.391139275208115436e-03 3.164688244275748637e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.715002882853150175e-03 3.554663182422518938e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.062377952039241954e-03 3.965151933580637368e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.434353562630713085e-03 4.396467377245426127e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.832073208503425105e-03 4.848949536681175163e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.256739165261387743e-03 5.322967115044594140e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.709617156535387227e-03 5.818918974325060917e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.192041318118571953e-03 6.337235544621944855e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.705419406294823075e-03 6.878380232304334534e-03
