lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.505768870061729202e-05 3.503095372579991939e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.215660939051303974e-04 7.437409051693975566e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.996188677963800691e-04 1.181690255086868943e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.893089728895574921e-04 1.665630961023271137e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.907336378702893991e-04 2.197126978449523427e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.039987963624298524e-04 2.777846031077205961e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.292230944614857690e-04 3.409572805650532435e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.665415189694612958e-04 4.094222052022814667e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.161086944863200193e-04 4.833851892501115667e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.078101928904652562e-03 5.630677194893359862e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.252724011894315375e-03 6.487083199247717542e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.440205820277333211e-03 7.405639426410198269e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.640808793157339180e-03 8.389113841205836017e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.854827257618308061e-03 9.440487623214722027e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.082590657286346059e-03 1.056297009587287873e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.324465745873749434e-03 1.176001445427536998e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.580858688801527211e-03 1.303533395454287494e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.852217176929116096e-03 1.439291879460215598e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.139032548293471322e-03 1.583705377727746832e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.441841894015669825e-03 1.737233675867319235e-02
